Pos,ID,Name,BV,SV,Team,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts
M,41,Nakamba,4.5,4.5,Aston Villa,4,0.68,5,0.7,7,0.73,8,0.73,9,0.77
M,42,Buendía,6.0,6.0,Aston Villa,24,1.43,26,1.52,27,1.43,30,1.48,28,1.38
D,43,Cash,5.0,5.0,Aston Villa,84,4.49,81,4.1,79,3.81,78,3.63,77,2.96
D,44,Konsa,4.5,4.5,Aston Villa,57,2.08,54,1.61,54,1.58,54,1.52,53,1.36
M,45,Bailey,5.0,5.0,Aston Villa,63,3.06,59,2.22,58,1.96,56,1.81,53,1.63
M,46,Douglas Luiz,5.0,5.0,Aston Villa,43,1.31,46,1.29,46,1.25,47,1.27,49,1.32
M,47,Ramsey,5.5,5.5,Aston Villa,54,1.8,54,1.62,53,1.56,55,1.63,51,1.39
M,48,Chukwuemeka,4.5,4.5,Chelsea,0,0.03,1,1.04,2,1.08,1,1.04,2,1.12
M,49,Iroegbunam,4.5,4.5,Aston Villa,1,0.01,1,0.01,1,0.01,2,0.01,3,0.07
D,50,Diego Carlos,5.0,5.0,Aston Villa,81,4.05,77,3.72,76,3.53,73,3.24,74,2.72
M,51,El Ghazi,5.0,5.0,Aston Villa,0,-0.08,0,-0.09,0,-0.09,0,-0.09,0,-0.09
F,52,Davis,5.5,5.5,Aston Villa,1,1.03,1,1.02,2,1.05,2,1.02,3,1.06
M,53,Kamara,5.0,5.0,Aston Villa,76,0.0,72,0.0,69,0.0,65,0.0,65,0.0
F,54,Archer,4.5,4.5,Aston Villa,7,1.32,10,1.18,10,1.18,10,1.17,12,1.27
M,55,Philogene-Bidace,4.5,4.5,Aston Villa,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,56,Guilbert,4.0,4.0,Aston Villa,3,0.0,6,0.0,7,0.0,7,0.0,7,0.0
D,57,Smith,4.5,4.5,Bournemouth,80,0.0,75,0.0,64,0.0,61,0.0,59,0.0
M,58,Stanislas,5.0,5.0,Bournemouth,11,0.0,13,0.0,13,0.0,14,0.0,16,0.0
D,59,Fredericks,4.5,4.5,Bournemouth,0,-0.32,8,0.75,31,0.88,39,0.78,42,0.92
M,60,Brooks,5.5,5.5,Bournemouth,0,0.0,1,0.0,3,0.0,3,0.0,3,0.0
M,61,Lowe,5.5,5.5,Bournemouth,4,0.0,7,0.0,8,0.0,9,0.0,8,0.0
F,62,Moore,5.5,5.5,Bournemouth,13,0.0,15,0.0,16,0.0,19,0.0,20,0.0
M,63,Marcondes,5.0,5.0,Bournemouth,5,0.0,7,0.0,7,0.0,7,0.0,7,0.0
M,64,Lerma,5.0,5.0,Bournemouth,63,0.0,63,0.0,63,0.0,63,0.0,60,0.0
D,65,Stacey,4.5,4.5,Bournemouth,17,0.0,18,0.0,18,0.0,14,0.0,17,0.0
F,66,Solanke,6.0,6.0,Bournemouth,82,4.18,79,3.94,78,3.83,77,3.81,76,4.13
M,67,Cook,5.0,5.0,Bournemouth,76,0.0,73,0.0,69,0.0,66,0.0,64,0.0
M,68,Pearson,4.5,4.5,Bournemouth,11,0.0,12,0.0,13,0.0,11,0.0,11,0.0
M,69,Christie,5.5,5.5,Bournemouth,71,0.0,69,0.0,68,0.0,66,0.0,66,0.0
M,70,Billing,5.5,5.5,Bournemouth,69,0.0,64,0.0,65,0.0,64,0.0,62,0.0
D,71,Mepham,4.5,4.5,Bournemouth,78,0.0,75,0.0,73,0.0,70,0.0,69,0.0
G,72,Travers,4.5,4.5,Bournemouth,89,0.0,88,0.0,87,0.0,87,0.0,87,0.0
D,73,Kelly,4.5,4.5,Bournemouth,85,0.0,83,0.0,81,0.0,78,0.0,78,0.0
M,74,Dembélé,5.0,5.0,Bournemouth,10,0.0,11,0.0,12,0.0,14,0.0,14,0.0
M,75,Anthony,5.5,5.5,Bournemouth,71,0.0,71,0.0,68,0.0,65,0.0,64,0.0
D,76,Zemura,4.5,4.5,Bournemouth,81,0.0,77,0.0,72,0.0,68,0.0,65,0.0
G,77,Dennis,4.0,4.0,Bournemouth,1,0.0,2,0.0,3,0.0,2,0.0,3,0.0
D,78,Jansson,4.5,4.5,Brentford,85,3.78,81,3.53,78,4.07,76,3.77,74,3.47
M,79,Nørgaard,5.5,5.5,Brentford,81,3.38,76,3.18,75,3.35,74,3.19,74,2.92
F,80,Toney,7.0,7.0,Brentford,85,4.52,81,4.28,80,4.6,76,4.3,76,3.67
G,81,Raya,4.5,4.5,Brentford,89,3.96,88,3.79,87,4.13,86,3.98,86,3.84
D,82,Canós,5.0,5.0,Brentford,0,-0.1,13,1.2,17,1.43,19,1.27,16,1.25
M,83,Dasilva,4.5,4.5,Brentford,25,1.16,27,1.16,30,1.23,29,1.17,31,1.17
D,84,Ajer,4.5,4.5,Brentford,0,-0.22,1,0.78,23,1.18,40,1.13,49,1.27
D,85,Henry,4.5,4.5,Brentford,76,3.81,70,3.4,68,3.89,65,3.16,63,2.88
M,86,Janelt,5.5,5.5,Brentford,74,3.18,72,3.12,65,2.9,66,2.71,66,2.6
M,87,Ghoddos,5.0,5.0,Brentford,9,0.79,9,0.79,12,1.0,13,0.92,15,0.92
M,88,Jensen,5.0,5.0,Brentford,61,2.49,61,2.45,60,2.53,60,2.4,56,1.95
M,89,Wissa,5.5,5.5,Brentford,62,2.65,58,2.13,52,1.95,49,1.66,49,1.55
D,90,Roerslev,4.5,4.5,Brentford,22,1.09,29,1.19,23,1.33,22,1.12,21,1.09
D,91,Bech,4.5,4.5,Brentford,27,1.16,33,1.26,29,1.27,31,1.16,25,1.17
D,92,Pinnock,4.5,4.5,Brentford,0,-0.03,0,-0.03,0,-0.03,1,0.98,10,1.06
M,93,Onyeka,5.0,5.0,Brentford,17,0.96,22,0.86,25,1.02,25,0.98,26,0.95
M,94,Baptiste,4.5,4.5,Brentford,9,1.06,11,1.1,12,1.24,13,1.16,12,1.16
F,95,Mbeumo,6.0,6.0,Brentford,73,3.59,71,3.44,70,3.71,69,3.48,70,3.23
D,96,Goode,4.0,4.0,Brentford,2,0.43,3,0.45,2,0.53,3,0.45,1,0.43
F,97,Forss,4.5,4.5,Brentford,0,0.02,0,0.02,0,0.03,0,0.02,0,0.05
D,98,Thompson,4.0,4.0,Brentford,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,99,Bidstrup,4.5,4.5,Brentford,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,100,Balcombe,4.0,4.0,Brentford,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,101,Lallana,5.0,5.0,Brighton,22,1.03,21,1.04,21,1.03,24,1.18,25,1.25
G,102,Steele,4.0,4.0,Brighton,1,1.49,1,1.67,1,1.55,3,1.39,2,1.36
F,103,Welbeck,6.5,6.5,Brighton,65,2.7,61,2.35,61,2.21,62,2.57,56,2.23
M,104,Groß,5.5,5.5,Brighton,65,2.75,59,2.36,61,2.51,61,2.67,62,2.82
D,105,Duffy,4.5,4.5,Brighton,19,0.98,24,1.0,23,0.96,30,1.13,29,1.17
D,106,Dunk,4.5,4.5,Brighton,86,3.26,84,3.7,83,3.2,82,3.29,81,3.79
M,107,March,5.0,5.0,Brighton,60,2.11,56,1.8,59,2.05,58,1.9,60,2.29
D,108,Webster,4.5,4.5,Brighton,78,3.49,77,3.88,76,3.44,72,3.46,73,3.99
D,109,Veltman,4.5,4.5,Brighton,73,3.22,70,3.53,68,2.94,68,3.04,67,3.45
F,110,Maupay,6.5,6.5,Brighton,47,1.76,46,1.75,45,1.71,46,1.83,44,1.88
M,111,Trossard,6.5,6.5,Brighton,77,4.3,73,4.33,72,3.96,69,4.05,66,3.72
D,112,Cucurella,5.0,5.0,Chelsea,16,1.06,67,3.29,65,2.76,64,2.84,64,3.24
G,113,Sánchez,4.5,4.5,Brighton,89,3.7,88,4.18,88,3.78,87,3.66,87,4.06
D,114,Lamptey,4.5,4.5,Brighton,41,1.16,45,1.21,46,1.18,48,1.26,50,1.41
M,115,Alzate,4.5,4.5,Brighton,7,0.94,9,0.93,9,0.93,9,0.94,10,0.99
M,116,Mac Allister,5.5,5.5,Brighton,60,2.49,70,3.89,69,3.63,67,3.53,66,3.55
M,117,Moder,4.5,4.5,Brighton,0,-0.03,0,-0.03,0,-0.03,0,-0.03,0,-0.03
M,118,Mwepu,5.5,5.5,Brighton,59,2.02,59,2.12,54,1.62,53,1.83,51,1.71
M,119,Sarmiento,4.5,4.5,Brighton,0,-0.1,0,-0.1,0,-0.1,0,-0.1,0,-0.1
M,120,Caicedo,5.0,5.0,Brighton,77,3.16,75,3.2,73,2.98,72,3.0,71,3.25
M,121,Richards,4.5,4.5,Brighton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,122,Roberts,4.0,4.0,Brighton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,123,Undav,5.5,5.5,Brighton,46,0.0,43,0.0,47,0.0,45,0.0,47,0.0
M,124,Mitoma,5.0,5.0,Brighton,4,0.0,5,0.0,6,0.0,7,0.0,7,0.0
F,125,Enciso,5.0,5.0,Brighton,11,0.0,15,0.0,16,0.0,15,0.0,20,0.0
M,126,Kozłowski,4.5,4.5,Brighton,1,0.0,1,0.0,1,0.0,1,0.0,2,0.0
D,127,Azpilicueta,5.0,5.0,Chelsea,45,1.42,40,1.42,40,1.39,41,1.38,43,1.39
D,128,Thiago Silva,5.5,5.5,Chelsea,84,3.94,79,3.08,76,3.97,74,3.98,75,3.86
D,129,Alonso,5.5,5.5,Chelsea,49,1.78,12,1.14,8,1.18,6,0.99,6,0.99
M,130,Jorginho,6.0,6.0,Chelsea,48,1.67,47,1.64,45,1.63,44,1.58,43,1.59
M,131,Barkley,5.0,5.0,Chelsea,1,1.08,1,1.04,2,1.23,2,1.23,3,1.75
M,132,Kovacic,5.0,5.0,Chelsea,54,1.86,55,1.74,53,1.91,54,1.89,54,1.9
G,133,Arrizabalaga,4.5,4.5,Chelsea,1,1.52,3,1.72,3,1.37,3,1.4,4,1.41
M,134,Kanté,5.0,5.0,Chelsea,60,2.2,56,1.68,55,1.79,55,1.75,54,1.65
M,135,Ziyech,6.0,6.0,Chelsea,11,1.55,12,1.45,15,1.87,16,1.67,18,1.73
M,136,Loftus-Cheek,5.0,5.0,Chelsea,15,1.17,18,1.16,20,1.23,19,1.17,18,1.17
F,137,Werner,8.0,8.0,Chelsea,20,1.65,27,1.73,26,2.1,30,1.89,31,2.0
D,138,Kenedy,4.0,4.0,Chelsea,2,0.0,2,0.0,3,0.0,4,0.0,4,0.0
D,139,Chilwell,6.0,6.0,Chelsea,37,1.83,35,1.61,46,2.03,47,1.93,47,1.97
M,140,Pulisic,6.0,6.0,Chelsea,18,1.59,21,1.39,22,1.86,21,1.58,22,1.86
D,141,Chalobah,5.0,5.0,Chelsea,21,1.14,20,1.16,17,1.19,20,1.22,20,1.19
M,142,Mount,8.0,8.0,Chelsea,78,5.37,75,4.16,75,5.22,72,5.1,71,4.92
D,143,Sarr,5.0,5.0,Chelsea,12,0.9,10,0.82,10,0.86,12,0.87,11,0.81
M,144,Hudson-Odoi,5.5,5.5,Chelsea,8,1.43,9,1.22,10,1.54,12,1.51,14,1.53
F,145,Havertz,8.0,8.0,Chelsea,65,2.96,60,2.38,57,2.58,57,2.33,55,2.41
D,146,James,6.0,6.0,Chelsea,79,5.28,76,4.23,75,5.34,72,4.85,70,4.61
G,147,Mendy,5.0,5.0,Chelsea,89,4.15,87,3.7,87,4.1,87,4.16,85,4.1
M,148,Gallagher,6.0,6.0,Chelsea,17,1.23,18,1.09,19,1.4,16,1.22,19,1.25
M,149,Gilmour,4.5,4.5,Chelsea,2,0.93,2,0.96,4,0.98,5,0.98,6,1.01
F,150,Broja,5.5,5.5,Chelsea,5,1.25,7,1.18,7,1.43,7,1.32,7,1.33
D,151,Ampadu,4.5,4.5,Chelsea,1,0.0,1,0.0,1,0.0,2,0.0,1,0.0
G,152,Guaita,4.5,4.5,Crystal Palace,82,3.52,82,3.23,80,4.03,81,3.22,80,3.8
D,153,Tomkins,4.0,4.0,Crystal Palace,0,-0.19,1,0.83,5,1.03,8,1.06,11,1.06
M,154,McArthur,5.0,5.0,Crystal Palace,0,-0.2,19,0.9,28,1.01,43,1.03,43,1.03
F,155,Benteke,5.5,5.5,Crystal Palace,13,1.34,13,1.14,12,1.25,13,1.15,15,1.23
D,156,Ward,4.5,4.5,Crystal Palace,61,2.08,59,1.57,57,1.69,54,1.23,51,1.23
D,157,Clyne,4.5,4.5,Crystal Palace,27,1.04,30,1.03,31,1.05,34,1.07,34,1.03
M,158,Milivojevic,4.5,4.5,Crystal Palace,21,0.92,19,0.81,21,0.85,17,0.84,19,0.83
M,159,Ayew,5.5,5.5,Crystal Palace,58,1.91,49,1.44,42,1.4,43,1.4,44,1.39
M,160,Zaha,7.0,7.0,Crystal Palace,80,4.19,79,3.88,77,4.36,74,3.83,73,3.91
M,161,Schlupp,5.0,5.0,Crystal Palace,60,2.22,55,1.69,55,1.73,50,1.51,52,1.58
G,162,Butland,4.5,4.5,Crystal Palace,0,0.68,0,0.92,0,0.77,0,0.91,0,0.54
M,163,Hughes,5.0,5.0,Crystal Palace,38,0.95,35,0.92,32,0.96,30,0.92,30,0.92
M,164,Riedewald,4.5,4.5,Crystal Palace,5,1.06,4,0.91,5,0.93,5,1.17,6,0.93
D,165,Andersen,4.5,4.5,Crystal Palace,87,2.93,84,2.39,82,3.42,80,2.34,77,3.31
F,166,Edouard,5.5,5.5,Crystal Palace,61,2.09,51,1.47,49,1.46,47,1.37,47,1.41
D,167,Guéhi,4.5,4.5,Crystal Palace,87,3.08,83,2.5,79,3.45,78,2.5,76,3.41
F,168,Mateta,5.5,5.5,Crystal Palace,37,1.56,39,1.48,36,1.58,39,1.48,36,1.57
M,169,Eze,5.5,5.5,Crystal Palace,71,2.94,64,2.43,61,2.39,61,2.31,55,1.84
D,170,Mitchell,4.5,4.5,Crystal Palace,80,2.91,76,2.42,76,3.37,72,2.31,73,3.23
M,171,Olise,5.5,5.5,Crystal Palace,13,1.88,38,1.38,50,1.5,51,1.55,49,1.43
M,172,Rak-Sakyi,4.5,4.5,Crystal Palace,8,1.08,8,1.05,9,1.04,8,1.08,10,1.07
M,173,Ebiowei,4.5,4.5,Crystal Palace,3,0.0,3,0.0,4,0.0,3,0.0,5,0.0
D,174,Ferguson,4.0,4.0,Crystal Palace,14,1.19,19,1.17,19,1.17,21,1.07,22,1.08
G,175,Johnstone,4.5,4.5,Crystal Palace,8,0.0,8,0.0,10,0.0,9,0.0,10,0.0
G,176,Begović,4.0,4.0,Everton,1,0.0,2,0.0,3,0.0,2,0.0,3,0.0
F,177,Rondón,5.0,5.0,Everton,0,-0.05,66,2.71,59,2.22,53,1.59,47,1.52
D,178,Coleman,4.5,4.5,Everton,5,1.03,26,1.12,64,3.11,64,2.22,62,2.3
M,179,Townsend,5.5,5.5,Everton,0,-0.08,0,-0.07,0,-0.07,0,-0.08,0,-0.07
D,180,Keane,4.5,4.5,Everton,25,1.1,29,1.11,27,1.34,30,1.14,31,1.21
M,181,Dele,5.5,5.5,Everton,62,2.03,27,1.17,27,1.21,27,1.15,26,1.22
G,182,Pickford,4.5,4.5,Everton,89,3.47,88,3.93,87,3.98,88,3.38,87,3.57
M,183,Allan,5.0,5.0,Everton,48,1.16,40,1.2,33,1.28,29,1.13,30,1.17
M,184,André Gomes,4.5,4.5,Everton,0,-0.09,0,-0.09,2,0.93,3,1.01,4,1.06
M,185,A.Doucouré,5.5,5.5,Everton,82,2.72,78,3.14,76,3.39,75,2.83,74,3.04
M,186,Iwobi,5.5,5.5,Everton,70,2.78,64,2.56,59,2.45,56,1.82,57,2.04
M,187,Gbamin,4.5,4.5,Everton,7,1.16,5,1.21,4,1.22,3,1.24,5,1.34
D,188,Mina,4.5,4.5,Everton,67,2.08,63,2.38,64,2.68,61,1.85,60,1.97
M,189,Gray,5.5,5.5,Everton,61,2.19,55,1.85,53,2.0,49,1.54,51,1.98
M,190,Davies,5.0,5.0,Everton,2,0.9,20,1.29,39,1.82,50,1.53,48,1.78
F,191,Calvert-Lewin,8.0,8.0,Everton,0,-0.11,4,1.15,9,1.39,16,1.24,23,1.46
D,192,Holgate,4.5,4.5,Everton,28,0.94,27,0.98,24,1.07,28,0.94,26,1.25
D,193,Godfrey,4.5,4.5,Everton,66,2.15,60,2.34,60,2.6,61,2.05,58,1.86
D,194,Mykolenko,4.5,4.5,Everton,71,2.54,67,3.14,66,3.42,63,2.36,64,2.72
M,195,Gordon,5.5,5.5,Everton,65,2.34,59,2.13,58,2.16,56,1.79,54,1.99
D,196,Branthwaite,4.0,4.0,Everton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,197,Patterson,4.0,4.0,Everton,78,0.0,55,0.0,27,0.0,26,0.0,28,0.0
D,198,Nkounkou,4.0,4.0,Everton,2,0.0,2,0.0,2,0.0,2,0.0,3,0.0
D,199,Tarkowski,4.5,4.5,Everton,83,3.19,78,4.08,76,4.19,75,3.34,77,3.61
M,200,Cairney,5.0,5.0,Fulham,61,0.0,58,0.0,48,0.0,51,0.0,50,0.0
D,201,Ream,4.5,4.5,Fulham,86,0.0,85,0.0,84,0.0,81,0.0,81,0.0
M,202,Knockaert,5.0,5.0,Fulham,12,0.0,10,0.0,8,0.0,10,0.0,9,0.0
M,203,Chalobah,4.5,4.5,Fulham,6,0.0,13,0.0,19,0.0,20,0.0,19,0.0
M,204,Kebano,5.5,5.5,Fulham,44,0.0,38,0.0,34,0.0,34,0.0,32,0.0
M,205,De Cordova-Reid,5.5,5.5,Fulham,60,0.0,56,0.0,45,0.0,47,0.0,49,0.0
D,206,Bryan,4.5,4.5,Fulham,6,0.0,16,0.0,22,0.0,23,0.0,24,0.0
G,207,Gazzaniga,4.0,4.0,Fulham,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,208,Kongolo,4.0,4.0,Fulham,10,0.0,10,0.0,12,0.0,14,0.0,15,0.0
D,209,Tosin,4.5,4.5,Fulham,86,0.0,83,0.0,81,0.0,80,0.0,77,0.0
F,210,Mitrović,6.5,6.5,Fulham,81,3.97,77,4.01,75,3.79,75,3.6,75,3.81
M,211,Reed,4.5,4.5,Fulham,71,0.0,66,0.0,63,0.0,59,0.0,61,0.0
M,212,Wilson,6.0,6.0,Fulham,7,0.0,34,0.0,71,0.0,69,0.0,69,0.0
G,213,Rodák,4.5,4.5,Fulham,11,0.0,7,0.0,4,0.0,5,0.0,6,0.0
M,214,Cavaleiro,5.0,5.0,Fulham,12,0.0,11,0.0,7,0.0,10,0.0,10,0.0
D,215,Tete,4.5,4.5,Fulham,46,0.0,30,0.0,23,0.0,28,0.0,27,0.0
M,216,Onomah,4.5,4.5,Fulham,8,0.0,7,0.0,6,0.0,7,0.0,7,0.0
D,217,Robinson,4.5,4.5,Fulham,80,0.0,71,0.0,67,0.0,67,0.0,65,0.0
F,218,Muniz,5.5,5.5,Fulham,8,0.0,11,0.0,12,0.0,11,0.0,12,0.0
F,219,Stansfield,4.5,4.5,Fulham,1,0.0,2,0.0,3,0.0,3,0.0,2,0.0
M,220,Palhinha,5.0,5.0,Fulham,80,0.0,76,0.0,76,0.0,73,0.0,72,0.0
D,221,Cooper,4.5,4.5,Leeds,23,0.94,59,1.87,75,2.18,74,2.52,71,2.86
D,222,Ayling,4.5,4.5,Leeds,0,-0.14,0,-0.14,0,-0.16,1,0.85,8,0.93
M,223,Klich,5.0,5.0,Leeds,32,1.49,34,1.45,35,1.24,36,1.27,37,1.32
M,224,Forshaw,4.5,4.5,Leeds,0,-0.19,0,-0.19,4,0.83,9,0.88,10,0.94
M,225,Rodrigo,6.0,6.0,Leeds,71,3.59,68,3.19,63,2.25,60,2.18,59,2.4
D,226,Dallas,5.0,5.0,Leeds,0,-0.16,0,-0.16,0,-0.16,0,-0.16,0,-0.16
F,227,Bamford,7.5,7.5,Leeds,73,4.02,69,3.95,66,3.05,65,2.83,65,2.96
D,228,Llorente,4.5,4.5,Leeds,83,3.67,77,2.82,73,2.43,70,2.72,69,3.08
M,229,Roberts,5.0,5.0,Leeds,0,-0.34,0,-0.34,0,-0.34,0,-0.34,0,-0.34
D,230,Koch,4.5,4.5,Leeds,72,3.38,49,1.32,40,1.11,43,1.2,40,1.17
M,231,James,6.0,6.0,Leeds,0,-0.2,32,1.45,28,1.25,30,1.27,31,1.43
M,232,Raphinha,7.0,7.0,Leeds,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,233,Harrison,6.0,6.0,Leeds,73,3.39,62,2.48,56,1.85,53,1.72,54,1.86
M,234,Shackleton,4.5,4.5,Leeds,0,-0.31,0,-0.31,0,-0.31,0,-0.31,0,-0.31
D,235,Struijk,4.5,4.5,Leeds,79,3.8,75,2.91,72,2.57,63,2.38,56,1.84
G,236,Klaesson,4.0,4.0,Leeds,1,1.49,2,1.47,2,1.86,2,1.47,3,1.47
F,237,Greenwood,4.5,4.5,Leeds,5,1.25,5,1.31,4,1.14,5,1.22,5,1.22
G,238,Meslier,4.5,4.5,Leeds,89,4.06,88,3.28,88,3.32,88,3.33,87,3.66
D,239,Firpo,4.5,4.5,Leeds,0,-0.02,0,-0.02,0,-0.04,12,1.15,21,1.19
M,240,Summerville,4.5,4.5,Leeds,4,1.2,1,1.06,1,1.02,2,1.07,2,1.09
M,241,Bate,4.5,4.5,Leeds,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,242,Gelhardt,5.5,5.5,Leeds,28,1.33,25,1.35,26,1.28,29,1.29,27,1.4
D,243,Hjelde,4.0,4.0,Leeds,16,1.19,15,1.18,16,1.1,15,1.17,14,1.23
D,244,Kristensen,5.0,5.0,Leeds,84,0.0,80,0.0,78,0.0,75,0.0,75,0.0
M,245,Roca,5.0,5.0,Leeds,74,0.0,72,0.0,67,0.0,66,0.0,67,0.0
M,246,Aaronson,5.5,5.5,Leeds,76,0.0,57,0.0,46,0.0,47,0.0,46,0.0
M,247,Gyabi,4.5,4.5,Leeds,1,0.0,2,0.0,1,0.0,1,0.0,1,0.0
G,248,Schmeichel,5.0,5.0,Leicester,0,0.51,0,0.83,0,0.46,0,0.89,0,0.6
D,249,Evans,4.5,4.5,Leicester,73,2.81,72,2.48,66,2.54,67,2.61,64,2.33
D,250,Bertrand,4.0,4.0,Leicester,0,-0.14,0,-0.14,0,-0.14,0,-0.14,1,0.87
M,251,Albrighton,5.0,5.0,Leicester,13,0.96,13,1.08,13,0.98,11,0.92,13,0.97
M,252,Mendy,4.5,4.5,Leicester,16,0.85,19,0.98,20,0.85,18,0.85,23,0.84
D,253,Vestergaard,4.0,4.0,Leicester,1,0.87,1,0.9,2,0.88,3,0.89,3,0.89
G,254,Ward,4.0,4.0,Leicester,63,2.76,66,3.0,61,2.64,60,2.83,61,2.66
F,255,Vardy,9.5,9.5,Leicester,69,4.23,66,3.38,63,3.33,66,3.35,64,3.1
D,256,Ricardo,4.5,4.5,Leicester,0,-0.09,7,1.05,25,1.17,23,1.08,27,1.16
D,257,Amartey,4.5,4.5,Leicester,17,0.93,19,1.04,22,0.91,22,0.88,24,0.91
D,258,Castagne,4.5,4.5,Leicester,81,2.89,79,2.57,77,2.92,78,2.84,73,2.84
