Pos,ID,Name,BV,SV,Team,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts
D,165,Andersen,4.5,4.5,Crystal Palace,85,4.02,82,1.979,81,3.229,80,2.87,79,3.258,80,3.71
M,433,Højbjerg,5.5,5.5,Spurs,84,3.479,84,3.273,83,3.252,80,2.834,80,3.369,79,2.856
D,484,Kilman,4.4,4.4,Wolves,83,2.608,81,3.625,80,3.708,76,3.183,76,3.024,74,2.907
G,182,Pickford,4.4,4.4,Everton,89,3.246,89,2.923,87,3.127,87,2.712,87,3.501,86,3.515
M,387,Yates,5.0,5.0,Nott'm Forest,79,2.664,77,2.734,76,5.692,76,2.724,75,2.53,74,2.457
M,42,Buendía,5.7,5.7,Aston Villa,68,3.229,66,3.259,64,5.678,60,2.513,58,2.081,56,2.039
D,170,Mitchell,4.4,4.4,Crystal Palace,80,4.222,75,2.023,73,3.158,72,2.823,69,3.104,69,3.424
M,724,Enzo,5.0,5.0,Chelsea,78,3.264,76,3.518,74,5.943,69,2.992,69,2.669,0,0.0
D,167,Guéhi,4.4,4.4,Crystal Palace,86,3.865,83,1.905,81,3.151,79,2.788,77,3.151,75,3.494
D,230,Koch,4.5,4.5,Leeds,82,2.281,77,3.048,74,5.369,70,3.266,72,1.846,69,2.416
M,446,Kulusevski,7.9,7.9,Spurs,66,3.46,62,2.997,62,2.991,64,2.609,64,3.215,62,2.582
M,120,Caicedo,5.0,5.0,Brighton,83,5.487,0,0.0,79,5.26,75,2.349,74,4.684,0,0.0
M,506,Adams,4.9,4.9,Leeds,85,2.406,82,2.63,80,5.093,78,2.731,78,2.353,77,2.496
M,467,Rice,4.7,4.7,West Ham,86,3.055,0,0.0,80,5.961,78,2.9,78,2.619,78,3.013
D,139,Chilwell,5.8,5.8,Chelsea,71,3.284,68,4.077,65,5.599,58,2.151,62,2.412,0,0.0
D,157,Clyne,4.5,4.5,Crystal Palace,75,4.01,71,1.936,70,3.02,69,2.648,65,2.663,67,3.234
F,596,Ferguson,4.6,4.6,Brighton,52,5.456,0,0.0,41,5.013,42,2.326,42,4.558,0,0.0
M,301,De Bruyne,12.1,12.1,Man City,70,4.997,0,0.0,67,3.865,67,4.393,64,4.027,0,0.0
D,409,Walker-Peters,4.4,4.4,Southampton,74,4.575,78,2.707,76,2.756,73,1.849,74,3.486,74,1.897
M,593,Casemiro,4.9,4.9,Man Utd,72,3.526,0,0.0,74,6.754,73,3.526,72,3.457,0,0.0
F,297,Darwin,8.8,8.8,Liverpool,69,3.879,0,0.0,64,5.641,62,2.69,57,2.513,56,2.534
D,146,James,5.8,5.8,Chelsea,0,-0.048,71,4.912,66,6.736,61,2.963,63,2.674,0,0.0
D,290,Konaté,4.8,4.8,Liverpool,79,3.633,0,0.0,72,4.767,71,2.524,67,2.871,64,3.367
D,432,Davies,4.8,4.8,Spurs,76,4.47,64,2.947,64,2.897,63,2.179,61,2.831,59,1.835
M,171,Olise,5.4,5.4,Crystal Palace,69,5.293,63,2.165,63,2.549,63,2.519,60,2.234,61,2.385
D,199,Tarkowski,4.4,4.4,Everton,87,2.998,83,2.62,80,2.811,79,2.092,79,3.307,77,3.285
M,582,Freuler,4.9,4.9,Nott'm Forest,81,2.415,78,2.482,76,5.213,75,2.422,74,2.323,74,2.243
D,482,Semedo,5.0,5.0,Wolves,82,2.355,78,3.292,77,3.38,75,2.81,72,2.604,72,2.55
D,108,Webster,4.5,4.5,Brighton,77,8.193,0,0.0,49,3.012,46,1.351,62,4.411,0,0.0
M,186,Iwobi,5.4,5.4,Everton,80,3.022,77,2.833,75,2.698,73,2.513,72,2.863,74,2.911
D,510,Hickey,4.9,4.9,Brentford,66,5.121,63,2.346,62,3.169,58,1.691,62,2.31,62,2.165
M,70,Billing,5.1,5.1,Bournemouth,77,2.573,74,2.701,66,4.492,65,2.237,67,2.255,65,2.313
D,423,Bella-Kotchap,4.5,4.5,Southampton,84,4.496,80,2.515,78,2.592,76,1.726,75,3.386,77,1.779
D,533,Martínez,4.5,4.5,Man Utd,78,3.962,0,0.0,76,5.434,74,3.639,72,3.368,0,0.0
D,410,Bednarek,4.2,4.2,Southampton,72,4.743,70,2.596,69,2.655,66,1.724,64,2.918,65,1.75
G,307,Ederson,5.4,5.4,Man City,89,4.489,0,0.0,89,3.303,87,4.143,86,4.27,0,0.0
M,6,Partey,4.7,4.7,Arsenal,74,2.962,70,2.951,69,2.821,69,2.413,66,2.507,64,2.476
M,3,Xhaka,4.9,4.9,Arsenal,76,3.13,71,3.013,68,2.813,64,2.064,64,2.352,65,2.688
M,534,McNeil,5.1,5.1,Everton,77,2.974,73,2.631,72,2.666,69,2.424,70,2.785,67,2.531
D,201,Ream,4.6,4.6,Fulham,87,2.174,0,0.0,84,3.431,82,3.495,82,3.381,81,3.525
D,256,Ricardo,4.3,4.3,Leicester,73,3.15,70,2.589,63,5.451,55,2.033,47,1.295,46,1.423
M,64,Lerma,4.7,4.7,Bournemouth,43,1.055,83,2.528,78,4.968,74,2.424,77,2.376,77,2.569
M,704,Sarabia,5.5,5.5,Wolves,69,3.282,65,3.185,63,3.05,58,2.115,58,2.155,55,2.12
F,356,Wilson,6.9,6.9,Newcastle,54,2.278,51,2.087,50,3.864,50,1.94,50,3.773,48,1.886
M,680,Gakpo,7.7,7.7,Liverpool,68,3.791,0,0.0,57,4.722,57,2.364,57,2.55,53,2.338
F,191,Calvert-Lewin,7.9,7.9,Everton,30,1.488,58,1.928,76,3.062,76,2.948,76,3.219,75,3.118
F,262,Iheanacho,6.2,6.2,Leicester,58,2.326,56,2.314,56,4.783,50,2.267,50,1.839,52,2.228
D,602,Renan Lodi,4.3,4.3,Nott'm Forest,74,2.127,71,2.44,68,5.455,67,2.214,68,1.947,66,1.493
D,329,Varane,4.8,4.8,Man Utd,68,3.719,0,0.0,68,5.33,68,3.521,65,3.101,0,0.0
M,368,Saint-Maximin,6.1,6.1,Newcastle,57,2.306,58,2.521,50,3.574,49,1.792,51,3.582,50,1.787
D,470,Diop,4.3,4.3,Fulham,80,2.153,0,0.0,78,3.322,77,3.389,77,3.292,74,3.352
D,445,Emerson Royal,5.0,5.0,Spurs,32,1.379,67,3.414,64,2.926,62,2.211,63,3.17,63,2.336
F,411,Adams,6.1,6.1,Southampton,64,5.009,64,2.496,60,2.096,60,1.968,56,1.942,57,1.815
M,321,Lavia,4.5,4.5,Southampton,77,4.412,75,2.233,73,2.208,71,2.039,71,2.36,70,1.985
G,426,Forster,3.9,3.9,Spurs,89,4.507,88,3.811,70,3.453,42,1.269,17,1.136,4,1.027
M,468,Soucek,5.1,5.1,West Ham,68,2.831,0,0.0,65,5.111,61,2.206,66,2.39,65,2.631
M,159,J.Ayew,5.3,5.3,Crystal Palace,68,4.622,66,2.216,62,2.158,58,1.719,61,2.098,62,2.332
F,30,Ings,6.4,6.4,West Ham,67,3.389,0,0.0,50,4.801,47,2.208,48,2.172,50,2.471
M,577,Onana,4.8,4.8,Everton,80,2.614,79,2.497,76,2.501,73,2.297,72,2.548,69,2.44
D,628,Aurier,4.4,4.4,Nott'm Forest,68,2.334,66,2.367,63,5.212,62,2.149,57,1.476,59,1.332
D,689,Badiashile,5.0,5.0,Chelsea,66,2.858,62,3.188,62,5.018,53,1.719,58,1.787,0,0.0
M,346,Andreas,4.4,4.4,Fulham,80,2.813,0,0.0,74,3.078,73,2.936,71,2.975,66,2.668
M,315,Rodri,5.6,5.6,Man City,83,3.831,0,0.0,78,3.143,78,3.797,76,3.689,0,0.0
D,217,Robinson,4.4,4.4,Fulham,86,2.049,0,0.0,79,3.124,79,3.213,74,2.999,73,3.072
D,215,Tete,4.4,4.4,Fulham,80,2.116,0,0.0,75,3.087,74,3.131,71,2.996,71,3.092
D,520,Koulibaly,5.5,5.5,Chelsea,63,2.641,61,3.072,61,4.403,62,2.749,55,1.538,0,0.0
D,463,Coufal,4.1,4.1,West Ham,2,0.889,0,0.0,67,6.212,65,2.553,65,2.096,62,2.461
M,373,Willock,4.7,4.7,Newcastle,62,2.691,59,2.249,47,2.991,47,1.505,48,3.052,49,1.529
M,723,H.Traorè,4.5,4.5,Bournemouth,0,0.001,2,1.052,62,4.859,65,2.814,63,2.541,64,2.715
M,23,Nelson,4.7,4.7,Arsenal,51,3.317,32,2.916,17,2.075,12,1.931,9,1.646,10,1.925
F,28,Jesus,7.9,7.9,Arsenal,2,1.041,27,1.629,53,2.209,62,2.565,67,3.215,65,3.127
M,89,Wissa,5.3,5.3,Brentford,37,3.642,40,1.716,42,3.048,49,1.626,48,1.784,53,1.918
D,727,Souttar,4.5,4.5,Leicester,83,2.968,67,2.053,58,3.449,57,1.935,60,1.204,58,2.037
M,508,Sinisterra,6.5,6.5,Leeds,12,1.199,38,1.76,56,4.076,58,2.352,57,1.944,58,2.271
M,611,Gueye,4.9,4.9,Everton,75,2.392,73,2.297,70,2.29,68,2.088,66,2.161,68,2.318
M,731,Kamaldeen,5.0,5.0,Southampton,57,4.134,56,1.997,53,1.909,50,1.697,52,1.993,52,1.745
M,698,Lemina,4.5,4.5,Wolves,72,2.263,70,2.444,68,2.407,65,2.072,66,2.113,66,2.145
D,612,Faes,4.2,4.2,Leicester,79,2.821,63,1.73,60,4.01,58,1.888,59,1.208,57,1.78
M,693,Alcaraz,5.0,5.0,Southampton,26,3.132,35,2.022,35,2.1,34,1.939,36,2.307,33,1.932
F,227,Bamford,7.2,7.2,Leeds,35,1.603,60,2.288,55,4.006,51,1.897,50,1.7,50,1.877
M,305,Grealish,6.8,6.8,Man City,70,4.0,0,0.0,65,2.937,64,3.29,63,3.123,0,0.0
M,562,Solomon,4.9,4.9,Fulham,56,2.586,0,0.0,48,2.804,46,2.489,46,2.757,49,2.64
D,194,Mykolenko,4.3,4.3,Everton,57,1.59,74,2.293,69,2.315,67,1.741,69,2.733,66,2.593
M,53,Kamara,4.8,4.8,Aston Villa,0,-0.101,5,1.003,71,4.586,75,2.803,73,2.437,75,2.392
D,404,Stephens,4.3,4.3,Bournemouth,82,1.8,76,2.364,62,3.73,58,1.581,58,1.421,64,2.207
M,185,A.Doucouré,5.3,5.3,Everton,70,2.547,65,2.198,62,2.022,63,1.983,61,2.01,64,2.265
F,103,Welbeck,6.5,6.5,Brighton,33,3.808,0,0.0,44,3.861,43,1.8,41,3.502,0,0.0
M,464,Benrahma,5.5,5.5,West Ham,54,2.348,0,0.0,49,4.326,45,2.049,50,1.985,45,2.13
F,354,Wood,5.6,5.6,Nott'm Forest,58,2.032,57,1.893,54,3.865,51,1.802,50,1.594,49,1.566
D,342,Dalot,4.7,4.7,Man Utd,29,1.307,0,0.0,64,5.25,64,3.251,62,2.845,0,0.0
M,614,Willian,5.5,5.5,Fulham,64,2.364,0,0.0,64,2.849,64,2.662,60,2.265,61,2.506
D,50,Diego Carlos,4.7,4.7,Aston Villa,6,1.119,29,1.273,59,3.844,59,2.442,61,2.224,58,1.739
M,47,Ramsey,5.2,5.2,Aston Villa,63,2.235,62,2.302,58,3.554,54,1.666,54,1.392,52,1.386
D,73,Kelly,4.3,4.3,Bournemouth,0,-0.107,8,1.019,68,4.139,74,2.47,74,2.101,72,2.768
M,441,Skipp,4.3,4.3,Spurs,71,2.848,68,2.573,67,2.422,62,1.87,52,1.445,44,1.107
M,240,Summerville,4.2,4.2,Leeds,57,1.906,47,1.794,40,3.394,38,1.757,35,1.553,36,1.744
M,45,Bailey,4.4,4.4,Aston Villa,54,1.86,52,1.956,48,3.317,45,1.821,40,1.478,41,1.601
M,609,Antony,7.3,7.3,Man Utd,67,2.961,0,0.0,62,4.644,60,2.281,59,2.129,0,0.0
M,552,Anderson,4.3,4.3,Newcastle,19,1.597,22,1.612,13,2.794,15,1.509,15,2.974,15,1.483
M,721,João Gomes,4.5,4.5,Wolves,6,1.657,13,2.042,12,2.148,14,2.015,11,2.023,12,2.077
M,169,Eze,5.4,5.4,Crystal Palace,54,3.373,52,1.564,45,1.683,46,1.706,44,1.79,46,1.799
D,576,Senesi,4.4,4.4,Bournemouth,80,1.87,74,2.439,58,3.065,58,1.58,57,1.344,56,1.604
M,514,C.Doucouré,5.0,5.0,Crystal Palace,0,-0.581,80,2.3,77,2.646,76,2.516,74,2.517,69,2.503
M,233,Harrison,5.7,5.7,Leeds,63,2.279,54,1.819,52,3.251,47,1.559,49,1.395,46,1.544
M,720,McKennie,4.8,4.8,Leeds,63,1.787,62,1.88,62,3.675,60,1.677,59,1.357,58,1.395
D,730,Felipe,4.5,4.5,Nott'm Forest,83,2.051,77,2.433,61,4.012,52,1.239,43,1.004,43,0.996
F,700,Rutter,5.3,5.3,Leeds,55,1.764,37,1.698,36,3.321,35,1.696,33,1.554,32,1.688
D,249,Evans,4.4,4.4,Leicester,14,1.096,48,1.185,59,3.943,58,2.02,55,1.223,58,2.027
D,388,Worrall,4.2,4.2,Nott'm Forest,84,1.873,76,2.235,65,4.426,53,1.125,44,0.916,42,0.902
F,168,Mateta,5.1,5.1,Crystal Palace,39,3.073,38,1.538,40,1.684,38,1.682,43,1.742,41,1.744
M,304,Sterling,9.7,9.7,Chelsea,12,1.278,37,2.083,52,4.11,50,2.133,51,1.849,0,0.0
D,109,Veltman,4.6,4.6,Brighton,57,4.26,0,0.0,50,2.859,49,1.301,54,3.025,0,0.0
D,312,Dias,5.9,5.9,Man City,70,4.29,0,0.0,60,2.153,57,2.387,58,2.527,0,0.0
M,480,Neves,5.4,5.4,Wolves,87,2.672,65,2.292,48,1.208,58,1.532,61,1.761,61,1.863
D,44,Konsa,4.4,4.4,Aston Villa,86,2.71,67,3.143,44,2.064,46,1.168,45,1.015,49,1.09
D,57,Smith,4.3,4.3,Bournemouth,75,1.498,71,2.034,65,3.634,57,1.231,60,1.213,60,1.58
F,476,Jiménez,6.7,6.7,Wolves,39,1.802,37,1.908,35,2.0,35,1.741,31,1.823,31,1.869
M,86,Janelt,5.5,5.5,Brentford,39,2.925,43,1.427,42,2.573,42,1.312,44,1.443,41,1.426
D,235,Struijk,4.5,4.5,Leeds,61,1.751,60,2.027,56,3.038,57,1.903,50,1.114,49,1.237
F,288,Diogo Jota,8.8,8.8,Liverpool,38,1.976,0,0.0,44,3.45,41,1.733,41,1.901,40,1.999
M,371,Joelinton,5.9,5.9,Newcastle,0,-0.349,0,-0.308,63,4.233,62,1.978,61,3.705,60,1.698
M,688,Schade,4.9,4.9,Brentford,19,2.575,24,1.256,30,2.592,42,1.397,42,1.49,45,1.502
F,255,Vardy,9.1,9.1,Leicester,31,1.486,30,1.466,30,3.122,32,1.658,34,1.462,33,1.609
F,682,Cunha,5.5,5.5,Wolves,56,1.879,54,1.877,53,1.933,49,1.616,50,1.719,47,1.73
M,580,Damsgaard,5.0,5.0,Brentford,29,2.813,25,1.311,30,2.489,32,1.312,34,1.398,33,1.392
D,448,Perišić,5.4,5.4,Spurs,26,1.437,57,2.404,54,2.199,51,1.541,43,1.715,41,1.415
D,76,Zemura,4.3,4.3,Bournemouth,68,1.839,62,2.075,51,2.716,48,1.358,50,1.294,50,1.418
M,275,Henderson,5.3,5.3,Liverpool,62,2.355,0,0.0,60,3.639,57,1.612,54,1.557,52,1.528
F,279,Firmino,8.0,8.0,Liverpool,26,1.65,0,0.0,29,3.509,31,1.819,29,1.905,27,1.769
M,300,Gündogan,7.3,7.3,Man City,63,3.342,0,0.0,57,2.267,57,2.555,57,2.476,0,0.0
M,83,Dasilva,4.1,4.1,Brentford,34,2.849,36,1.353,36,2.457,38,1.24,38,1.367,38,1.353
M,535,Tavernier,4.7,4.7,Bournemouth,0,-0.061,3,1.156,56,3.795,55,1.9,56,1.842,57,1.952
G,425,Lloris,5.4,5.4,Spurs,0,0.039,0,0.039,18,1.186,45,1.312,72,4.39,86,3.588
M,161,Schlupp,4.7,4.7,Crystal Palace,63,3.928,57,1.522,47,1.262,48,1.279,44,1.249,47,1.305
M,282,Fabinho,5.2,5.2,Liverpool,68,2.345,0,0.0,65,3.843,60,1.533,53,1.276,51,1.237
F,166,Edouard,5.0,5.0,Crystal Palace,36,2.726,38,1.358,35,1.491,38,1.492,35,1.574,34,1.575
D,78,Jansson,4.2,4.2,Brentford,34,2.636,42,1.277,44,2.42,47,1.291,43,1.291,45,1.292
M,589,Matheus,4.8,4.8,Wolves,58,1.71,60,1.928,60,1.984,55,1.509,54,1.539,53,1.523
M,220,Palhinha,4.9,4.9,Fulham,0,-0.369,0,0.0,80,2.635,80,2.608,80,2.621,78,2.65
M,25,Fábio Vieira,5.6,5.6,Arsenal,31,2.184,22,1.729,15,1.57,14,1.482,14,1.537,14,1.594
M,195,Gordon,5.1,5.1,Newcastle,44,1.311,47,1.429,43,2.414,45,1.241,45,2.451,43,1.213
D,367,Targett,4.7,4.7,Newcastle,15,1.246,17,1.314,17,2.459,22,1.243,23,2.487,23,1.242
M,211,Reed,4.3,4.3,Fulham,78,2.451,0,0.0,64,2.188,62,1.937,60,1.741,58,1.65
F,454,Richarlison,8.4,8.4,Spurs,36,1.735,39,1.728,43,1.737,42,1.504,43,1.727,42,1.525
D,84,Ajer,4.5,4.5,Brentford,46,2.651,43,1.227,45,2.356,46,1.219,44,1.246,44,1.242
F,123,Undav,5.0,5.0,Brighton,11,2.615,0,0.0,16,3.077,17,1.391,17,2.843,0,0.0
M,189,Gray,5.3,5.3,Everton,47,1.658,47,1.585,45,1.579,48,1.595,47,1.721,48,1.778
F,319,Álvarez,6.0,6.0,Man City,30,2.243,0,0.0,38,2.378,41,2.708,37,2.577,0,0.0
D,178,Coleman,4.4,4.4,Everton,73,2.829,61,1.851,47,1.26,48,1.203,48,1.362,48,1.37
