Pos,ID,Name,BV,SV,Team,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts
F,66,Solanke,5.5,5.5,Bournemouth,85,3.127,81,3.291,78,3.441,78,6.763,77,3.415,74,3.172,74,3.194
G,281,Alisson,5.4,5.4,Liverpool,89,3.591,87,4.152,0,0.0,87,6.589,87,3.381,87,3.729,87,4.817
M,79,Nørgaard,5.3,5.3,Brentford,83,3.159,81,6.111,80,3.052,78,5.235,77,2.79,75,2.859,77,3.006
M,465,Bowen,8.0,8.0,West Ham,77,3.677,77,4.148,0,0.0,72,7.44,72,3.802,71,3.416,69,3.666
D,258,Castagne,4.4,4.4,Leicester,85,3.503,82,3.388,78,2.779,75,6.737,76,4.027,74,1.885,74,3.768
M,374,Bruno Guimarães,5.5,5.5,Newcastle,82,2.778,78,3.395,77,3.317,75,5.916,76,3.394,74,3.972,75,2.937
D,92,Pinnock,4.4,4.4,Brentford,84,3.552,76,6.531,69,3.016,67,3.998,68,2.691,68,2.913,67,2.748
D,10,White,4.7,4.7,Arsenal,73,4.709,71,3.654,69,4.249,68,3.755,69,2.468,66,2.918,65,3.663
G,478,Sá,5.0,5.0,Wolves,89,3.427,88,3.218,87,3.836,86,3.991,86,3.681,87,3.599,86,3.512
D,222,Ayling,4.5,4.5,Leeds,81,3.154,82,2.975,76,3.566,75,6.551,74,3.929,72,2.55,70,2.436
F,690,João Félix,7.6,7.6,Chelsea,72,3.864,73,3.858,72,3.879,67,6.657,67,3.161,67,2.924,68,0.757
F,95,Mbeumo,5.8,5.8,Brentford,74,3.262,72,5.997,70,2.975,69,5.411,67,2.362,66,2.505,66,2.521
D,106,Dunk,4.7,4.7,Brighton,87,3.73,84,7.333,0,0.0,83,6.893,83,3.084,82,3.935,81,0.023
D,430,Dier,5.1,5.1,Spurs,87,3.673,83,4.402,82,3.524,81,3.571,79,2.891,77,4.123,75,2.741
D,39,Mings,4.3,4.3,Aston Villa,86,3.819,82,2.893,81,3.904,74,5.297,71,3.7,72,2.711,74,2.504
F,394,Johnson,5.7,5.7,Nott'm Forest,83,3.394,79,3.133,78,3.067,76,6.373,74,3.077,74,2.916,71,2.766
M,19,Martinelli,6.5,6.5,Arsenal,77,4.871,72,4.288,68,4.091,63,3.18,64,2.841,62,2.853,58,2.48
G,574,Neto,4.5,4.5,Bournemouth,89,2.625,88,2.812,87,3.129,86,6.445,86,3.157,86,2.942,86,3.47
G,422,Bazunu,4.5,4.5,Southampton,84,3.464,84,5.962,82,3.008,81,3.105,80,2.609,80,3.729,78,2.668
D,472,Aguerd,4.8,4.8,West Ham,85,2.713,81,3.788,0,0.0,77,7.65,76,3.456,74,2.85,74,3.653
M,603,Paquetá,5.9,5.9,West Ham,74,3.476,71,3.807,0,0.0,68,7.104,67,3.17,69,3.25,65,2.989
F,594,Isak,6.6,6.6,Newcastle,58,2.694,58,2.922,57,2.844,56,5.549,56,3.11,54,3.652,55,2.79
D,280,Van Dijk,6.5,6.5,Liverpool,87,3.118,84,3.907,0,0.0,80,5.402,81,2.863,78,3.458,80,4.655
M,370,S.Longstaff,4.3,4.3,Newcastle,67,2.473,66,2.833,68,3.143,67,5.642,65,2.994,67,3.668,65,2.592
D,332,Shaw,5.3,5.0,Man Utd,74,2.641,78,4.875,0,0.0,72,6.671,71,4.295,72,4.034,72,0.821
D,443,Romero,4.9,4.9,Spurs,86,3.411,83,4.143,81,3.263,80,3.295,79,2.641,80,3.903,78,2.51
M,88,Jensen,4.8,4.8,Brentford,71,3.051,67,5.806,67,2.65,64,4.317,63,2.238,63,2.735,61,2.247
G,327,De Gea,5.0,5.0,Man Utd,89,2.749,89,4.228,0,0.0,86,6.877,87,4.255,86,3.943,86,0.815
G,2,Leno,4.5,4.5,Fulham,88,3.552,88,3.369,0,0.0,86,4.192,86,4.166,86,4.108,86,3.269
G,182,Pickford,4.4,4.4,Everton,89,3.591,88,3.224,87,3.001,86,3.054,86,2.757,86,3.565,86,3.428
D,484,Kilman,4.4,4.4,Wolves,82,2.985,80,2.74,79,3.64,75,3.688,74,3.255,75,3.148,72,2.867
F,210,Mitrović,6.8,6.8,Fulham,76,3.681,82,3.674,0,0.0,78,3.968,79,3.989,79,3.944,76,3.066
D,272,W.Fofana,4.3,4.3,Chelsea,72,3.729,70,3.166,67,3.727,67,5.797,63,2.777,63,2.41,56,0.346
M,433,Højbjerg,5.5,5.5,Spurs,86,3.181,84,3.398,83,3.171,82,3.206,82,2.838,80,3.317,80,2.771
D,199,Tarkowski,4.4,4.4,Everton,86,3.684,82,3.099,80,2.853,79,2.908,78,2.352,79,3.537,78,3.39
M,266,Dewsbury-Hall,4.9,4.9,Leicester,78,3.065,75,2.871,74,2.677,71,5.599,69,2.821,67,2.17,66,2.481
D,461,Zouma,4.4,4.4,West Ham,22,1.264,50,1.579,0,0.0,77,8.15,76,3.756,74,2.948,73,3.812
D,459,Dawson,4.8,4.8,Wolves,87,2.784,84,2.606,83,3.465,81,3.58,80,3.164,81,3.014,80,2.892
D,165,Andersen,4.5,4.5,Crystal Palace,87,2.747,82,4.073,80,1.977,77,3.117,78,2.782,79,3.102,77,3.646
M,171,Olise,5.4,5.4,Crystal Palace,68,3.087,69,5.237,66,2.359,65,2.732,64,2.562,63,2.598,63,2.689
D,170,Mitchell,4.4,4.4,Crystal Palace,77,2.947,73,4.277,70,2.015,68,2.95,69,2.742,69,3.003,67,3.275
M,53,Kamara,4.8,4.8,Aston Villa,85,2.837,81,2.571,79,2.816,78,5.091,77,2.831,75,2.521,77,2.47
M,369,Almirón,5.5,5.5,Newcastle,67,2.442,65,2.839,65,2.807,65,5.037,63,2.686,62,3.038,60,2.063
M,37,McGinn,5.1,5.1,Aston Villa,74,2.955,72,2.679,69,2.812,69,5.225,68,2.757,66,2.3,63,2.076
M,593,Casemiro,4.9,4.9,Man Utd,80,3.176,75,3.64,0,0.0,73,6.153,72,3.444,71,3.308,71,0.71
M,582,Freuler,4.9,4.9,Nott'm Forest,82,2.8,78,2.445,77,2.475,76,5.284,76,2.584,75,2.438,75,2.405
D,230,Koch,4.5,4.5,Leeds,85,2.515,79,2.344,74,2.854,73,5.283,74,3.303,73,1.991,70,1.975
D,43,Cash,4.6,4.6,Aston Villa,69,3.336,68,2.551,65,3.058,62,4.091,65,3.111,63,2.195,62,1.915
M,46,Douglas Luiz,4.8,4.8,Aston Villa,79,3.234,75,2.81,71,2.865,66,4.626,65,2.425,65,2.13,64,2.134
D,167,Guéhi,4.4,4.4,Crystal Palace,86,2.622,82,3.853,79,1.863,77,2.988,74,2.608,74,2.885,73,3.384
M,467,Rice,4.7,4.7,West Ham,87,2.644,82,3.046,0,0.0,79,5.89,78,2.987,78,2.609,78,3.007
M,186,Iwobi,5.4,5.4,Everton,80,3.157,76,2.893,76,2.815,77,2.894,74,2.586,72,2.977,74,2.855
G,455,Fabianski,5.0,5.0,West Ham,0,-0.012,1,0.025,0,0.0,87,8.401,87,3.837,86,3.399,86,4.189
D,157,Clyne,4.5,4.5,Crystal Palace,75,2.841,71,4.07,71,1.992,68,2.934,66,2.471,66,2.632,64,2.835
G,307,Ederson,5.4,5.4,Man City,90,4.023,88,4.081,0,0.0,86,3.37,86,4.064,86,4.184,85,0.033
D,533,Martínez,4.5,4.5,Man Utd,81,2.091,79,3.895,0,0.0,74,5.639,75,3.848,73,3.404,71,0.667
M,64,Lerma,4.7,4.7,Bournemouth,83,2.31,77,2.399,76,2.519,74,4.95,75,2.486,74,2.315,75,2.527
D,108,Webster,4.5,4.5,Brighton,78,4.009,68,7.127,0,0.0,48,3.039,47,1.677,65,3.601,47,0.014
M,42,Buendía,5.7,5.7,Aston Villa,65,3.015,64,2.643,62,2.677,61,4.835,60,2.432,57,1.954,56,1.905
D,432,Davies,4.8,4.8,Spurs,76,3.643,72,4.111,67,2.985,63,2.592,60,1.922,59,2.344,59,1.817
M,506,Adams,4.9,4.9,Leeds,84,2.46,83,2.399,80,2.542,77,4.99,77,2.679,75,2.384,73,1.927
D,475,Coady,4.9,4.9,Everton,77,3.292,75,2.731,75,2.526,76,2.588,72,2.009,76,3.236,74,2.993
D,146,James,5.8,5.8,Chelsea,16,1.238,45,1.468,69,4.618,64,5.887,62,3.052,62,2.594,63,0.51
D,482,Semedo,5.0,5.0,Wolves,83,2.556,79,2.35,75,3.193,74,3.201,75,2.909,73,2.634,71,2.511
M,534,McNeil,5.1,5.1,Everton,75,3.184,73,2.885,70,2.796,68,2.668,68,2.544,67,2.789,64,2.488
F,145,Havertz,7.6,7.6,Chelsea,68,3.353,67,2.902,64,2.763,62,5.157,60,2.354,61,2.295,60,0.521
M,120,Caicedo,5.0,5.0,Brighton,84,2.688,81,5.429,0,0.0,79,5.254,78,2.755,74,3.165,73,0.022
F,262,Iheanacho,6.2,6.2,Leicester,61,3.133,51,2.295,51,2.288,51,4.823,50,2.396,49,2.009,46,2.179
D,290,Konaté,4.8,4.8,Liverpool,72,2.741,77,3.528,0,0.0,70,4.704,67,2.371,64,2.47,63,3.226
F,297,Darwin,8.8,8.8,Liverpool,70,3.719,63,3.112,0,0.0,57,4.738,59,2.482,55,2.394,57,2.558
M,480,Neves,5.5,5.5,Wolves,86,3.213,83,3.012,74,3.212,65,2.576,65,2.424,62,2.132,64,2.371
M,301,De Bruyne,12.2,12.2,Man City,74,4.421,69,4.256,0,0.0,66,3.222,66,3.607,64,3.351,67,0.032
M,387,Yates,5.0,5.0,Nott'm Forest,35,1.207,78,2.551,75,2.561,73,5.151,73,2.508,72,2.434,72,2.363
D,423,Bella-Kotchap,4.5,4.5,Southampton,81,2.947,79,4.484,77,2.361,74,2.422,72,1.678,71,3.159,68,1.681
M,514,C.Doucouré,5.0,5.0,Crystal Palace,83,2.675,79,4.639,78,2.274,72,2.506,68,2.245,67,2.216,64,2.156
M,446,Kulusevski,7.9,7.9,Spurs,65,2.848,64,2.903,64,2.72,64,2.808,63,2.488,60,2.494,62,2.416
D,201,Ream,4.6,4.6,Fulham,86,2.681,85,2.455,0,0.0,84,3.501,81,3.455,82,3.437,82,2.778
D,342,Dalot,4.7,4.7,Man Utd,43,1.077,70,4.063,0,0.0,65,5.195,68,3.932,67,3.42,64,0.608
G,426,Forster,3.9,3.9,Spurs,89,3.807,87,4.395,87,3.634,64,2.907,45,1.229,21,1.069,4,1.014
M,428,Son,11.6,11.6,Spurs,57,2.604,56,2.641,56,2.582,58,2.954,57,2.434,56,2.627,54,2.167
D,470,Diop,4.3,4.3,Fulham,82,2.659,81,2.433,0,0.0,78,3.386,78,3.371,76,3.368,75,2.661
M,3,Xhaka,4.9,4.9,Arsenal,74,3.21,70,2.876,68,2.847,67,2.591,63,2.017,63,2.151,60,2.09
D,194,Mykolenko,4.3,4.3,Everton,77,3.193,77,2.641,72,2.307,72,2.371,68,1.852,67,2.65,68,2.682
D,612,Faes,4.2,4.2,Leicester,85,2.881,79,2.78,65,1.84,61,3.856,62,2.457,65,1.327,62,2.31
D,409,Walker-Peters,4.4,4.4,Southampton,56,1.619,65,4.02,72,2.478,71,2.535,64,1.577,68,3.218,69,1.889
M,321,Lavia,4.5,4.5,Southampton,76,2.462,72,4.359,72,2.217,70,2.183,72,2.058,67,2.16,66,1.788
M,315,Rodri,5.6,5.6,Man City,82,3.377,79,3.527,0,0.0,78,3.237,75,3.351,76,3.492,75,0.03
M,577,Onana,4.8,4.8,Everton,81,2.704,74,2.427,76,2.453,73,2.37,71,2.194,67,2.31,70,2.387
D,217,Robinson,4.4,4.4,Fulham,84,2.442,82,2.283,0,0.0,77,3.183,77,3.126,77,3.145,75,2.525
M,304,Sterling,9.7,9.7,Chelsea,56,2.591,54,2.502,54,2.538,48,4.396,45,2.149,45,2.049,49,0.457
M,611,Gueye,4.9,4.9,Everton,75,2.69,72,2.414,71,2.321,67,2.14,68,2.118,68,2.485,67,2.268
D,602,Renan Lodi,4.3,4.3,Nott'm Forest,52,1.472,69,2.03,68,2.37,66,5.159,62,1.979,66,1.892,62,1.518
F,30,Ings,6.4,6.4,West Ham,66,3.18,53,2.587,0,0.0,39,4.249,40,2.233,40,1.976,40,2.168
M,614,Willian,5.5,5.5,Fulham,69,3.05,68,2.765,0,0.0,66,2.961,65,2.747,64,2.76,63,2.041
F,356,Wilson,6.9,6.9,Newcastle,46,1.777,46,2.023,45,2.005,45,3.722,45,2.19,46,2.58,45,2.0
M,159,J.Ayew,5.3,5.3,Crystal Palace,65,2.277,62,3.74,65,2.008,62,2.099,61,1.995,62,2.082,60,1.999
M,346,Andreas,4.4,4.4,Fulham,78,2.962,76,2.747,0,0.0,72,2.891,69,2.689,70,2.823,68,2.085
M,45,Bailey,4.4,4.4,Aston Villa,59,2.363,58,2.069,57,2.16,56,3.918,55,2.037,55,1.802,52,1.693
D,312,Dias,5.9,5.9,Man City,76,4.148,64,3.275,0,0.0,60,2.277,63,3.142,61,3.038,60,0.022
D,628,Aurier,4.4,4.4,Nott'm Forest,15,1.191,46,1.281,65,2.338,63,5.288,63,2.273,62,1.884,60,1.604
M,70,Billing,5.1,5.1,Bournemouth,68,2.15,67,2.107,65,2.137,62,3.975,61,1.912,60,1.743,60,1.805
D,689,Badiashile,5.0,5.0,Chelsea,62,2.77,60,2.331,59,2.59,57,3.959,58,2.279,54,1.534,47,0.279
F,227,Bamford,7.2,7.2,Leeds,61,2.442,59,2.187,55,2.062,52,3.762,52,1.95,51,1.835,47,1.455
F,28,Jesus,7.9,7.9,Arsenal,0,-0.049,11,1.342,32,1.929,64,3.041,67,3.06,67,3.167,66,3.194
D,463,Coufal,4.1,4.1,West Ham,7,0.838,34,1.066,0,0.0,66,5.813,69,3.082,65,2.119,63,2.689
M,368,Saint-Maximin,6.1,6.1,Newcastle,49,1.492,54,2.015,57,2.146,53,3.577,50,1.946,51,2.411,51,1.742
D,445,Emerson Royal,4.9,4.9,Spurs,51,1.522,61,3.111,57,2.088,57,2.027,61,2.082,59,2.668,58,1.815
D,215,Tete,4.4,4.4,Fulham,75,2.387,74,2.202,0,0.0,72,3.01,69,2.798,68,2.764,66,2.096
F,354,Wood,5.6,5.6,Nott'm Forest,61,2.306,59,2.119,56,1.891,54,3.697,50,1.716,50,1.678,51,1.813
D,139,Chilwell,5.8,5.8,Chelsea,58,2.255,61,2.458,59,2.738,57,3.764,56,1.852,56,1.722,57,0.356
D,44,Konsa,4.4,4.4,Aston Villa,85,3.576,85,2.661,80,3.636,49,2.116,45,1.03,48,1.021,47,1.009
M,441,Skipp,4.3,4.3,Spurs,71,2.627,70,2.741,68,2.515,68,2.552,62,1.918,55,1.548,45,1.092
M,67,Cook,4.9,4.9,Bournemouth,49,1.139,68,2.277,65,2.136,61,3.779,61,1.933,62,1.895,60,1.816
M,111,Trossard,6.6,6.6,Arsenal,68,3.865,54,2.195,46,1.783,36,1.754,33,1.67,33,1.726,32,1.75
M,185,A.Doucouré,5.3,5.3,Everton,64,2.266,63,2.075,64,2.067,65,2.128,64,1.984,63,2.211,61,1.949
F,596,Ferguson,4.6,4.6,Brighton,49,2.045,39,4.214,0,0.0,36,3.816,36,2.06,35,2.496,36,0.02
M,161,Schlupp,4.7,4.7,Crystal Palace,64,2.16,62,3.73,65,1.993,60,1.814,56,1.528,59,1.793,56,1.529
D,510,Hickey,4.9,4.9,Brentford,63,2.503,59,3.792,56,1.496,56,2.48,56,1.46,54,1.321,54,1.338
D,73,Kelly,4.3,4.3,Bournemouth,0,-0.178,2,0.935,27,1.101,75,5.329,72,2.421,72,2.047,70,2.707
M,464,Benrahma,5.5,5.5,West Ham,55,2.146,54,2.192,0,0.0,50,4.008,51,2.11,49,1.827,50,2.052
M,305,Grealish,6.8,6.8,Man City,66,2.954,65,3.097,0,0.0,64,2.74,62,2.737,60,2.63,61,0.024
D,388,Worrall,4.2,4.2,Nott'm Forest,83,3.187,78,1.86,75,2.289,61,3.741,53,1.075,43,0.885,41,0.883
D,404,Stephens,4.3,4.3,Bournemouth,78,1.769,75,2.015,69,2.29,57,3.164,57,1.486,58,1.387,58,1.649
M,89,Wissa,5.3,5.3,Brentford,34,1.618,36,3.063,39,1.523,40,2.831,46,1.446,45,1.516,50,1.642
M,535,Tavernier,4.7,4.7,Bournemouth,0,-0.018,1,1.071,21,1.462,60,4.659,57,2.061,57,1.983,59,2.236
D,576,Senesi,4.4,4.4,Bournemouth,78,1.795,74,1.991,67,2.11,58,3.259,54,1.395,55,1.296,56,1.522
M,240,Summerville,4.2,4.2,Leeds,49,1.768,52,1.773,39,1.695,36,3.304,39,1.717,33,1.652,34,1.382
F,168,Mateta,5.1,5.1,Crystal Palace,39,1.676,38,3.193,41,1.589,37,1.659,40,1.671,41,1.672,42,1.694
M,265,Ndidi,4.8,4.8,Leicester,65,2.037,60,1.634,59,1.587,60,3.497,60,1.783,56,1.26,54,1.326
F,288,Diogo Jota,8.8,8.8,Liverpool,49,1.962,51,2.097,0,0.0,35,3.549,36,1.764,34,1.848,35,1.874
M,373,Willock,4.7,4.7,Newcastle,52,1.434,52,1.611,53,1.672,52,3.109,51,1.755,47,1.96,50,1.539
D,178,Coleman,4.4,4.4,Everton,75,3.516,69,2.687,60,1.84,46,1.247,45,1.189,45,1.328,43,1.255
M,6,Partey,4.7,4.7,Arsenal,53,1.583,59,1.989,60,2.131,58,1.898,59,1.742,58,1.822,58,1.848
F,103,Welbeck,6.5,6.5,Brighton,26,1.542,39,3.463,0,0.0,44,3.552,46,2.014,44,2.346,45,0.017
D,76,Zemura,4.3,4.3,Bournemouth,70,1.907,65,1.891,60,1.972,51,2.886,52,1.477,48,1.292,50,1.389
M,508,Sinisterra,6.5,6.5,Leeds,0,0.028,0,0.015,59,2.196,60,4.471,59,2.332,57,1.924,57,1.695
D,78,Jansson,4.2,4.2,Brentford,13,1.16,46,2.441,57,1.722,57,2.851,51,1.302,55,1.624,55,1.556
M,233,Harrison,5.8,5.8,Leeds,61,2.232,59,1.918,51,1.551,48,2.814,47,1.509,43,1.414,46,1.2
M,552,Anderson,4.4,4.4,Newcastle,10,1.358,15,1.389,17,1.5,18,3.121,17,1.684,17,2.014,17,1.534
D,57,Smith,4.3,4.3,Bournemouth,76,1.551,73,1.691,68,2.035,59,2.945,61,1.578,63,1.399,58,1.378
M,303,Mahrez,7.8,7.8,Man City,39,2.111,55,2.714,0,0.0,55,2.526,54,2.648,52,2.554,54,0.023
M,468,Soucek,5.1,5.1,West Ham,58,1.599,59,1.842,0,0.0,60,3.773,56,1.668,59,1.692,57,1.742
M,169,Eze,5.4,5.4,Crystal Palace,32,1.578,31,2.939,40,1.465,36,1.578,38,1.571,35,1.576,38,1.598
F,255,Vardy,9.1,9.1,Leicester,27,1.353,32,1.544,32,1.528,32,3.132,34,1.594,35,1.481,36,1.571
M,75,Anthony,5.2,5.2,Bournemouth,52,1.569,50,1.54,41,1.537,34,3.006,34,1.535,33,1.498,33,1.512
M,688,Schade,4.9,4.9,Brentford,22,1.158,27,2.461,35,1.428,36,2.703,43,1.415,43,1.469,48,1.534
D,448,Perišić,5.5,5.5,Spurs,27,1.398,50,1.777,57,2.296,56,2.226,50,1.426,46,1.586,43,1.349
D,109,Veltman,4.6,4.6,Brighton,56,1.79,56,3.677,0,0.0,53,2.975,54,1.655,54,1.946,53,0.012
D,329,Varane,4.8,4.8,Man Utd,61,1.659,59,2.229,0,0.0,58,3.579,57,2.103,58,1.962,56,0.359
F,123,Undav,5.0,5.0,Brighton,30,1.665,26,3.112,0,0.0,27,3.206,26,1.69,28,2.141,25,0.014
M,549,Praet,4.8,4.8,Leicester,26,1.476,26,1.455,26,1.446,28,3.036,29,1.5,30,1.41,27,1.493
F,476,Jiménez,6.7,6.7,Wolves,45,1.748,36,1.649,31,1.673,31,1.681,33,1.672,32,1.672,31,1.673
F,411,Adams,6.1,6.1,Southampton,1,1.109,21,2.738,40,1.528,52,1.677,52,1.604,49,1.608,48,1.481
G,473,Areola,4.3,4.3,West Ham,89,2.888,87,3.73,0,0.0,2,2.041,3,1.035,4,1.011,4,1.023
M,515,Lewis-Potter,5.2,5.2,Brentford,10,1.355,9,2.56,10,1.315,12,2.506,14,1.246,13,1.31,18,1.419
M,211,Reed,4.4,4.4,Fulham,78,2.607,74,2.401,0,0.0,62,1.94,59,1.658,58,1.669,60,1.381
M,83,Dasilva,4.1,4.1,Brentford,44,1.38,42,2.634,44,1.316,39,2.468,40,1.247,43,1.289,41,1.309
D,456,Ogbonna,4.4,4.4,West Ham,79,2.498,63,2.699,0,0.0,50,2.682,47,1.309,47,1.151,47,1.283
M,195,Gordon,5.1,5.1,Newcastle,38,1.243,43,1.382,42,1.397,43,2.753,44,1.573,44,1.865,43,1.379
M,314,Foden,8.0,8.0,Man City,59,2.706,48,2.166,0,0.0,48,2.067,49,2.207,52,2.368,47,0.02
M,589,Matheus,4.8,4.8,Wolves,59,1.903,57,1.679,56,1.73,55,1.681,54,1.518,53,1.469,53,1.498
D,84,Ajer,4.5,4.5,Brentford,54,1.645,45,2.474,47,1.274,46,2.352,47,1.192,48,1.275,46,1.238
M,86,Janelt,5.5,5.5,Brentford,48,1.34,48,2.607,45,1.253,48,2.393,46,1.186,49,1.298,50,1.348
M,245,Roca,4.8,4.8,Leeds,59,1.65,58,1.417,56,1.451,57,2.993,56,1.503,56,1.349,53,1.057
D,90,Roerslev,4.3,4.3,Brentford,15,1.319,13,2.553,12,1.264,14,2.403,17,1.229,17,1.264,18,1.341
M,371,Joelinton,5.9,5.9,Newcastle,66,1.925,52,1.144,42,0.986,48,2.055,54,1.418,59,2.232,58,1.515
F,319,Álvarez,6.0,6.0,Man City,33,2.016,34,2.299,0,0.0,35,2.193,37,2.36,40,2.334,41,0.021
F,279,Firmino,8.0,8.0,Liverpool,25,1.584,27,1.743,0,0.0,21,3.095,22,1.527,24,1.63,22,1.629
M,349,Shelvey,4.8,4.8,Nott'm Forest,59,1.999,50,1.343,47,1.249,50,2.715,47,1.312,48,1.299,46,1.269
M,300,Gündogan,7.3,7.3,Man City,57,2.369,54,2.2,0,0.0,53,2.134,54,2.197,55,2.264,53,0.02
D,545,Emerson,4.0,4.0,West Ham,56,1.594,54,1.797,0,0.0,52,3.386,48,1.528,48,1.322,49,1.542
M,47,Ramsey,5.2,5.2,Aston Villa,54,1.509,55,1.508,57,1.716,53,2.77,50,1.276,48,1.131,48,1.186
M,277,Thiago,5.1,5.1,Liverpool,0,-0.06,0,0.028,0,0.0,63,4.227,64,2.105,64,2.4,61,2.336
