Pos,ID,Name,BV,SV,Team,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,366,Schär,5.1,5.1,Newcastle,84,3.484,80,3.504,78,3.85,74,4.368,75,2.899,73,5.975,72,3.996,74,3.06
D,290,Konaté,4.8,4.8,Liverpool,83,3.192,80,4.525,78,3.263,75,7.125,71,3.086,71,3.095,70,3.251,69,3.37
D,108,Webster,4.5,4.5,Brighton,80,3.013,0,0.0,77,3.796,75,6.781,73,3.986,71,4.415,73,6.07,72,2.824
G,81,Raya,4.9,4.9,Brentford,89,4.051,87,4.047,88,3.678,88,4.822,85,3.112,86,4.243,86,3.459,85,2.996
D,358,Burn,4.5,4.5,Newcastle,84,3.298,83,3.341,80,3.645,78,4.357,77,2.857,76,5.842,76,4.008,77,2.999
G,425,Lloris,5.4,5.4,Spurs,88,4.528,89,3.194,88,3.559,87,3.079,87,4.354,87,3.7,87,3.83,85,3.756
D,10,White,4.9,4.9,Arsenal,84,4.054,81,4.808,80,2.207,80,3.898,77,2.97,77,3.232,75,4.194,75,4.472
M,305,Grealish,7.1,7.1,Man City,80,4.601,0,0.0,72,3.556,66,6.933,62,3.129,66,3.553,63,5.556,60,2.47
G,15,Ramsdale,4.9,4.9,Arsenal,88,3.841,87,4.433,87,2.667,87,3.788,86,3.125,87,3.341,86,4.098,85,4.409
F,594,Isak,6.7,6.7,Newcastle,67,3.55,66,3.483,65,3.561,63,3.385,63,3.201,62,5.938,62,3.419,62,3.048
D,332,Shaw,5.1,5.1,Man Utd,21,1.208,0,0.0,65,2.469,75,6.618,73,3.508,74,4.462,72,7.307,71,3.984
D,461,Zouma,4.4,4.4,West Ham,84,2.607,79,4.027,78,2.737,76,5.792,76,3.32,77,3.301,75,3.981,77,3.734
D,16,Gabriel,5.3,5.3,Arsenal,86,3.97,82,4.716,79,2.111,79,3.804,78,2.863,76,3.068,78,4.286,79,4.607
D,313,Zinchenko,5.2,5.2,Arsenal,80,4.125,78,4.876,74,2.146,74,3.724,73,2.839,72,3.026,74,4.218,74,4.466
M,407,Ward-Prowse,6.3,6.3,Southampton,88,4.061,83,3.284,83,4.028,81,3.315,83,4.041,81,3.897,84,3.318,82,3.396
F,66,Solanke,5.5,5.5,Bournemouth,84,3.569,80,3.782,78,3.843,76,3.758,76,3.472,77,3.767,75,3.343,75,3.59
M,374,Bruno Guimarães,5.5,5.5,Newcastle,85,3.237,83,3.22,79,3.41,76,3.53,78,3.162,77,5.975,76,3.376,77,3.053
M,315,Rodri,5.6,5.6,Man City,81,3.562,0,0.0,78,3.016,76,6.61,77,3.456,77,3.533,75,5.801,73,2.949
M,428,Son,11.6,11.6,Spurs,72,4.199,72,3.464,69,3.575,69,3.352,68,3.757,68,3.553,68,3.586,67,3.44
G,478,Sá,5.0,5.0,Wolves,89,3.645,88,3.632,87,4.099,87,2.93,86,3.838,87,3.026,87,4.22,86,2.889
D,329,Varane,4.8,4.8,Man Utd,82,3.847,0,0.0,74,2.665,73,5.67,72,3.06,73,3.846,67,5.795,69,3.379
D,165,Andersen,4.5,4.5,Crystal Palace,86,3.345,84,3.922,82,3.418,81,3.573,79,2.563,76,3.831,77,3.111,78,4.257
M,346,Andreas,4.3,4.3,Fulham,81,3.623,77,3.613,74,3.205,67,4.864,72,3.228,73,3.271,72,3.241,72,2.872
G,574,Neto,4.5,4.5,Bournemouth,89,3.077,88,3.714,86,3.683,87,3.644,86,3.507,86,3.535,84,3.123,85,3.604
D,533,Martínez,4.5,4.5,Man Utd,85,3.677,0,0.0,77,2.514,77,5.443,76,2.95,73,3.616,72,6.069,74,3.425
M,171,Olise,5.4,5.4,Crystal Palace,79,4.062,76,4.097,73,3.568,70,3.487,69,3.147,65,3.132,66,3.044,64,2.984
D,312,Dias,6.0,6.0,Man City,62,3.388,0,0.0,66,2.862,64,6.793,61,3.07,63,3.153,62,5.296,64,2.79
G,31,Martínez,5.0,5.0,Aston Villa,89,3.198,87,3.345,87,4.096,86,3.041,85,3.932,86,3.633,86,2.806,86,3.231
M,614,Willian,5.5,5.5,Fulham,71,3.337,73,3.395,70,3.163,69,5.461,68,3.138,64,2.838,66,2.969,66,2.638
M,593,Casemiro,4.9,4.9,Man Utd,79,3.845,0,0.0,73,2.986,72,5.991,68,3.009,65,2.867,65,5.333,65,2.814
D,180,Keane,4.2,4.2,Everton,84,4.242,82,3.687,78,2.894,77,3.556,75,2.385,76,2.084,77,3.849,75,4.102
M,335,Rashford,7.2,6.9,Man Utd,0,0.053,0,0.0,13,1.335,40,3.667,70,4.162,73,4.442,73,8.414,73,4.444
D,167,Guéhi,4.4,4.4,Crystal Palace,87,3.144,83,3.722,78,3.18,77,3.324,78,2.36,77,3.682,77,2.927,77,4.031
G,182,Pickford,4.4,4.4,Everton,88,3.788,88,3.383,88,3.03,87,3.292,87,2.787,86,2.547,86,3.494,86,3.803
G,422,Bazunu,4.5,4.5,Southampton,88,3.806,85,2.647,85,3.823,82,2.707,84,3.618,84,3.601,82,2.673,81,2.781
M,535,Tavernier,4.7,4.7,Bournemouth,67,3.004,70,3.729,69,3.791,66,3.177,66,2.908,63,2.874,64,2.727,65,3.192
D,39,Mings,4.5,4.5,Aston Villa,87,3.002,84,3.081,80,4.08,77,2.724,78,3.811,78,3.38,74,2.265,75,2.818
M,493,Gibbs-White,5.5,5.5,Nott'm Forest,82,3.256,77,3.003,77,3.06,76,3.235,75,3.45,75,3.005,72,2.801,71,3.113
F,28,Jesus,8.0,8.0,Arsenal,68,3.455,66,3.248,70,3.186,70,3.447,67,2.731,67,2.746,64,3.046,66,3.055
D,156,Ward,4.4,4.4,Crystal Palace,80,3.229,74,3.641,73,3.092,72,3.226,68,2.237,67,3.254,69,2.726,67,3.447
M,467,Rice,4.7,4.7,West Ham,87,2.587,83,2.991,79,2.608,81,5.328,78,2.739,76,2.7,77,2.961,76,2.844
M,603,Paquetá,5.9,5.9,West Ham,71,3.061,69,3.508,68,2.869,66,5.319,64,2.54,63,2.562,60,2.131,64,2.687
M,264,Barnes,6.7,6.7,Leicester,57,1.941,74,3.979,70,3.564,67,3.272,66,3.076,67,2.785,68,2.937,66,3.037
D,201,Ream,4.6,4.6,Fulham,86,2.956,84,3.238,82,2.655,80,3.474,82,3.327,80,3.239,78,3.388,78,2.181
D,92,Pinnock,4.4,4.4,Brentford,85,3.446,81,3.412,79,2.824,77,4.307,76,2.162,76,3.538,78,2.691,76,2.019
D,170,Mitchell,4.4,4.4,Crystal Palace,74,3.276,72,3.774,70,3.184,68,3.25,69,2.433,64,2.984,63,2.393,63,3.08
F,394,Johnson,5.7,5.7,Nott'm Forest,85,3.125,83,2.907,76,2.904,77,3.17,75,3.213,77,3.082,73,2.755,75,3.122
D,526,Mee,5.1,5.1,Brentford,87,3.386,85,3.36,84,2.821,84,4.329,82,2.1,80,3.591,80,2.64,81,1.954
D,733,Pedro Porro,4.8,4.8,Spurs,85,4.622,81,2.923,77,3.221,77,2.573,76,4.134,71,3.082,59,2.16,45,1.468
F,95,Mbeumo,5.8,5.8,Brentford,74,3.123,76,3.244,77,3.111,74,3.205,74,2.827,74,3.094,72,2.854,71,2.675
F,596,Ferguson,4.6,4.6,Brighton,51,2.246,0,0.0,49,2.764,49,4.895,50,2.92,48,3.93,50,4.819,49,2.503
M,468,Soucek,5.0,5.0,West Ham,73,2.579,74,2.939,71,2.591,70,5.182,69,2.615,70,2.629,70,2.823,66,2.554
M,120,Caicedo,5.0,5.0,Brighton,79,2.548,0,0.0,78,2.809,70,4.793,60,1.902,75,4.485,72,4.902,72,2.421
M,300,Gündogan,7.3,7.3,Man City,66,3.567,0,0.0,60,2.504,59,5.388,57,2.59,57,2.74,57,4.551,57,2.422
F,145,Havertz,7.5,7.5,Chelsea,68,3.451,0,0.0,64,3.285,65,3.0,64,3.243,63,3.239,61,5.09,60,2.426
M,79,Nørgaard,5.3,5.3,Brentford,82,3.285,81,3.218,78,2.959,76,3.434,73,2.524,74,3.026,75,2.751,74,2.51
D,430,Dier,5.1,5.1,Spurs,87,3.976,82,2.427,81,2.761,79,2.085,79,3.649,77,2.811,78,3.038,76,2.915
D,85,Henry,4.6,4.6,Brentford,84,3.401,80,3.329,79,2.791,76,4.238,76,2.132,75,3.428,71,2.448,69,1.892
G,238,Meslier,4.5,4.5,Leeds,89,2.686,88,3.097,87,3.388,88,3.286,87,2.19,87,2.788,87,3.019,85,2.984
D,26,Saliba,5.1,5.1,Arsenal,46,1.223,61,2.72,74,1.895,80,3.602,82,2.673,79,2.915,79,4.063,76,4.307
M,534,McNeil,5.1,5.1,Everton,82,3.338,80,3.18,75,2.674,76,3.1,74,2.594,73,2.469,72,2.873,74,3.09
M,186,Iwobi,5.1,5.1,Everton,81,3.327,83,3.192,75,2.708,72,2.891,71,2.544,72,2.528,70,2.87,70,3.022
M,46,Douglas Luiz,4.8,4.8,Aston Villa,81,2.94,76,3.065,75,3.176,75,2.766,74,3.103,72,2.816,71,2.57,71,2.637
D,146,James,5.8,5.8,Chelsea,62,2.417,0,0.0,66,3.395,65,2.363,64,3.362,64,4.129,66,4.867,61,2.49
M,277,Thiago,5.1,5.1,Liverpool,59,1.856,71,3.058,68,2.644,70,5.641,67,2.569,65,2.475,64,2.353,63,2.393
M,3,Xhaka,4.9,4.9,Arsenal,74,3.336,69,3.252,70,2.549,70,2.94,68,2.605,68,2.664,67,2.83,66,2.789
D,217,Robinson,4.4,4.4,Fulham,84,2.791,79,3.052,79,2.466,77,3.3,76,3.09,76,3.023,76,3.17,74,1.963
M,433,Højbjerg,5.4,5.4,Spurs,87,3.183,86,2.6,84,2.801,82,2.558,79,3.044,81,2.845,79,2.893,78,2.909
D,484,Kilman,4.3,4.3,Wolves,86,3.048,81,3.02,77,3.525,75,2.107,78,3.163,76,2.262,76,3.667,77,1.946
D,694,Álex Moreno,4.4,4.4,Aston Villa,73,2.838,74,2.995,68,3.595,69,2.486,68,3.314,66,2.778,69,2.218,67,2.51
D,199,Tarkowski,4.2,4.2,Everton,85,3.603,82,3.021,80,2.468,80,2.925,78,2.036,79,1.715,78,3.183,78,3.628
D,459,Dawson,4.8,4.8,Wolves,83,2.999,82,2.982,78,3.506,78,2.163,79,3.127,76,2.222,76,3.604,76,1.939
M,233,Harrison,5.7,5.7,Leeds,72,3.135,69,3.499,65,2.936,68,3.446,64,2.292,64,2.402,61,2.466,61,2.355
D,576,Senesi,4.4,4.4,Bournemouth,58,1.556,78,3.355,79,3.35,77,3.279,74,2.801,73,2.791,72,2.365,73,2.933
M,42,Buendía,5.7,5.7,Aston Villa,73,3.33,71,3.516,69,3.708,66,2.89,60,2.436,60,2.26,60,2.142,59,2.099
M,609,Antony,7.3,7.3,Man Utd,76,3.474,0,0.0,70,2.88,67,5.188,63,2.42,61,2.358,59,4.0,59,2.02
M,303,Mahrez,7.3,7.3,Man City,60,3.085,0,0.0,54,2.295,53,5.087,52,2.509,51,2.615,50,4.252,53,2.411
D,272,W.Fofana,4.3,4.3,Chelsea,71,2.802,0,0.0,65,2.933,67,2.137,66,3.154,66,3.973,68,4.477,65,2.683
M,370,S.Longstaff,4.3,4.3,Newcastle,69,2.696,66,2.537,63,2.414,63,2.499,63,2.347,63,4.398,66,2.779,67,2.474
F,297,Darwin,8.7,8.7,Liverpool,63,3.039,60,2.657,60,2.575,55,4.697,55,2.349,53,2.268,52,2.217,52,2.303
F,319,Álvarez,6.0,6.0,Man City,43,2.633,0,0.0,44,2.163,42,5.124,43,2.681,41,2.699,41,4.265,42,2.514
M,19,Martinelli,6.7,6.7,Arsenal,67,3.66,60,2.979,62,2.624,61,2.77,60,2.351,58,2.317,57,2.709,56,2.592
M,680,Gakpo,7.6,7.6,Liverpool,64,3.039,62,3.101,60,2.546,57,4.704,56,2.166,52,2.095,54,2.068,55,2.261
D,409,Walker-Peters,4.4,4.4,Southampton,79,3.584,81,1.992,75,3.503,74,2.2,73,3.288,72,3.191,70,2.032,70,2.079
D,44,Konsa,4.4,4.4,Aston Villa,84,2.698,83,2.639,80,3.628,73,2.269,74,3.242,71,2.783,72,1.974,72,2.511
M,169,Eze,5.4,5.4,Crystal Palace,71,3.602,67,3.27,66,3.039,65,2.984,60,2.016,60,2.351,58,2.077,58,2.232
M,340,Sancho,7.1,7.1,Man Utd,70,4.204,0,0.0,64,2.994,51,4.052,39,2.035,38,2.074,39,3.974,36,2.069
M,70,Billing,5.2,5.2,Bournemouth,71,2.766,70,2.969,70,3.017,68,2.894,67,2.457,67,2.631,64,2.188,63,2.373
D,443,Romero,4.9,4.9,Spurs,86,3.649,83,2.146,79,2.438,79,1.8,79,3.322,78,2.5,78,2.719,79,2.668
M,37,McGinn,5.1,5.1,Aston Villa,83,2.774,80,2.852,77,3.132,74,2.529,71,2.772,71,2.564,67,2.171,68,2.342
M,220,Palhinha,4.9,4.9,Fulham,85,2.458,83,2.523,83,2.338,81,4.225,79,2.517,76,2.449,76,2.477,75,2.133
D,410,Bednarek,4.2,4.2,Southampton,84,3.441,81,1.811,79,3.465,79,2.097,76,3.232,75,3.107,74,1.941,75,1.991
G,175,Johnstone,4.4,4.4,Crystal Palace,89,3.888,86,4.396,86,3.98,77,4.111,46,1.344,18,1.111,4,1.04,3,1.04
D,109,Veltman,4.6,4.6,Brighton,68,2.919,0,0.0,60,2.475,60,4.725,58,2.402,57,2.988,55,3.609,56,1.734
F,690,João Félix,7.5,7.5,Chelsea,64,2.716,0,0.0,62,2.908,61,2.455,62,3.07,60,2.64,60,4.739,60,2.298
M,266,Dewsbury-Hall,4.9,4.9,Leicester,80,2.628,74,3.012,73,2.799,68,2.741,67,2.487,68,2.429,66,2.253,66,2.456
M,64,Lerma,4.7,4.7,Bournemouth,82,2.543,79,2.739,75,2.64,76,2.703,75,2.507,74,2.558,75,2.456,73,2.577
D,258,Castagne,4.4,4.4,Leicester,75,1.669,71,3.554,68,2.67,68,3.352,65,2.562,65,1.932,67,2.039,67,2.931
M,508,Sinisterra,6.5,6.5,Leeds,69,3.139,66,2.984,65,2.914,62,2.647,63,2.34,60,2.029,61,2.502,60,2.143
D,222,Ayling,4.5,4.5,Leeds,82,2.239,77,2.917,76,3.204,77,3.134,75,1.606,73,2.417,71,2.629,70,2.493
M,724,Enzo,5.0,5.0,Chelsea,73,2.654,0,0.0,72,2.885,69,2.462,68,2.779,68,2.992,65,4.451,66,2.351
M,514,C.Doucouré,5.0,5.0,Crystal Palace,81,2.706,76,2.751,74,2.518,71,2.458,74,2.322,74,2.667,73,2.461,72,2.689
M,577,Onana,4.8,4.8,Everton,81,2.932,79,2.773,73,2.483,71,2.583,72,2.38,71,2.31,69,2.533,68,2.563
D,73,Kelly,4.3,4.3,Bournemouth,82,2.111,79,2.953,80,2.962,76,2.831,74,2.486,72,2.474,72,2.066,71,2.589
D,612,Faes,4.2,4.2,Leicester,85,1.417,82,3.497,78,2.613,74,3.308,74,2.656,75,1.958,74,2.024,75,2.974
M,6,Partey,4.7,4.7,Arsenal,73,2.899,69,2.959,67,2.253,65,2.464,66,2.351,66,2.343,65,2.567,65,2.594
D,302,Stones,5.4,5.4,Man City,63,3.616,0,0.0,59,2.092,56,4.432,59,2.552,53,1.904,57,3.87,56,1.894
M,88,Jensen,4.8,4.8,Brentford,70,2.972,67,2.65,65,2.457,66,2.876,65,2.246,64,2.516,64,2.347,66,2.29
F,227,Bamford,7.1,7.1,Leeds,71,3.076,67,2.9,62,2.772,60,2.374,61,2.276,60,2.19,60,2.363,58,2.149
M,464,Benrahma,5.5,5.5,West Ham,56,2.31,54,2.499,55,2.19,53,4.308,53,2.155,49,2.111,51,2.329,49,2.154
D,423,Bella-Kotchap,4.5,4.5,Southampton,49,1.275,80,1.935,79,3.681,78,2.226,75,3.347,77,3.393,75,2.043,75,2.094
M,245,Roca,4.8,4.8,Leeds,79,2.53,76,2.67,74,2.647,73,2.625,74,2.235,72,2.386,72,2.488,70,2.405
G,729,Navas,4.5,4.5,Nott'm Forest,88,2.904,86,2.496,82,2.763,75,2.812,66,3.089,63,2.009,61,1.718,62,2.156
F,191,Calvert-Lewin,7.9,7.9,Everton,27,1.379,35,1.622,68,2.652,68,2.836,70,2.748,69,2.664,69,2.898,69,2.968
F,618,Vinícius,5.4,5.4,Fulham,72,3.325,68,3.122,67,2.702,66,4.605,64,2.501,16,1.185,16,1.136,15,1.086
M,275,Henderson,5.3,5.3,Liverpool,70,2.74,63,2.458,64,2.294,64,4.785,61,2.039,59,1.876,57,1.641,57,1.815
D,510,Hickey,4.9,4.9,Brentford,78,2.999,75,2.871,74,2.355,73,3.726,73,1.752,67,2.796,63,1.769,62,1.36
M,679,Buonanotte,4.5,4.5,Brighton,8,1.687,0,0.0,13,2.261,13,4.04,16,2.379,12,3.594,11,3.966,9,1.698
D,463,Coufal,4.0,4.0,West Ham,54,1.225,63,2.563,68,2.172,67,4.272,64,2.211,64,2.123,62,2.46,64,2.501
M,480,Neves,5.2,5.2,Wolves,0,-0.301,83,2.956,82,3.106,81,2.532,80,2.942,81,2.669,77,3.123,77,2.486
M,371,Joelinton,5.9,5.9,Newcastle,68,2.876,64,2.356,62,2.433,62,2.519,61,1.944,61,3.939,57,1.899,52,1.293
M,211,Reed,4.3,4.3,Fulham,73,2.611,70,2.578,66,2.233,66,3.964,65,2.242,62,2.005,61,1.869,61,1.748
D,448,Perišić,5.3,5.3,Spurs,75,4.715,76,3.137,67,2.885,61,1.978,48,1.759,39,1.522,40,1.553,36,1.637
F,356,Wilson,6.9,6.9,Newcastle,64,2.707,52,2.175,46,2.076,46,2.118,46,1.975,47,3.838,45,2.214,48,1.906
M,161,Schlupp,4.7,4.7,Crystal Palace,73,2.937,68,2.873,70,2.887,65,2.465,62,2.101,59,1.91,56,1.642,58,1.863
F,345,Martial,6.3,6.3,Man Utd,63,2.808,0,0.0,60,2.262,54,3.937,51,2.005,50,1.97,47,3.717,46,1.926
D,139,Chilwell,6.0,5.9,Chelsea,63,2.412,0,0.0,64,2.983,64,2.152,60,2.65,58,2.636,60,3.577,58,2.032
M,562,Solomon,4.9,4.9,Fulham,50,2.297,53,2.207,52,1.93,56,3.809,52,2.096,48,2.245,50,2.032,49,1.807
D,308,Aké,5.1,5.1,Man City,58,2.5,0,0.0,57,1.905,54,3.787,57,2.394,57,2.259,57,3.827,54,1.726
M,373,Willock,4.7,4.7,Newcastle,61,2.66,54,2.026,55,2.273,51,2.1,50,1.854,48,3.547,48,2.052,50,1.829
M,314,Foden,8.0,8.0,Man City,0,0.092,0,0.0,24,1.531,40,4.574,51,2.459,51,2.656,53,4.356,54,2.442
D,507,Niakhaté,4.3,4.3,Nott'm Forest,64,1.87,75,1.798,73,2.189,73,2.231,72,3.302,72,2.267,71,1.976,67,2.392
D,482,Semedo,5.0,5.0,Wolves,84,2.94,64,2.187,49,1.163,64,1.581,74,2.923,72,2.075,70,3.309,71,1.782
D,128,Thiago Silva,5.4,5.4,Chelsea,64,2.432,0,0.0,64,2.789,62,1.952,59,2.332,62,3.264,56,3.073,60,2.112
M,611,Gueye,4.8,4.8,Everton,76,2.644,76,2.506,71,2.281,66,2.188,64,1.9,67,1.966,64,2.097,64,2.18
M,159,J.Ayew,5.2,5.2,Crystal Palace,65,2.594,64,2.631,66,2.626,63,2.389,61,2.06,56,1.843,55,1.694,55,1.729
M,720,McKennie,4.7,4.7,Leeds,75,2.284,73,2.466,70,2.473,68,2.371,67,1.895,66,1.953,67,2.132,65,1.954
F,30,Ings,6.4,6.4,West Ham,67,2.676,61,2.457,57,1.851,54,3.537,54,1.725,51,1.703,52,1.801,51,1.762
F,103,Welbeck,6.5,6.5,Brighton,38,1.653,0,0.0,38,1.876,37,3.552,36,1.972,35,3.176,33,3.504,34,1.74
D,610,Akanji,5.0,5.0,Man City,57,2.252,0,0.0,54,1.498,59,5.02,55,1.898,55,1.914,55,3.296,53,1.486
M,304,Sterling,9.7,9.7,Chelsea,54,2.129,0,0.0,52,2.271,51,1.993,51,2.437,51,2.391,51,4.107,50,2.022
D,404,Stephens,4.3,4.3,Bournemouth,85,2.012,80,2.857,0,-0.036,76,2.727,76,2.477,77,2.568,76,2.092,74,2.641
M,185,A.Doucouré,5.3,5.3,Everton,0,-0.081,0,-0.099,75,2.797,73,3.123,71,2.63,71,2.566,72,3.166,68,3.094
M,321,Lavia,4.5,4.5,Southampton,57,1.432,74,2.143,73,2.516,73,2.161,71,2.418,70,2.352,70,2.07,67,1.958
M,698,Lemina,4.5,4.5,Wolves,77,2.461,71,2.338,68,2.298,66,1.937,66,2.141,65,1.912,65,2.172,64,1.775
D,730,Felipe,4.5,4.5,Nott'm Forest,82,2.167,76,1.597,74,1.98,72,1.976,71,3.069,73,2.062,71,1.748,70,2.392
D,477,Jonny,4.3,4.3,Wolves,0,-0.093,74,2.714,72,3.127,69,1.932,68,2.666,68,1.965,66,2.902,65,1.653
F,80,Toney,7.8,7.8,Brentford,79,4.837,50,2.568,24,1.751,21,1.838,13,1.434,14,1.519,12,1.461,12,1.404
D,57,Smith,4.3,4.3,Bournemouth,84,1.96,64,2.072,52,1.196,67,2.253,77,2.45,73,2.367,75,1.986,73,2.519
F,288,Diogo Jota,8.7,8.7,Liverpool,38,1.9,40,1.953,38,1.878,35,3.711,33,1.843,30,1.795,30,1.742,31,1.95
M,446,Kulusevski,7.8,7.8,Spurs,59,2.455,58,1.94,56,2.027,55,1.85,58,2.262,55,2.011,56,2.051,57,2.178
D,628,Aurier,4.4,4.4,Nott'm Forest,13,1.117,47,1.186,71,2.287,68,2.374,67,3.246,66,2.229,64,1.715,66,2.611
M,293,Luis Díaz,7.8,7.8,Liverpool,2,1.157,9,1.262,15,1.388,31,4.124,40,2.116,46,2.226,45,2.126,47,2.325
D,417,Perraud,4.1,4.1,Southampton,65,3.067,71,2.005,62,2.803,62,1.829,58,2.167,56,1.896,55,1.355,57,1.451
D,470,Diop,4.3,4.3,Fulham,59,1.881,60,2.066,66,2.203,62,2.744,60,2.018,58,1.837,61,2.217,59,1.443
D,691,Wöber,4.4,4.4,Leeds,4,0.976,31,1.204,61,2.153,78,3.015,74,1.498,77,2.416,75,2.606,75,2.465
M,368,Saint-Maximin,6.1,6.1,Newcastle,12,1.316,37,1.639,49,1.944,55,2.23,51,1.78,50,3.394,50,2.01,50,1.736
M,282,Fabinho,5.2,5.2,Liverpool,70,2.32,65,2.325,64,1.953,56,2.894,59,1.595,60,1.633,59,1.55,59,1.685
F,411,Adams,6.1,6.1,Southampton,6,1.135,33,1.47,52,1.871,54,1.682,66,2.837,63,2.586,62,2.292,60,1.949
F,279,Firmino,8.0,8.0,Liverpool,30,2.004,31,2.156,29,1.93,25,3.262,20,1.558,24,1.632,23,1.595,22,1.654
D,513,Lenglet,4.8,4.8,Spurs,73,3.805,71,2.319,63,2.157,63,1.668,54,1.66,54,1.488,50,1.337,48,1.351
F,701,Weghorst,5.5,5.5,Man Utd,40,1.817,0,0.0,38,1.678,36,3.318,34,1.758,32,1.777,33,3.468,34,1.787
M,369,Almirón,5.4,5.4,Newcastle,7,1.133,29,1.354,45,1.59,54,1.861,58,1.924,57,3.507,60,2.285,58,1.872
D,239,Firpo,4.5,4.5,Leeds,82,2.095,74,2.736,70,2.887,61,2.111,61,1.176,56,1.308,59,1.671,58,1.474
