Pos,ID,Name,BV,SV,Team,23_xMins,23_Pts,24_xMins,24_Pts,25_xMins,25_Pts,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts
D,146,James,5.7,5.7,Chelsea,63,2.934,64,3.82,67,2.955,65,3.725,63,3.042,61,3.313,62,4.558,62,3.053,59,2.252
D,92,Pinnock,4.4,4.4,Brentford,85,2.464,81,4.163,0,0.0,75,3.806,74,7.075,73,0.901,72,4.652,70,3.073,71,3.438
M,480,Neves,5.4,5.4,Wolves,86,3.278,82,3.521,80,6.128,75,3.013,73,2.566,73,1.625,73,3.554,73,2.894,73,2.867
F,297,Darwin,8.7,8.7,Liverpool,81,4.848,72,3.757,64,6.609,55,2.372,56,2.576,54,1.196,50,3.754,50,2.073,49,2.243
D,484,Kilman,4.3,4.3,Wolves,85,3.262,82,4.061,79,4.955,79,2.712,77,2.439,78,1.842,79,3.986,77,3.08,75,3.029
M,428,Son,11.6,11.6,Spurs,72,4.068,71,4.035,66,3.313,62,3.086,63,3.365,60,0.141,63,4.842,61,2.857,62,3.221
D,474,Boly,4.2,4.2,Nott'm Forest,81,3.289,76,2.271,73,3.14,72,3.992,69,2.505,69,2.924,68,5.167,67,2.768,68,2.752
D,280,Van Dijk,6.5,6.5,Liverpool,17,1.216,51,1.434,78,7.601,81,2.942,81,3.71,80,1.671,79,4.371,76,2.696,76,3.071
D,128,Thiago Silva,5.5,5.5,Chelsea,78,3.692,73,4.42,66,2.58,62,2.809,64,2.78,62,3.266,63,4.419,60,2.539,59,2.161
G,327,De Gea,5.0,5.0,Man Utd,89,3.446,88,3.762,0,0.0,86,2.694,86,4.173,87,0.365,87,6.122,85,4.182,85,3.917
D,526,Mee,4.9,4.9,Brentford,87,2.163,84,3.968,0,0.0,81,3.661,80,6.936,79,0.878,80,4.461,79,3.0,78,3.45
M,42,Buendía,5.7,5.7,Aston Villa,74,3.143,69,3.064,66,3.145,67,3.22,66,2.951,65,3.149,65,4.324,64,2.994,64,2.504
D,39,Mings,4.3,4.3,Aston Villa,87,1.756,83,2.504,81,3.43,74,3.67,71,2.74,69,3.649,69,3.72,73,3.83,71,2.665
D,472,Aguerd,4.8,4.8,West Ham,86,3.385,82,2.556,80,4.294,77,2.54,74,3.403,71,0.078,72,6.005,73,3.063,74,2.633
M,315,Rodri,5.6,5.6,Man City,82,5.893,77,3.131,75,3.019,77,2.855,76,3.05,72,0.115,72,3.843,75,2.939,73,2.9
M,171,Olise,5.4,5.4,Crystal Palace,77,3.504,74,3.296,71,3.015,70,3.129,67,4.956,64,2.155,62,2.433,64,2.584,64,2.54
D,459,Dawson,4.8,4.8,Wolves,81,3.096,79,3.851,78,4.775,73,2.444,74,2.28,72,1.664,73,3.646,75,2.897,77,2.914
M,46,Douglas Luiz,4.8,4.8,Aston Villa,75,2.793,72,2.81,68,3.05,69,3.15,69,2.96,68,3.097,66,3.967,68,3.102,67,2.457
D,463,Coufal,4.1,4.1,West Ham,79,3.41,73,2.447,76,4.329,71,2.416,70,3.297,69,0.077,70,5.885,67,2.861,69,2.53
M,433,Højbjerg,5.5,5.5,Spurs,86,3.197,82,3.225,81,3.188,80,3.201,79,3.387,79,0.159,75,4.652,76,2.877,74,3.175
D,342,Dalot,4.7,4.7,Man Utd,73,3.384,75,3.852,0,0.0,72,2.394,71,4.03,72,0.335,69,5.095,71,4.116,73,3.811
D,222,Ayling,4.5,4.5,Leeds,79,2.716,77,3.481,75,3.729,74,2.672,73,2.591,70,1.705,69,4.285,69,3.45,69,2.254
D,199,Tarkowski,4.2,4.2,Everton,85,1.921,84,3.208,81,5.078,78,3.337,75,2.853,75,2.531,75,2.514,76,2.205,74,3.169
F,394,Johnson,5.6,5.6,Nott'm Forest,81,3.473,76,3.048,74,3.109,72,3.159,69,2.898,68,2.638,66,3.745,65,2.435,64,2.243
F,619,Gnonto,5.0,5.0,Leeds,81,3.67,73,3.389,69,3.208,68,3.098,66,2.611,67,1.542,66,4.448,62,2.391,63,2.375
M,186,Iwobi,5.4,5.4,Everton,84,2.692,78,2.999,74,5.198,73,2.759,72,2.66,70,2.562,72,2.572,71,2.471,69,2.795
G,574,Neto,4.5,4.5,Bournemouth,88,2.85,87,3.208,86,2.492,86,2.608,86,2.607,85,2.897,85,3.946,84,3.172,83,2.885
D,482,Semedo,5.0,5.0,Wolves,78,3.043,75,3.775,74,4.606,75,2.503,72,2.209,71,1.635,71,3.569,69,2.66,70,2.664
D,258,Castagne,4.5,4.5,Leicester,85,2.788,81,2.452,78,2.518,78,3.442,76,3.222,75,0.577,76,5.726,75,4.026,73,1.826
D,85,Henry,4.5,4.5,Brentford,81,2.141,76,3.792,0,0.0,71,3.367,73,6.381,70,0.788,70,4.042,72,2.787,75,3.266
G,426,Forster,3.9,3.9,Spurs,88,3.554,87,3.897,86,3.621,85,3.717,85,4.417,84,0.184,69,4.771,45,1.292,18,1.071
F,66,Solanke,5.5,5.5,Bournemouth,30,1.305,61,2.072,79,2.968,77,2.979,76,3.032,74,3.012,77,4.158,75,3.431,74,3.295
D,201,Ream,4.5,4.5,Fulham,88,3.889,84,2.317,83,3.773,81,2.664,81,2.378,82,0.885,79,3.71,80,3.332,79,3.293
M,467,Rice,4.7,4.7,West Ham,86,3.045,81,2.819,79,3.228,79,2.734,79,3.031,78,0.101,75,5.424,77,3.041,75,2.627
M,79,Nørgaard,5.3,5.3,Brentford,84,2.654,81,3.239,0,0.0,75,3.083,76,6.034,75,0.782,73,4.507,76,2.777,74,2.878
D,470,Diop,4.3,4.3,Fulham,75,3.857,78,2.378,73,3.547,76,2.734,72,2.303,72,0.879,73,3.554,73,3.17,70,3.059
F,145,Havertz,7.8,7.8,Chelsea,70,3.503,68,3.438,65,2.752,61,2.576,62,2.572,60,2.485,58,3.638,57,2.175,60,2.341
M,493,Gibbs-White,5.5,5.5,Nott'm Forest,74,3.622,71,2.939,70,3.256,66,3.036,64,2.462,62,2.123,59,3.396,61,2.353,59,2.082
M,614,Willian,5.5,5.5,Fulham,69,3.533,69,3.113,67,3.025,66,2.819,67,2.574,67,1.216,65,3.297,63,2.637,65,2.957
M,603,Paquetá,5.9,5.9,West Ham,72,3.305,70,3.028,67,2.94,67,2.466,68,3.126,68,0.108,67,4.957,66,2.806,67,2.429
M,346,Andreas,4.4,4.4,Fulham,78,3.495,77,2.937,73,3.024,73,2.774,72,2.568,73,1.192,70,3.357,69,2.797,69,2.889
D,475,Coady,4.9,4.9,Everton,77,1.852,77,3.012,76,4.851,74,3.112,74,2.71,72,2.31,71,2.271,71,1.98,70,2.919
M,45,Bailey,4.5,4.5,Aston Villa,69,3.087,66,2.601,62,2.679,65,2.977,64,2.72,61,2.61,61,3.601,60,2.527,60,2.172
D,170,Mitchell,4.4,4.4,Crystal Palace,76,2.856,72,2.799,71,2.413,66,2.561,67,4.189,68,2.154,67,2.863,63,2.361,65,2.717
D,443,Romero,4.9,4.9,Spurs,0,-0.266,83,3.35,81,3.043,79,3.157,79,3.974,80,0.158,79,4.826,77,2.596,77,3.907
F,356,Wilson,7.1,7.1,Newcastle,72,3.718,68,3.372,0,0.0,60,2.319,61,2.673,61,2.589,60,4.592,60,2.685,59,2.6
M,53,Kamara,4.8,4.8,Aston Villa,82,2.303,78,2.443,77,2.696,75,2.76,75,2.536,75,2.812,75,3.771,74,2.756,74,2.428
M,160,Zaha,7.2,7.2,Crystal Palace,0,-0.069,0,-0.066,11,1.193,41,1.548,72,6.495,78,3.577,76,3.992,75,3.786,78,4.024
D,533,Martínez,4.5,4.5,Man Utd,82,2.989,80,3.297,0,0.0,77,2.023,76,3.767,77,0.301,76,4.919,74,3.728,75,3.411
M,120,Caicedo,5.0,5.0,Brighton,83,2.728,82,2.786,0,0.0,79,2.734,77,5.286,78,0.122,75,4.835,76,2.822,75,2.859
M,259,Tielemans,6.2,6.2,Leicester,75,2.974,72,2.872,69,2.686,69,2.887,66,2.575,67,0.541,67,4.524,66,2.775,66,2.33
F,690,João Félix,7.5,7.5,Chelsea,65,2.783,62,2.668,61,2.549,59,2.536,60,2.506,59,2.562,59,3.866,58,2.383,57,2.228
D,217,Robinson,4.4,4.4,Fulham,83,3.644,80,2.075,78,3.479,77,2.382,74,2.144,75,0.831,75,3.451,75,3.047,74,2.976
M,440,Bentancur,5.4,5.4,Spurs,81,3.103,79,3.078,78,3.088,79,3.133,72,3.002,70,0.136,69,4.043,65,2.09,62,2.185
M,535,Tavernier,4.7,4.7,Bournemouth,22,1.257,50,1.566,64,2.278,67,2.501,71,2.92,68,2.889,70,3.918,71,3.35,69,3.177
M,514,C.Doucouré,5.0,5.0,Crystal Palace,83,2.484,82,2.5,79,2.45,78,2.51,78,4.701,73,2.159,70,2.362,70,2.313,71,2.374
M,303,Mahrez,7.7,7.7,Man City,55,4.955,55,2.701,56,2.765,55,2.333,54,2.627,52,0.098,54,3.428,50,2.333,52,2.515
M,582,Freuler,4.9,4.9,Nott'm Forest,83,2.707,82,2.361,79,2.519,76,2.802,75,2.419,74,2.374,73,3.799,73,2.389,73,2.355
M,370,S.Longstaff,4.3,4.3,Newcastle,83,3.258,81,2.95,0,0.0,68,2.437,65,2.516,66,2.541,67,4.571,64,2.536,66,2.693
M,506,Adams,4.9,4.9,Leeds,86,2.512,82,2.72,79,2.742,76,2.464,76,2.449,76,1.411,76,4.017,75,2.662,76,2.408
M,70,Billing,5.1,5.1,Bournemouth,77,2.796,71,2.755,69,2.451,67,2.239,68,2.448,66,2.381,66,3.16,64,2.476,66,2.494
F,596,Ferguson,4.6,4.6,Brighton,21,2.478,24,2.722,0,0.0,24,2.42,24,5.022,21,0.114,22,4.639,22,2.743,23,2.845
F,594,Isak,6.6,6.6,Newcastle,40,2.388,47,2.491,0,0.0,48,2.487,47,2.528,47,2.514,49,4.779,49,2.888,50,2.904
M,64,Lerma,4.8,4.8,Bournemouth,86,2.408,81,2.564,79,2.308,77,2.322,75,2.367,76,2.451,77,3.229,76,2.7,73,2.498
D,230,Koch,4.5,4.5,Leeds,85,2.214,80,2.921,77,3.269,76,2.255,74,2.2,71,1.443,70,3.632,71,3.017,68,1.797
F,227,Bamford,7.2,7.2,Leeds,68,3.416,64,2.853,61,2.68,60,2.466,57,2.307,55,1.189,57,3.667,53,2.097,52,2.054
M,189,Gray,5.3,5.3,Everton,53,1.553,58,1.988,65,4.794,65,2.58,62,2.319,63,2.376,62,2.271,62,2.209,62,2.437
D,194,Mykolenko,4.3,4.3,Everton,75,1.821,71,2.776,71,4.445,67,2.681,68,2.393,67,2.038,68,2.128,64,1.666,65,2.55
M,369,Almirón,5.7,5.7,Newcastle,73,3.518,68,3.0,0,0.0,64,2.294,61,2.312,61,2.297,63,4.314,60,2.293,61,2.47
D,167,Guéhi,4.4,4.4,Crystal Palace,87,2.236,82,2.292,80,1.993,80,2.455,79,3.736,72,1.719,73,2.732,72,2.371,71,2.677
D,308,Aké,5.1,5.1,Man City,67,6.499,65,3.351,59,2.446,58,2.175,56,2.071,54,0.071,56,2.491,50,1.501,52,1.59
M,305,Grealish,6.8,6.8,Man City,61,5.39,56,2.357,56,2.298,55,2.0,55,2.275,55,0.089,54,2.94,57,2.404,55,2.266
D,409,Walker-Peters,4.4,4.4,Southampton,18,1.099,66,2.054,78,2.704,72,2.839,72,4.716,69,0.113,70,3.611,67,1.636,70,3.212
D,309,Laporte,5.7,5.7,Man City,64,6.256,63,3.285,61,2.949,57,2.068,50,1.674,52,0.071,51,2.315,47,1.525,51,1.763
D,420,Salisu,4.4,4.4,Southampton,83,3.26,76,2.189,73,2.268,73,2.556,71,4.178,71,0.102,68,3.042,71,1.599,67,2.678
D,165,Andersen,4.5,4.5,Crystal Palace,2,0.886,39,1.031,67,1.946,79,2.724,78,4.263,78,2.07,78,3.137,77,2.754,73,2.968
D,423,Bella-Kotchap,4.5,4.5,Southampton,46,1.156,78,2.296,78,2.488,76,2.813,73,4.56,72,0.109,72,3.514,70,1.711,71,3.092
M,577,Onana,4.8,4.8,Everton,77,2.25,73,2.401,72,4.444,70,2.348,71,2.283,68,2.096,64,1.814,65,1.877,65,2.093
D,457,Cresswell,4.8,4.8,West Ham,74,3.436,72,2.581,68,3.986,63,2.106,58,2.097,58,0.057,58,3.797,57,1.879,55,1.498
M,611,Gueye,4.9,4.9,Everton,68,2.128,68,2.306,68,4.286,65,2.161,65,2.06,67,2.11,67,2.087,65,1.938,67,2.308
D,448,Perišić,5.5,5.5,Spurs,63,2.757,62,2.956,61,2.627,58,2.387,57,2.589,57,0.112,57,3.353,57,1.9,58,2.6
D,510,Hickey,4.9,4.9,Brentford,66,1.561,68,3.11,0,0.0,67,2.757,69,5.464,67,0.637,67,3.29,63,1.986,66,2.45
M,300,Gündogan,7.3,7.3,Man City,61,5.645,55,2.29,53,2.186,51,1.934,49,1.975,53,0.086,51,2.852,50,2.023,53,2.176
F,354,Wood,5.6,5.6,Nott'm Forest,68,3.249,66,2.445,63,2.406,63,2.473,59,2.089,57,1.873,53,2.701,54,1.837,54,1.791
M,534,McNeil,5.1,5.1,Everton,68,2.451,65,2.449,61,3.95,62,2.226,60,1.901,58,1.741,59,1.862,59,1.733,62,2.312
M,277,Thiago,5.1,5.1,Liverpool,12,1.229,57,1.539,63,4.698,64,2.199,64,2.382,64,1.166,61,3.476,62,1.945,59,1.931
D,329,Varane,4.8,4.8,Man Utd,73,2.951,73,3.233,0,0.0,66,1.834,66,3.217,64,0.244,64,4.026,62,2.692,60,2.298
D,157,Clyne,4.5,4.5,Crystal Palace,72,2.407,70,2.411,63,1.816,65,2.288,65,3.584,60,1.517,62,2.205,62,2.024,62,2.213
D,215,Tete,4.4,4.4,Fulham,73,3.509,68,1.889,68,3.131,66,2.042,65,1.812,65,0.696,64,2.732,64,2.297,63,2.341
M,314,Foden,8.0,8.0,Man City,39,4.053,48,2.235,47,2.246,47,2.0,49,2.254,48,0.088,48,3.032,47,2.22,47,2.212
D,312,Dias,5.9,5.9,Man City,66,6.169,64,3.128,59,2.513,57,2.006,53,1.592,51,0.059,50,2.07,50,1.39,49,1.356
D,249,Evans,4.4,4.4,Leicester,2,1.001,28,1.112,70,2.168,74,2.951,73,2.722,70,0.488,72,4.803,69,3.363,69,1.659
M,321,Lavia,4.5,4.5,Southampton,76,2.628,70,2.228,70,2.272,67,2.144,66,3.993,66,0.099,65,2.957,64,1.801,65,2.076
M,374,Bruno Guimarães,5.6,5.6,Newcastle,0,-0.101,0,-0.129,0,0.0,77,2.814,73,3.089,72,2.986,71,5.135,73,3.072,74,3.17
D,73,Kelly,4.3,4.3,Bournemouth,28,0.988,69,2.66,78,1.777,77,1.864,75,1.984,73,2.378,74,3.562,73,2.566,73,2.159
D,602,Renan Lodi,4.3,4.3,Nott'm Forest,70,2.806,68,1.797,65,2.257,65,2.943,62,1.698,62,1.867,61,3.253,58,1.585,59,1.652
M,508,Sinisterra,6.5,6.5,Leeds,24,1.401,57,2.146,64,2.74,60,2.261,61,2.246,59,1.236,60,3.564,59,2.243,56,1.862
D,276,Matip,5.9,5.9,Liverpool,86,3.922,80,2.517,66,6.016,45,1.18,34,1.175,34,0.559,39,1.995,39,1.125,39,1.171
M,159,J.Ayew,5.3,5.3,Crystal Palace,71,2.541,69,2.514,66,2.284,61,1.979,57,3.159,58,1.575,59,1.852,60,1.974,58,1.733
D,610,Akanji,5.0,5.0,Man City,59,3.983,66,3.416,64,3.045,57,1.935,55,1.718,52,0.062,51,2.037,53,1.609,54,1.74
M,589,Matheus,4.8,4.8,Wolves,71,2.802,64,2.465,62,4.351,60,2.005,58,1.728,57,0.972,55,1.918,54,1.569,55,1.617
F,288,Diogo Jota,8.8,8.8,Liverpool,11,1.337,32,1.729,48,4.103,51,2.093,50,2.075,47,0.958,39,3.284,39,1.836,38,1.929
M,88,Jensen,4.8,4.8,Brentford,69,2.347,66,2.551,0,0.0,63,2.391,61,4.153,61,0.539,62,3.384,61,1.842,61,2.096
D,461,Zouma,4.4,4.4,West Ham,0,0.027,0,0.013,10,1.271,37,1.317,64,3.002,74,0.094,75,7.076,74,3.586,73,2.916
M,220,Palhinha,5.0,5.0,Fulham,86,2.743,83,2.362,76,2.647,67,1.974,65,1.837,61,0.687,64,2.204,68,2.246,66,2.125
M,205,De Cordova-Reid,5.5,5.5,Fulham,72,2.821,68,2.312,67,2.294,68,2.387,66,1.971,67,0.892,65,2.4,62,1.87,62,1.868
M,387,Yates,5.0,5.0,Nott'm Forest,0,-0.093,11,0.999,40,1.137,65,2.335,75,2.496,77,2.516,77,4.126,75,2.582,76,2.553
M,266,Dewsbury-Hall,4.9,4.9,Leicester,70,2.79,61,2.075,60,1.871,58,1.933,60,2.054,59,0.421,59,3.353,60,2.164,61,1.915
M,67,Cook,4.9,4.9,Bournemouth,21,1.199,54,1.359,68,2.166,70,2.263,68,2.261,66,2.172,65,2.812,63,2.153,64,2.136
M,593,Casemiro,4.9,4.9,Man Utd,0,-0.197,0,-0.204,0,0.0,75,3.033,72,3.326,68,0.322,70,5.46,70,3.345,70,3.25
M,169,Eze,5.5,5.5,Crystal Palace,63,2.275,63,2.414,61,2.095,56,1.795,53,3.109,55,1.558,53,1.67,50,1.527,49,1.532
D,456,Ogbonna,4.4,4.4,West Ham,83,3.596,74,2.609,68,3.922,58,1.681,49,1.35,44,0.045,43,2.249,43,1.301,45,1.154
F,95,Mbeumo,5.8,5.8,Brentford,60,1.823,57,1.819,0,0.0,60,2.095,61,4.214,60,0.529,59,3.144,61,1.915,63,2.266
D,57,Smith,4.3,4.3,Bournemouth,83,2.209,76,2.713,73,1.546,68,1.585,64,1.418,67,1.915,64,2.617,64,1.901,63,1.575
F,319,Álvarez,6.0,6.0,Man City,29,3.274,31,1.933,35,1.939,36,1.656,37,1.937,37,0.073,36,2.586,38,1.989,39,1.977
M,161,Schlupp,4.7,4.7,Crystal Palace,70,2.262,69,2.221,64,1.925,63,1.849,59,2.927,62,1.636,59,1.633,56,1.374,56,1.378
F,166,Edouard,5.1,5.1,Crystal Palace,68,2.582,66,2.298,62,1.992,58,1.714,51,2.767,51,1.316,50,1.426,54,1.581,53,1.504
F,103,Welbeck,6.5,6.5,Brighton,53,1.976,51,1.978,0,0.0,48,1.833,48,3.591,48,0.087,47,3.49,46,2.094,46,2.11
D,432,Davies,4.8,4.8,Spurs,79,3.282,56,1.761,55,1.623,56,1.738,58,2.232,57,0.097,55,2.674,55,1.586,56,1.961
M,373,Willock,4.7,4.7,Newcastle,68,3.298,64,2.414,0,0.0,52,1.503,52,1.684,53,1.673,53,2.971,53,1.774,48,1.628
F,30,Ings,6.4,6.4,West Ham,41,2.196,37,2.069,32,2.16,28,1.797,26,1.775,25,0.065,26,3.275,27,1.848,26,1.679
M,564,Bajcetic,4.4,4.4,Liverpool,57,3.021,33,1.783,20,3.091,17,1.356,20,1.522,16,0.759,18,2.417,17,1.298,18,1.508
D,50,Diego Carlos,4.7,4.7,Aston Villa,0,-0.043,0,-0.036,4,1.121,31,1.248,58,1.807,67,3.458,65,3.516,65,3.256,65,2.419
M,111,Trossard,6.7,6.7,Arsenal,35,2.984,37,1.543,37,3.143,34,1.574,31,1.612,30,1.543,31,1.558,27,1.357,26,1.375
