Pos,ID,Name,BV,SV,Team,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,399,Biancone,4.2,4.2,Nott'm Forest,0,0.0,0,0.0,0,0.0,0,0.0
G,425,Lloris,5.4,5.4,Spurs,0,0.0,0,0.0,0,0.0,0,0.0
G,424,Caballero,3.8,3.8,Southampton,0,0.0,0,0.0,0,0.0,0,0.0
G,421,Lis,4.0,4.0,Southampton,0,0.0,0,0.0,0,0.0,0,0.0
D,417,Perraud,4.1,4.1,Southampton,0,0.0,0,0.0,0,0.0,0,0.0
M,415,Smallbone,4.5,4.5,Southampton,0,0.0,0,0.0,0,0.0,0,0.0
D,414,Valery,4.0,4.0,Southampton,0,0.0,0,0.0,0,0.0,0,0.0
M,412,Tella,5.0,5.0,Southampton,0,0.0,0,0.0,0,0.0,0,0.0
M,403,Redmond,5.3,5.3,Southampton,0,0.0,0,0.0,0,0.0,0,0.0
M,402,Romeu,4.8,4.8,Southampton,0,0.0,0,0.0,0,0.0,0,0.0
G,10359,Louie Moulden,99.9,99.9,Wolves,0,0.0,2,0.0,1,0.0,2,0.0
