Pos,ID,Name,BV,SV,Team,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
M,186,Iwobi,4.9,4.9,Everton,78,3.005,79,2.704,75,2.475,74,2.893,71,2.914
D,156,Ward,4.4,4.4,Crystal Palace,70,3.083,69,2.368,65,3.005,65,2.51,64,3.009
D,526,Mee,5.1,5.1,Brentford,86,3.822,84,2.062,83,3.404,80,2.656,81,2.031
D,92,Pinnock,4.4,4.4,Brentford,85,3.768,82,2.059,80,3.337,79,2.607,80,2.023
D,199,Tarkowski,4.2,4.2,Everton,85,2.9,83,2.105,79,1.865,77,3.273,77,3.636
M,220,Palhinha,4.9,4.9,Fulham,85,4.233,83,2.5,81,2.524,77,2.48,70,2.013
D,44,Konsa,4.4,4.4,Aston Villa,79,2.329,82,3.484,79,3.098,79,2.081,80,2.708
M,37,McGinn,5.1,5.1,Aston Villa,84,2.722,79,3.085,74,2.8,71,2.433,71,2.536
D,85,Henry,4.5,4.5,Brentford,80,3.766,79,2.097,75,3.215,73,2.481,74,1.977
D,484,Kilman,4.3,4.3,Wolves,83,2.126,81,3.2,79,2.299,77,3.835,75,1.955
M,340,Sancho,7.1,7.1,Man Utd,45,3.614,43,1.895,41,1.981,40,3.88,42,2.004
D,180,Keane,4.2,4.2,Everton,81,2.823,80,2.095,76,1.805,79,3.212,75,3.415
M,88,Jensen,4.8,4.8,Brentford,74,3.163,72,2.525,69,2.813,67,2.546,67,2.222
F,345,Martial,6.3,6.3,Man Utd,47,3.633,48,1.899,49,1.999,46,3.78,44,1.96
F,288,Diogo Jota,8.9,8.9,Liverpool,52,4.599,53,2.198,51,2.169,47,2.02,51,2.256
M,259,Tielemans,6.1,6.1,Leicester,75,2.919,74,2.737,75,2.491,72,2.405,71,2.618
D,73,Kelly,4.3,4.3,Bournemouth,80,2.903,78,2.785,73,2.595,73,2.124,73,2.735
M,562,Solomon,4.9,4.9,Fulham,42,4.075,40,2.244,35,2.511,35,2.231,36,2.07
M,134,Kanté,4.8,4.8,Chelsea,67,2.38,64,2.493,61,2.309,61,3.999,59,1.904
M,304,Sterling,9.7,9.7,Chelsea,60,2.221,57,2.493,57,2.537,52,3.791,56,2.036
M,514,C.Doucouré,5.0,5.0,Crystal Palace,78,2.68,77,2.501,72,2.665,73,2.481,71,2.682
D,612,Faes,4.2,4.2,Leicester,83,3.51,79,2.75,78,1.955,75,1.927,73,2.777
D,430,Dier,5.1,5.1,Spurs,86,1.695,84,3.309,81,2.45,81,2.702,78,2.714
F,297,Darwin,8.6,8.6,Liverpool,47,4.393,44,2.112,39,2.134,40,2.071,38,2.154
M,311,Bernardo,6.7,6.7,Man City,51,3.6,51,1.845,52,1.913,55,3.613,52,1.769
M,370,S.Longstaff,4.3,4.3,Newcastle,55,1.782,67,2.446,63,4.645,57,1.893,60,1.974
D,109,Veltman,4.6,4.6,Brighton,53,3.248,59,2.394,53,2.72,51,3.011,49,1.333
M,519,Eriksen,6.2,6.2,Man Utd,48,3.343,50,1.811,52,2.029,47,3.637,47,1.882
D,404,Stephens,4.3,4.3,Bournemouth,77,2.729,78,2.631,74,2.558,75,2.075,75,2.708
D,513,Lenglet,4.8,4.8,Spurs,72,1.736,73,3.263,70,2.417,68,2.557,70,2.695
D,733,Pedro Porro,4.8,4.8,Spurs,82,2.155,79,3.849,75,2.742,61,2.262,51,1.655
M,293,Luis Díaz,7.8,7.8,Liverpool,33,4.156,37,2.063,44,2.139,43,2.046,42,2.25
D,423,Bella-Kotchap,4.5,4.5,Southampton,86,2.046,82,3.25,80,3.321,77,1.994,75,1.953
M,577,Onana,4.7,4.7,Everton,75,2.603,74,2.426,73,2.345,68,2.485,70,2.664
D,730,Felipe,4.5,4.5,Nott'm Forest,86,2.335,83,3.384,80,2.261,79,1.884,79,2.639
D,409,Walker-Peters,4.4,4.4,Southampton,83,2.064,79,3.2,80,3.301,75,1.942,75,1.973
D,309,Laporte,5.6,5.6,Man City,58,5.171,48,1.671,38,1.479,39,2.743,41,1.411
M,6,Partey,4.7,4.7,Arsenal,69,2.576,68,2.297,68,2.355,69,2.663,66,2.521
D,299,Walker,4.7,4.7,Man City,52,3.42,56,2.063,55,1.972,54,3.3,54,1.567
F,458,Antonio,7.0,7.0,West Ham,58,4.017,59,2.114,57,1.993,57,2.157,55,1.968
D,482,Semedo,5.0,5.0,Wolves,82,1.961,80,2.941,77,2.1,74,3.467,76,1.773
M,64,Lerma,4.7,4.7,Bournemouth,79,2.593,79,2.482,76,2.433,72,2.256,72,2.418
F,145,Havertz,7.4,7.4,Chelsea,24,1.5,53,2.298,55,2.383,52,4.045,50,1.943
M,245,Roca,4.8,4.8,Leeds,77,2.735,75,2.178,74,2.352,72,2.382,71,2.406
F,690,João Félix,7.3,7.3,Chelsea,56,2.034,51,2.236,49,2.184,47,3.722,47,1.822
D,57,Smith,4.3,4.3,Bournemouth,79,2.62,77,2.486,74,2.427,72,1.899,72,2.495
D,443,Romero,4.9,4.9,Spurs,85,1.522,80,3.094,80,2.254,79,2.495,79,2.527
M,369,Almirón,5.4,5.4,Newcastle,52,1.947,58,1.97,56,3.923,55,2.063,54,1.839
D,410,Bednarek,4.2,4.2,Southampton,83,1.914,80,3.051,75,3.049,71,1.811,72,1.839
M,589,Matheus,4.8,4.8,Wolves,67,2.226,69,2.605,67,2.29,65,2.533,62,1.907
D,507,Niakhaté,4.3,4.3,Nott'm Forest,39,1.162,81,3.382,82,2.28,77,1.891,77,2.639
M,321,Lavia,4.5,4.5,Southampton,80,2.224,77,2.538,73,2.41,70,2.046,70,2.08
M,225,Rodrigo,6.3,6.3,Leeds,61,2.885,59,2.094,57,2.047,55,2.123,53,2.085
F,255,Vardy,9.1,9.1,Leicester,57,2.082,65,2.756,61,2.242,60,2.04,59,2.062
F,625,Diego Costa,5.3,5.3,Wolves,63,2.246,63,2.32,62,2.254,60,2.142,63,2.2
M,569,Garnacho,4.1,4.1,Man Utd,6,2.697,12,1.551,17,1.6,21,3.449,19,1.751
M,611,Gueye,4.8,4.8,Everton,71,2.323,69,2.15,67,1.972,67,2.222,67,2.345
D,510,Hickey,4.9,4.9,Brentford,74,3.288,69,1.67,68,2.741,63,1.865,61,1.363
F,356,Wilson,6.9,6.9,Newcastle,41,1.935,38,1.704,42,3.599,39,1.907,39,1.762
M,47,Ramsey,5.3,5.3,Aston Villa,71,2.968,66,2.897,60,2.129,53,1.519,48,1.379
M,720,McKennie,4.6,4.6,Leeds,74,2.559,73,2.081,72,2.215,67,2.031,64,1.897
M,693,Alcaraz,5.0,5.0,Southampton,67,2.439,61,2.444,60,2.13,60,1.724,61,2.009
D,230,Koch,4.5,4.5,Leeds,85,2.902,83,1.35,80,2.051,76,2.181,76,2.227
F,210,Mitrović,6.6,6.6,Fulham,0,-0.42,0,-0.165,77,3.941,77,3.837,77,3.401
M,231,James,5.9,5.9,Fulham,61,4.229,60,2.313,14,1.404,15,1.331,16,1.294
D,341,Wan-Bissaka,4.3,4.3,Man Utd,46,2.765,49,1.53,47,1.54,47,3.072,47,1.569
F,123,Undav,5.0,5.0,Brighton,17,3.05,9,1.179,9,2.496,9,2.439,9,1.271
M,159,J.Ayew,5.2,5.2,Crystal Palace,70,3.0,59,1.941,54,1.763,57,1.819,57,1.912
M,698,Lemina,4.5,4.5,Wolves,60,1.55,71,2.393,69,2.181,68,2.423,64,1.871
D,602,Renan Lodi,4.3,4.3,Nott'm Forest,62,1.694,68,2.911,70,2.039,67,1.594,65,2.113
F,397,Awoniyi,5.6,5.6,Nott'm Forest,36,1.644,58,2.187,61,2.324,60,1.986,59,2.132
M,275,Henderson,5.3,5.3,Liverpool,56,3.486,58,1.846,53,1.522,56,1.636,54,1.714
F,30,Ings,6.4,6.4,West Ham,48,3.35,45,1.6,45,1.647,45,1.805,44,1.709
F,617,Aubameyang,8.4,8.4,Chelsea,42,1.655,30,1.854,30,1.854,30,3.169,30,1.577
M,282,Fabinho,5.2,5.2,Liverpool,58,3.285,61,1.81,61,1.754,58,1.491,59,1.719
D,448,Perišić,5.3,5.3,Spurs,62,1.823,62,2.917,58,1.975,50,1.66,44,1.648
F,166,Edouard,5.0,5.0,Crystal Palace,62,2.308,62,2.341,55,1.889,53,1.702,51,1.738
D,249,Evans,4.4,4.4,Leicester,53,1.548,69,2.613,66,1.776,64,1.708,63,2.228
G,426,Forster,3.9,3.9,Spurs,87,2.653,75,3.709,41,1.331,17,1.122,3,1.047
M,365,Murphy,4.1,4.1,Newcastle,48,1.83,36,1.536,32,3.3,31,1.669,29,1.514
M,728,Sabitzer,4.7,4.7,Man Utd,39,2.658,38,1.378,35,1.45,39,2.891,37,1.465
D,709,Kristiansen,4.5,4.5,Leicester,70,3.477,61,2.043,57,1.395,52,1.228,57,1.681
G,425,Lloris,5.4,5.4,Spurs,0,-0.004,13,1.151,48,1.431,71,3.458,87,3.681
D,108,Webster,4.5,4.5,Brighton,34,2.538,20,1.227,21,2.233,23,2.341,27,1.174
F,701,Weghorst,5.4,5.4,Man Utd,27,2.751,23,1.316,25,1.356,26,2.711,27,1.367
M,212,Wilson,5.7,5.7,Fulham,35,2.918,36,1.655,41,1.727,43,1.644,41,1.546
D,538,Young,4.3,4.3,Aston Villa,71,2.427,66,3.124,56,1.733,38,1.058,33,1.059
M,552,Anderson,4.3,4.3,Newcastle,18,1.722,17,1.504,14,3.046,14,1.575,13,1.531
M,23,Nelson,4.7,4.7,Arsenal,7,1.653,10,1.617,10,1.669,8,1.984,11,2.366
M,505,Rothwell,4.9,4.9,Bournemouth,62,2.286,60,1.77,60,1.822,56,1.51,59,1.842
M,441,Skipp,4.3,4.3,Spurs,73,2.16,72,2.442,64,1.974,58,1.486,46,1.151
M,699,Mudryk,6.5,6.5,Chelsea,36,1.412,31,1.666,32,1.664,31,2.924,32,1.423
M,715,Tetê,5.1,5.1,Leicester,47,2.017,45,1.906,41,1.656,44,1.654,43,1.801
D,691,Wöber,4.4,4.4,Leeds,41,1.198,61,1.188,72,2.059,70,2.259,71,2.309
M,703,Danilo,4.5,4.5,Nott'm Forest,68,2.389,61,2.005,57,1.572,57,1.484,56,1.502
D,178,Coleman,4.2,4.2,Everton,40,1.208,65,1.694,64,1.413,61,2.143,62,2.468
D,330,Maguire,4.7,4.7,Man Utd,40,2.214,44,1.165,48,1.326,50,2.778,51,1.413
M,111,Trossard,6.6,6.6,Arsenal,43,1.761,42,1.622,43,1.641,42,1.976,41,1.88
M,132,Kovacic,4.9,4.9,Chelsea,58,1.43,58,1.664,58,1.794,55,2.6,55,1.364
D,544,Van Hecke,4.0,4.0,Brighton,11,2.303,9,1.156,5,2.105,5,2.197,4,1.066
M,400,Walcott,4.8,4.8,Southampton,58,1.846,56,1.994,54,1.866,54,1.585,52,1.534
F,271,Daka,5.6,5.6,Leicester,41,1.915,33,1.861,37,1.62,34,1.599,35,1.777
M,688,Schade,4.9,4.9,Brentford,49,1.767,50,1.522,54,1.775,55,1.846,58,1.807
M,149,Gilmour,4.2,4.2,Brighton,12,2.183,13,1.175,10,2.103,10,2.187,10,1.033
D,520,Koulibaly,5.5,5.5,Chelsea,4,0.899,21,1.117,42,1.187,63,3.396,61,2.056
M,325,Phillips,4.8,4.8,Man City,12,2.419,12,1.29,14,1.283,14,2.429,16,1.223
M,508,Sinisterra,6.5,6.5,Leeds,8,1.274,26,1.307,46,1.599,59,2.198,58,2.247
M,479,Dendoncker,4.7,4.7,Aston Villa,70,2.476,64,2.402,47,1.319,32,1.215,27,1.201
F,454,Richarlison,8.4,8.4,Spurs,45,1.555,48,1.759,45,1.644,45,1.685,46,1.836
M,446,Kulusevski,7.8,7.8,Spurs,40,1.482,48,1.748,51,1.708,48,1.698,46,1.822
D,292,Tsimikas,4.3,4.3,Liverpool,15,2.845,12,1.372,14,1.407,14,1.375,14,1.458
D,573,Lewis,3.9,3.9,Man City,22,2.459,15,1.229,13,1.215,17,2.315,17,1.177
M,575,Cornet,5.9,5.9,West Ham,22,2.658,24,1.361,26,1.374,29,1.561,28,1.404
D,504,Malacia,4.2,4.2,Man Utd,32,2.296,31,1.192,30,1.226,29,2.396,32,1.241
M,89,Wissa,5.3,5.3,Brentford,35,1.816,36,1.523,42,1.657,48,1.741,49,1.575
F,279,Firmino,8.0,8.0,Liverpool,6,2.533,10,1.275,14,1.485,15,1.473,16,1.523
M,291,Jones,4.9,4.9,Liverpool,38,2.815,29,1.269,32,1.388,32,1.341,30,1.375
M,189,Gray,5.2,5.2,Everton,41,1.651,40,1.493,43,1.498,44,1.685,44,1.812
M,140,Pulisic,5.6,5.6,Chelsea,24,1.306,23,1.429,23,1.427,23,2.583,24,1.317
M,469,Fornals,4.9,4.9,West Ham,17,2.5,22,1.305,26,1.327,29,1.477,29,1.411
M,278,Chamberlain,4.9,4.9,Liverpool,5,2.701,3,1.302,3,1.313,4,1.303,4,1.362
D,587,Sergio Gómez,4.4,4.4,Man City,4,2.351,1,1.162,1,1.151,2,2.183,2,1.096
M,287,Keita,4.7,4.7,Liverpool,12,2.435,19,1.344,22,1.373,23,1.343,24,1.442
D,221,Cooper,4.4,4.4,Leeds,68,2.547,62,1.181,58,1.342,58,1.491,55,1.366
M,331,Fred,5.1,5.1,Man Utd,14,2.252,13,1.145,10,1.06,12,2.272,13,1.191
M,316,Palmer,4.2,4.2,Man City,5,2.243,5,1.167,7,1.165,8,2.223,9,1.118
G,113,Sánchez,4.5,4.5,Brighton,3,1.968,3,1.009,2,1.912,4,1.972,5,1.004
M,731,Kamaldeen,4.9,4.9,Southampton,38,1.465,37,1.737,39,1.674,39,1.472,37,1.508
M,704,Sarabia,5.1,5.1,Wolves,31,1.48,29,1.542,30,1.547,30,1.751,31,1.472
M,723,H.Traorè,4.5,4.5,Bournemouth,14,1.326,28,1.429,42,1.657,44,1.578,46,1.781
M,347,Pellistri,4.3,4.3,Man Utd,5,2.174,3,1.096,4,1.12,4,2.231,4,1.13
M,368,Saint-Maximin,6.1,6.1,Newcastle,0,0.088,1,1.016,28,2.944,46,1.811,51,1.818
M,481,Hwang,5.7,5.7,Wolves,33,1.491,30,1.517,30,1.502,33,1.544,34,1.491
