Pos,ID,Name,BV,SV,Team,25_xMins,25_Pts
G,238,Meslier,4.5,4.5,Leeds,90,4.004
D,308,Aké,5.1,5.1,Man City,68,4.004
D,222,Ayling,4.5,4.5,Leeds,82,3.97
F,279,Firmino,8.0,8.0,Liverpool,46,3.947
M,130,Jorginho,5.8,5.8,Arsenal,61,3.91
F,40,Watkins,7.2,7.2,Aston Villa,84,3.886
D,470,Diop,4.3,4.3,Fulham,83,3.873
M,407,Ward-Prowse,6.2,6.2,Southampton,87,3.871
D,201,Ream,4.6,4.6,Fulham,87,3.85
G,133,Arrizabalaga,4.7,4.6,Chelsea,89,3.731
M,264,Barnes,6.7,6.7,Leicester,77,3.706
D,588,Kehrer,4.4,4.4,West Ham,70,3.678
G,426,Forster,3.9,3.9,Spurs,88,3.628
M,428,Son,11.6,11.6,Spurs,68,3.623
M,614,Willian,5.5,5.5,Fulham,72,3.615
M,564,Bajcetic,4.4,4.4,Liverpool,53,3.608
M,111,Trossard,6.6,6.6,Arsenal,39,3.588
F,476,Jiménez,6.7,6.7,Wolves,33,3.562
M,493,Gibbs-White,5.5,5.5,Nott'm Forest,80,3.544
F,288,Diogo Jota,8.8,8.8,Liverpool,40,3.484
D,217,Robinson,4.4,4.4,Fulham,83,3.483
F,110,Maupay,5.9,5.9,Everton,59,3.411
D,430,Dier,5.1,5.1,Spurs,85,3.405
F,394,Johnson,5.7,5.7,Nott'm Forest,82,3.374
D,215,Tete,4.4,4.4,Fulham,74,3.371
D,146,James,5.8,5.8,Chelsea,75,3.36
M,346,Andreas,4.4,4.4,Fulham,78,3.356
G,31,Martínez,4.9,4.9,Aston Villa,89,3.33
D,230,Koch,4.5,4.5,Leeds,85,3.329
D,456,Ogbonna,4.4,4.4,West Ham,64,3.327
D,432,Davies,4.8,4.8,Spurs,70,3.29
M,315,Rodri,5.6,5.6,Man City,75,3.284
M,467,Rice,4.7,4.7,West Ham,85,3.235
F,227,Bamford,7.2,7.2,Leeds,68,3.233
D,443,Romero,4.9,4.9,Spurs,86,3.231
D,39,Mings,4.3,4.3,Aston Villa,86,3.219
F,262,Iheanacho,6.1,6.1,Leicester,62,3.218
M,468,Soucek,5.1,5.1,West Ham,76,3.217
M,433,Højbjerg,5.5,5.5,Spurs,85,3.215
M,589,Matheus,4.8,4.8,Wolves,55,3.172
M,491,Adama,5.4,5.4,Wolves,41,3.114
G,422,Bazunu,4.5,4.5,Southampton,86,3.094
F,66,Solanke,5.5,5.5,Bournemouth,85,3.08
M,314,Foden,8.0,8.0,Man City,60,3.048
G,152,Guaita,4.4,4.4,Crystal Palace,89,3.043
M,171,Olise,5.4,5.4,Crystal Palace,74,3.029
G,254,Ward,4.0,4.0,Leicester,87,3.0
M,287,Keita,4.7,4.7,Liverpool,24,2.99
D,292,Tsimikas,4.4,4.4,Liverpool,11,2.989
D,128,Thiago Silva,5.5,5.5,Chelsea,74,2.971
D,44,Konsa,4.4,4.4,Aston Villa,87,2.967
M,483,Podence,5.3,5.3,Wolves,42,2.939
M,294,Elliott,4.9,4.9,Liverpool,25,2.9
M,46,Douglas Luiz,4.8,4.8,Aston Villa,72,2.889
D,295,N.Williams,3.9,3.9,Nott'm Forest,83,2.864
M,503,Moutinho,4.7,4.7,Wolves,54,2.86
M,220,Palhinha,4.9,4.9,Fulham,85,2.848
M,205,De Cordova-Reid,5.5,5.5,Fulham,72,2.816
M,189,Gray,5.3,5.3,Everton,47,2.808
D,689,Badiashile,5.0,5.0,Chelsea,70,2.793
M,303,Mahrez,7.8,7.8,Man City,55,2.777
M,486,Neto,4.9,4.9,Wolves,11,2.709
M,53,Kamara,4.8,4.8,Aston Villa,83,2.708
G,574,Neto,4.5,4.5,Bournemouth,87,2.692
D,602,Renan Lodi,4.3,4.3,Nott'm Forest,74,2.69
M,42,Buendía,5.7,5.7,Aston Villa,62,2.688
M,211,Reed,4.4,4.4,Fulham,73,2.688
M,311,Bernardo,6.8,6.8,Man City,63,2.685
M,506,Adams,4.9,4.9,Leeds,86,2.676
M,259,Tielemans,6.1,6.1,Leicester,71,2.665
M,37,McGinn,5.1,5.1,Aston Villa,68,2.602
M,266,Dewsbury-Hall,4.9,4.9,Leicester,71,2.6
M,278,Chamberlain,4.9,4.9,Liverpool,5,2.599
M,70,Billing,5.1,5.1,Bournemouth,81,2.588
D,410,Bednarek,4.2,4.2,Southampton,70,2.583
M,23,Nelson,4.7,4.7,Arsenal,2,2.574
D,423,Bella-Kotchap,4.5,4.5,Southampton,83,2.573
M,6,Partey,4.7,4.7,Arsenal,34,2.55
M,582,Freuler,4.9,4.9,Nott'm Forest,81,2.54
D,299,Walker,4.8,4.8,Man City,60,2.538
M,305,Grealish,6.8,6.8,Man City,59,2.501
D,417,Perraud,4.1,4.1,Southampton,65,2.5
M,12,Smith Rowe,5.6,5.6,Arsenal,5,2.484
F,145,Havertz,7.6,7.6,Chelsea,61,2.47
M,514,C.Doucouré,5.0,5.0,Crystal Palace,84,2.459
D,14,Tomiyasu,4.2,4.2,Arsenal,26,2.455
M,291,Jones,4.9,4.9,Liverpool,8,2.424
M,233,Harrison,5.8,5.8,Leeds,61,2.423
D,388,Worrall,4.2,4.2,Nott'm Forest,84,2.42
D,193,Godfrey,4.3,4.3,Everton,25,2.399
D,8,Tierney,4.6,4.6,Arsenal,13,2.392
M,296,Carvalho,5.1,5.1,Liverpool,2,2.374
D,258,Castagne,4.4,4.4,Leicester,85,2.361
M,321,Lavia,4.5,4.5,Southampton,74,2.348
M,159,J.Ayew,5.3,5.3,Crystal Palace,68,2.328
F,354,Wood,5.6,5.6,Nott'm Forest,63,2.323
M,464,Benrahma,5.5,5.5,West Ham,51,2.31
D,139,Chilwell,5.8,5.8,Chelsea,65,2.299
M,190,Davies,4.9,4.9,Everton,11,2.255
D,516,Collins,4.4,4.4,Wolves,32,2.234
F,319,Álvarez,6.0,6.0,Man City,41,2.232
D,487,Aït-Nouri,4.2,4.2,Wolves,36,2.219
D,157,Clyne,4.5,4.5,Crystal Palace,74,2.167
F,625,Diego Costa,5.4,5.4,Wolves,7,2.166
M,161,Schlupp,4.7,4.7,Crystal Palace,66,2.159
D,165,Andersen,4.5,4.5,Crystal Palace,87,2.153
D,531,Vinagre,4.3,4.3,Everton,12,2.147
M,274,Milner,4.4,4.4,Liverpool,6,2.141
M,64,Lerma,4.8,4.8,Bournemouth,69,2.136
D,5,Holding,4.2,4.2,Arsenal,2,2.133
M,240,Summerville,4.2,4.2,Leeds,54,2.129
D,501,Phillips,3.9,3.9,Liverpool,2,2.116
D,197,Patterson,3.9,3.9,Everton,14,2.109
M,446,Kulusevski,7.9,7.9,Spurs,58,2.099
D,477,Jonny,4.3,4.3,Wolves,16,2.093
D,43,Cash,4.6,4.6,Aston Villa,60,2.083
D,188,Mina,4.3,4.3,Everton,6,2.075
D,192,Holgate,4.3,4.3,Everton,5,2.062
M,300,Gündogan,7.3,7.3,Man City,51,2.055
M,570,Garner,4.5,4.5,Everton,3,2.007
D,286,Gomez,4.3,4.3,Liverpool,9,2.0
D,445,Emerson Royal,4.9,4.9,Spurs,56,1.995
G,176,Begović,3.9,3.9,Everton,2,1.991
D,612,Faes,4.2,4.2,Leicester,87,1.986
D,167,Guéhi,4.4,4.4,Crystal Palace,87,1.973
M,301,De Bruyne,12.3,12.3,Man City,50,1.945
M,304,Sterling,9.7,9.7,Chelsea,38,1.942
M,142,Mount,7.2,7.2,Chelsea,57,1.926
F,30,Ings,6.4,6.4,West Ham,38,1.923
D,576,Senesi,4.4,4.4,Bournemouth,76,1.778
D,170,Mitchell,4.4,4.4,Crystal Palace,65,1.758
D,404,Stephens,4.3,4.3,Bournemouth,81,1.754
D,545,Emerson,4.0,4.0,West Ham,51,1.745
M,261,Maddison,8.1,8.1,Leicester,52,1.727
M,45,Bailey,4.4,4.4,Aston Villa,50,1.723
D,448,Perišić,5.5,5.5,Spurs,51,1.712
M,75,Anthony,5.2,5.2,Bournemouth,55,1.667
F,168,Mateta,5.1,5.1,Crystal Palace,49,1.645
D,610,Akanji,5.0,5.0,Man City,52,1.626
F,458,Antonio,7.0,7.0,West Ham,42,1.569
D,57,Smith,4.3,4.3,Bournemouth,81,1.522
M,406,Elyounoussi,5.2,5.2,Southampton,54,1.481
M,29,Coutinho,6.6,6.6,Aston Villa,47,1.48
M,231,James,6.0,6.0,Fulham,20,1.479
M,132,Kovacic,4.9,4.9,Chelsea,57,1.466
M,349,Shelvey,4.8,4.8,Nott'm Forest,53,1.454
M,169,Eze,5.4,5.4,Crystal Palace,37,1.435
F,454,Richarlison,8.4,8.4,Spurs,43,1.43
F,237,Greenwood,4.1,4.1,Leeds,17,1.425
D,461,Zouma,4.4,4.4,West Ham,35,1.4
M,469,Fornals,4.9,4.9,West Ham,34,1.397
F,408,A.Armstrong,5.4,5.4,Southampton,23,1.394
M,135,Ziyech,5.5,5.5,Chelsea,16,1.384
M,160,Zaha,7.2,7.2,Crystal Palace,28,1.37
M,316,Palmer,4.3,4.3,Man City,11,1.369
D,302,Stones,5.4,5.4,Man City,21,1.367
D,573,Lewis,3.9,3.9,Man City,46,1.359
M,212,Wilson,5.7,5.7,Fulham,38,1.358
M,246,Aaronson,5.4,5.4,Leeds,39,1.349
F,210,Mitrović,6.8,6.8,Fulham,27,1.317
F,618,Vinícius,5.4,5.4,Fulham,43,1.312
M,575,Cornet,5.9,5.9,West Ham,14,1.308
D,235,Struijk,4.5,4.5,Leeds,51,1.308
F,529,Scamacca,6.6,6.6,West Ham,19,1.29
M,549,Praet,4.8,4.8,Leicester,13,1.284
F,528,Mara,5.3,5.3,Southampton,27,1.282
F,255,Vardy,9.1,9.1,Leicester,25,1.269
M,325,Phillips,4.8,4.8,Man City,23,1.266
M,148,Gallagher,5.6,5.6,Chelsea,22,1.259
F,166,Edouard,5.1,5.1,Crystal Palace,42,1.256
D,587,Sergio Gómez,4.5,4.5,Man City,6,1.254
M,58,Stanislas,4.8,4.8,Bournemouth,12,1.23
D,76,Zemura,4.3,4.3,Bournemouth,47,1.23
D,33,Digne,4.6,4.6,Aston Villa,37,1.219
M,69,Christie,5.3,5.3,Bournemouth,24,1.215
D,457,Cresswell,4.7,4.7,West Ham,37,1.209
M,405,S.Armstrong,4.7,4.7,Southampton,37,1.203
M,47,Ramsey,5.2,5.2,Aston Villa,40,1.203
M,400,Walcott,4.8,4.8,Southampton,7,1.203
D,221,Cooper,4.4,4.4,Leeds,35,1.2
M,34,Traoré,4.9,4.9,Aston Villa,12,1.192
F,271,Daka,5.6,5.6,Leicester,15,1.19
D,538,Young,4.4,4.4,Aston Villa,31,1.188
D,530,Richards,4.4,4.4,Crystal Palace,8,1.183
D,272,W.Fofana,4.3,4.3,Chelsea,27,1.18
D,513,Lenglet,4.8,4.8,Spurs,45,1.175
M,509,Downes,4.2,4.2,West Ham,20,1.172
M,479,Dendoncker,4.7,4.7,Aston Villa,13,1.166
M,527,Lingard,5.4,5.4,Nott'm Forest,16,1.166
M,387,Yates,5.0,5.0,Nott'm Forest,44,1.161
M,603,Paquetá,5.9,5.9,West Ham,8,1.16
M,158,Milivojevic,4.2,4.2,Crystal Palace,8,1.151
D,409,Walker-Peters,4.4,4.4,Southampton,33,1.15
M,48,Chukwuemeka,4.3,4.3,Chelsea,2,1.15
M,18,Sambi,4.3,4.3,Crystal Palace,43,1.146
M,460,Lanzini,5.1,5.1,West Ham,9,1.141
D,239,Firpo,4.5,4.5,Leeds,42,1.14
D,623,Caleta-Car,4.5,4.5,Southampton,34,1.137
M,536,Mangala,4.9,4.9,Nott'm Forest,40,1.136
F,62,Moore,5.1,5.1,Bournemouth,8,1.13
M,136,Loftus-Cheek,5.0,5.0,Chelsea,22,1.128
M,418,Djenepo,5.0,5.0,Southampton,4,1.114
D,1,Cédric,4.2,4.2,Fulham,13,1.11
F,585,Dennis,5.6,5.6,Nott'm Forest,11,1.107
D,435,Sánchez,4.3,4.3,Spurs,18,1.1
M,431,Lucas Moura,5.8,5.8,Spurs,4,1.099
D,439,Tanganga,3.9,3.9,Spurs,5,1.097
M,381,Colback,4.1,4.1,Nott'm Forest,13,1.095
D,471,Johnson,4.4,4.4,West Ham,8,1.092
D,309,Laporte,5.7,5.7,Man City,2,1.092
D,523,Toffolo,4.3,4.3,Nott'm Forest,10,1.08
M,441,Skipp,4.3,4.3,Spurs,46,1.078
D,59,Fredericks,4.4,4.4,Bournemouth,28,1.073
M,21,Maitland-Niles,4.8,4.8,Southampton,44,1.07
D,112,Cucurella,5.1,5.1,Chelsea,22,1.069
M,154,McArthur,4.8,4.8,Crystal Palace,9,1.064
D,520,Koulibaly,5.5,5.5,Chelsea,10,1.052
D,32,Chambers,4.2,4.2,Aston Villa,6,1.051
M,252,Mendy,4.3,4.3,Leicester,38,1.035
D,256,Ricardo,4.3,4.3,Leicester,3,1.029
G,473,Areola,4.3,4.3,West Ham,1,1.024
M,224,Forshaw,4.4,4.4,Leeds,4,1.024
M,512,Aribo,5.1,5.1,Southampton,5,1.021
M,164,Riedewald,4.3,4.3,Crystal Palace,2,1.018
G,401,McCarthy,4.3,4.3,Southampton,4,1.015
M,416,Diallo,4.2,4.2,Southampton,15,1.014
M,163,Hughes,4.8,4.8,Crystal Palace,34,1.014
G,72,Travers,4.2,4.2,Bournemouth,2,1.01
D,244,Kristensen,4.8,4.8,Leeds,18,1.008
D,174,Ferguson,3.9,3.9,Crystal Palace,3,1.003
D,613,Kurzawa,4.3,4.3,Fulham,5,1.001
M,245,Roca,4.8,4.8,Leeds,21,1.0
D,270,Thomas,4.0,4.0,Leicester,15,0.993
D,141,Chalobah,4.5,4.5,Chelsea,27,0.99
D,257,Amartey,4.0,4.0,Leicester,13,0.982
M,265,Ndidi,4.8,4.8,Leicester,31,0.98
D,65,Stacey,4.3,4.3,Bournemouth,12,0.977
D,156,Ward,4.4,4.4,Crystal Palace,29,0.963
D,209,Tosin,4.5,4.5,Fulham,9,0.942
M,524,O'Brien,4.8,4.8,Nott'm Forest,2,0.935
D,413,Lyanco,4.4,4.4,Southampton,11,0.925
D,267,Söyüncü,4.2,4.2,Leicester,2,0.922
D,379,Cook,4.3,4.3,Nott'm Forest,13,0.899
M,490,Chiquinho,5.0,5.0,Wolves,0,0.883
M,269,Soumaré,4.4,4.4,Leicester,15,0.866
D,420,Salisu,4.4,4.4,Southampton,6,0.861
D,71,Mepham,4.3,4.3,Bournemouth,22,0.855
D,489,Toti,3.9,3.9,Wolves,1,0.821
M,562,Solomon,4.9,4.9,Fulham,10,0.761
F,608,Kalajdžić,5.3,5.3,Wolves,0,0.348
M,293,Luis Díaz,7.8,7.8,Liverpool,0,0.128
F,411,Adams,6.2,6.2,Southampton,0,0.083
D,50,Diego Carlos,4.7,4.7,Aston Villa,1,0.073
F,397,Awoniyi,5.6,5.6,Nott'm Forest,0,0.068
D,290,Konaté,4.8,4.8,Liverpool,0,0.053
F,150,Broja,5.3,5.3,Chelsea,0,0.051
F,617,Aubameyang,8.4,8.4,Chelsea,1,0.045
M,508,Sinisterra,6.5,6.5,Leeds,0,0.044
M,4,Elneny,4.1,4.1,Arsenal,0,0.041
M,179,Townsend,5.4,5.4,Everton,0,0.032
G,35,Olsen,3.9,3.9,Aston Villa,1,0.03
M,277,Thiago,5.1,5.1,Liverpool,0,0.027
D,105,Duffy,4.3,4.3,Fulham,1,0.023
G,289,Kelleher,4.0,4.0,Liverpool,1,0.018
M,140,Pulisic,5.6,5.6,Chelsea,0,0.017
F,391,Surridge,4.7,4.7,Nott'm Forest,1,0.016
G,425,Lloris,5.5,5.5,Spurs,0,0.015
D,153,Tomkins,3.9,3.9,Crystal Palace,0,0.014
G,213,Rodák,4.3,4.3,Fulham,1,0.011
M,630,Nwaneri,4.5,4.5,Arsenal,0,0.009
M,204,Kebano,5.4,5.4,Fulham,0,0.007
G,518,Hennessey,3.9,3.9,Nott'm Forest,1,0.003
G,236,Klaesson,3.9,3.9,Leeds,0,0.003
D,598,Bevan,4.0,4.0,Bournemouth,0,0.0
M,609,Antony,7.3,7.3,Man Utd,0,0.0
F,594,Isak,6.6,6.6,Newcastle,0,0.0
D,595,Zanka,4.0,4.0,Brentford,0,0.0
F,596,Ferguson,4.6,4.6,Brighton,0,0.0
M,607,Smith,4.5,4.5,Arsenal,0,0.0
M,606,Vale,4.5,4.5,Chelsea,0,0.0
M,600,Knight,4.5,4.5,Man City,0,0.0
D,605,Welch,4.0,4.0,Everton,0,0.0
M,604,Phillips,4.5,4.5,Crystal Palace,0,0.0
M,599,Gomes,4.5,4.5,Man City,0,0.0
D,38,Hause,4.4,4.4,Aston Villa,0,0.0
M,27,Marquinhos,4.6,4.6,Arsenal,0,0.0
M,601,Rodney,4.5,4.5,Crystal Palace,0,0.0
F,597,Saydee,4.5,4.5,Bournemouth,0,0.0
M,36,Sanson,4.3,4.3,Aston Villa,0,0.0
M,22,Torreira,4.5,4.5,Arsenal,0,0.0
M,25,Fábio Vieira,5.6,5.6,Arsenal,14,0.0
G,626,Karius,3.9,3.9,Newcastle,0,0.0
D,638,Bogarde,4.0,4.0,Aston Villa,0,0.0
D,637,John,4.0,4.0,Everton,0,0.0
D,636,Parkes,4.0,4.0,Fulham,0,0.0
G,635,Bettinelli,4.0,4.0,Chelsea,0,0.0
F,634,Gordon,4.5,4.5,Crystal Palace,0,0.0
G,633,Cox,3.9,3.9,Brentford,0,0.0
M,632,Trevitt,4.4,4.4,Brentford,0,0.0
D,631,Sousa,4.0,4.0,Arsenal,0,0.0
G,627,Jakupović,4.0,4.0,Everton,0,0.0
D,17,Tavares,4.5,4.5,Arsenal,0,0.0
G,24,Turner,3.8,3.8,Arsenal,2,0.0
M,624,Edozie,4.7,4.7,Southampton,21,0.0
D,20,Pablo Marí,4.5,4.5,Arsenal,0,0.0
D,622,Larios,4.0,4.0,Southampton,0,0.0
D,621,Badé,4.5,4.5,Nott'm Forest,0,0.0
M,620,Arthur,4.8,4.8,Liverpool,5,0.0
F,619,Gnonto,5.1,5.1,Leeds,78,0.0
G,592,H.Davies,4.0,4.0,Liverpool,0,0.0
M,616,Zakaria,4.9,4.9,Chelsea,18,0.0
G,615,Kovár,4.0,4.0,Man Utd,0,0.0
M,593,Casemiro,4.9,4.9,Man Utd,0,0.0
F,52,Davis,5.4,5.4,Aston Villa,0,0.0
F,591,Ablade,4.5,4.5,Fulham,2,0.0
D,544,Van Hecke,4.0,4.0,Brighton,0,0.0
M,556,Coventry,4.4,4.4,West Ham,0,0.0
D,555,Ashby,3.8,3.8,Newcastle,0,0.0
M,554,Bryan,5.0,5.0,Spurs,0,0.0
M,553,Hammond,4.3,4.3,Nott'm Forest,0,0.0
M,552,Anderson,4.4,4.4,Newcastle,0,0.0
M,551,Iqbal,4.2,4.2,Man Utd,0,0.0
M,550,Amad,4.4,4.4,Man Utd,0,0.0
M,68,Pearson,4.4,4.4,Bournemouth,0,0.0
G,548,Iversen,3.8,3.8,Leicester,3,0.0
D,547,Drameh,4.0,4.0,Leeds,0,0.0
M,546,Harris,4.4,4.4,Fulham,0,0.0
D,543,Clarke,4.0,4.0,Brighton,0,0.0
G,590,Whitworth,4.0,4.0,Crystal Palace,1,0.0
G,542,Scherpen,4.0,4.0,Brighton,0,0.0
F,541,Dervişoğlu,4.5,4.5,Brentford,0,0.0
D,540,Stevens,4.0,4.0,Brentford,0,0.0
D,539,Hill,4.4,4.4,Bournemouth,0,0.0
D,537,Kesler Hayden,4.0,4.0,Aston Villa,0,0.0
M,74,Dembélé,4.7,4.7,Bournemouth,0,0.0
G,77,Dennis,3.9,3.9,Bournemouth,0,0.0
D,533,Martínez,4.5,4.5,Man Utd,0,0.0
D,532,Mbabu,4.3,4.3,Fulham,0,0.0
D,78,Jansson,4.2,4.2,Brentford,0,0.0
M,79,Nørgaard,5.3,5.3,Brentford,0,0.0
G,557,Smith,3.9,3.9,Wolves,0,0.0
D,558,Bueno,3.9,3.9,Wolves,43,0.0
D,559,Colwill,4.4,4.4,Brighton,0,0.0
M,560,Mills,4.4,4.4,Everton,1,0.0
M,41,Nakamba,4.3,4.3,Aston Villa,0,0.0
M,49,Iroegbunam,4.5,4.5,Aston Villa,0,0.0
D,586,Estupiñán,4.7,4.7,Brighton,0,0.0
M,51,El Ghazi,4.8,4.8,Aston Villa,0,0.0
G,581,Smithies,3.9,3.9,Leicester,0,0.0
M,580,Damsgaard,5.0,5.0,Brentford,0,0.0
M,579,Guedes,5.8,5.8,Wolves,0,0.0
G,578,Robles,4.0,4.0,Leeds,0,0.0
F,54,Archer,4.2,4.2,Aston Villa,0,0.0
M,55,Philogene-Bidace,4.5,4.5,Aston Villa,0,0.0
D,56,Guilbert,3.9,3.9,Aston Villa,0,0.0
M,60,Brooks,5.3,5.3,Bournemouth,0,0.0
M,61,Lowe,5.2,5.2,Bournemouth,0,0.0
M,572,Oko-Flex,4.4,4.4,West Ham,0,0.0
G,571,Randolph,4.0,4.0,Bournemouth,0,0.0
M,63,Marcondes,4.7,4.7,Bournemouth,0,0.0
M,569,Garnacho,4.2,4.2,Man Utd,0,0.0
M,568,Campbell,4.4,4.4,Wolves,0,0.0
M,567,Ronan,4.4,4.4,Wolves,0,0.0
M,566,Hodge,4.4,4.4,Wolves,1,0.0
M,565,Gray,4.5,4.5,Leeds,0,0.0
D,563,Chambers,4.0,4.0,Liverpool,0,0.0
M,561,Warrington,4.4,4.4,Everton,0,0.0
M,639,Braybrooke,4.5,4.5,Leicester,0,0.0
M,643,Mainoo,4.5,4.5,Man Utd,0,0.0
D,640,Turns,4.0,4.0,Brighton,0,0.0
M,728,Sabitzer,4.9,4.9,Man Utd,0,0.0
M,726,Lukic,4.5,4.5,Fulham,23,0.0
M,725,Ahamada,4.5,4.5,Crystal Palace,2,0.0
M,724,Enzo,5.0,5.0,Chelsea,78,0.0
M,723,H.Traorè,4.5,4.5,Bournemouth,78,0.0
D,722,Zabarnyi,4.5,4.5,Bournemouth,0,0.0
M,721,João Gomes,4.5,4.5,Wolves,7,0.0
M,720,McKennie,4.9,4.9,Leeds,69,0.0
M,719,Ayari,4.5,4.5,Brighton,0,0.0
D,718,Viña,4.5,4.5,Bournemouth,14,0.0
G,717,Bentley,4.0,4.0,Wolves,0,0.0
D,716,Bree,4.5,4.5,Southampton,31,0.0
M,715,Tetê,5.5,5.5,Leicester,70,0.0
F,714,Semenyo,5.0,5.0,Bournemouth,35,0.0
M,713,Danjuma,6.4,6.4,Spurs,9,0.0
M,712,Perrone,4.4,4.4,Man City,1,0.0
F,711,Durán,5.5,5.5,Aston Villa,8,0.0
D,710,Kiwior,4.0,4.0,Arsenal,1,0.0
D,709,Kristiansen,4.5,4.5,Leicester,69,0.0
M,708,Madueke,5.5,5.5,Chelsea,38,0.0
G,707,Sinisalo,4.0,4.0,Aston Villa,0,0.0
F,706,Pollock,4.5,4.5,Bournemouth,0,0.0
M,705,Ouattara,5.0,5.0,Bournemouth,62,0.0
M,704,Sarabia,5.5,5.5,Wolves,67,0.0
M,703,Danilo,4.5,4.5,Nott'm Forest,27,0.0
M,702,Andrey Santos,4.5,4.5,Chelsea,0,0.0
D,727,Souttar,4.5,4.5,Leicester,86,0.0
G,729,Navas,4.5,4.5,Nott'm Forest,89,0.0
M,641,Godo,4.5,4.5,Fulham,0,0.0
D,730,Felipe,4.5,4.5,Nott'm Forest,84,0.0
G,10351,Gabriel Slonina,99.9,99.9,Chelsea,1,0.0
G,10264,Jed Steer,99.9,99.9,Aston Villa,0,0.0
F,10263,Mason Greenwood,99.9,99.9,Man Utd,0,0.0
M,10249,Matty Longstaff,99.9,99.9,Newcastle,0,0.0
D,10241,Benjamin Mendy,99.9,99.9,Man City,0,0.0
D,10201,Teden Mengi,99.9,99.9,Man Utd,0,0.0
G,10150,Andy Lonergan,99.9,99.9,Everton,0,0.0
G,10104,Mark Gillespie,99.9,99.9,Newcastle,0,0.0
G,10023,Alfie Whiteman,99.9,99.9,Spurs,2,0.0
D,746,Casey,4.0,4.0,West Ham,0,0.0
G,745,Zych,4.0,4.0,Aston Villa,0,0.0
D,744,Swinkels,4.0,4.0,Aston Villa,0,0.0
D,743,Monteiro,4.0,4.0,Leeds,3,0.0
D,742,Chilokoa-Mullen,4.0,4.0,Leeds,3,0.0
M,741,Miley,4.5,4.5,Newcastle,0,0.0
G,740,Hegyi,3.9,3.9,West Ham,0,0.0
G,739,Anang,4.0,4.0,West Ham,0,0.0
D,738,Kinsey-Wellings,4.0,4.0,Bournemouth,0,0.0
D,737,Greenwood,4.0,4.0,Bournemouth,0,0.0
D,736,Offiah,4.0,4.0,Brighton,0,0.0
M,735,Marçal-Madivadua,4.5,4.5,Leicester,0,0.0
M,734,A.Ayew,5.0,5.0,Nott'm Forest,16,0.0
D,733,Pedro Porro,4.9,4.9,Spurs,33,0.0
F,732,Onuachu,5.5,5.5,Southampton,75,0.0
M,731,Kamaldeen,5.0,5.0,Southampton,60,0.0
F,701,Weghorst,5.8,5.8,Man Utd,0,0.0
F,700,Rutter,5.4,5.4,Leeds,42,0.0
M,699,Mudryk,6.8,6.8,Chelsea,39,0.0
M,698,Lemina,4.5,4.5,Wolves,71,0.0
M,668,Cozier-Duberry,4.5,4.5,Arsenal,0,0.0
