Pos,ID,Name,BV,SV,Team,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,18_xMins,18_Pts,19_xMins,19_Pts,20_xMins,20_Pts,21_xMins,21_Pts,22_xMins,22_Pts,23_xMins,23_Pts,24_xMins,24_Pts,25_xMins,25_Pts
D,290.0,Alexander-Arnold,79,79,Liverpool,85.0,5.279,85.0,5.086,85.0,4.363,85.0,4.589,85.0,3.742,85.0,4.907,85.0,3.598,85.0,4.671,85.0,3.759,85.0,3.313,85.0,5.974,85.0,3.54
F,85.0,Solanke,65,65,Bournemouth,88.0,3.983,88.0,4.412,88.0,4.201,88.0,5.212,88.0,4.448,88.0,4.537,88.0,4.046,88.0,3.877,88.0,4.403,88.0,4.623,88.0,4.495,88.0,3.815
M,396.0,Rashford,86,86,Man Utd,84.0,3.729,84.0,3.914,84.0,4.79,84.0,3.761,84.0,4.495,84.0,4.17,84.0,4.644,84.0,4.362,84.0,4.619,84.0,4.628,84.0,4.059,84.0,4.658
M,689.0,Kudus,66,66,West Ham,75.0,4.392,75.0,3.919,75.0,4.347,75.0,4.465,75.0,4.133,75.0,3.686,75.0,3.96,75.0,5.465,75.0,4.536,75.0,4.046,75.0,3.762,75.0,4.419
M,309.0,Szoboszlai,71,71,Liverpool,84.0,4.53,84.0,4.549,84.0,4.264,84.0,4.202,84.0,3.907,84.0,4.506,84.0,3.786,84.0,4.432,84.0,3.827,84.0,3.791,84.0,4.755,84.0,3.833
M,12.0,Martinelli,78,78,Arsenal,78.0,4.567,78.0,4.433,78.0,3.795,78.0,3.978,78.0,3.686,78.0,4.405,78.0,4.267,78.0,4.391,78.0,4.368,78.0,3.8,78.0,4.233,78.0,4.427
D,206.0,James,54,54,Chelsea,75.0,3.648,75.0,3.575,75.0,4.068,75.0,5.741,75.0,4.422,75.0,4.458,75.0,4.798,75.0,4.652,75.0,2.988,75.0,5.063,75.0,4.015,75.0,2.486
M,412.0,Gordon,59,59,Newcastle,78.0,4.176,78.0,4.125,78.0,3.863,78.0,4.476,78.0,4.405,78.0,4.605,78.0,3.536,78.0,3.485,78.0,3.673,78.0,4.671,78.0,4.356,78.0,4.534
D,369.0,Walker,53,53,Man City,76.0,4.392,76.0,3.185,76.0,4.569,76.0,4.774,0.0,0.0,76.0,4.121,76.0,8.588,76.0,2.952,76.0,5.399,76.0,3.314,76.0,4.957,76.0,3.634
F,468.0,Wood,49,49,Nott'm Forest,75.0,4.239,75.0,4.292,75.0,4.406,75.0,4.006,75.0,4.708,75.0,3.665,75.0,4.134,75.0,3.909,75.0,3.828,75.0,4.626,75.0,3.763,75.0,4.272
D,313.0,Van Dijk,61,61,Liverpool,85.0,4.986,85.0,4.769,85.0,4.103,85.0,4.319,85.0,3.52,85.0,4.59,85.0,3.344,85.0,4.326,85.0,3.496,85.0,3.1,85.0,5.648,85.0,3.28
D,311.0,Tsimikas,47,47,Liverpool,70.0,4.884,70.0,4.743,70.0,4.104,70.0,4.242,70.0,3.483,70.0,4.578,70.0,3.412,70.0,4.374,70.0,3.558,70.0,3.125,70.0,5.515,70.0,3.385
G,352.0,Ederson,55,55,Man City,89.0,4.274,89.0,3.19,89.0,4.295,89.0,4.529,0.0,0.0,89.0,3.932,89.0,8.303,89.0,3.054,89.0,5.155,89.0,3.341,89.0,4.731,89.0,3.609
G,424.0,Pope,55,55,Newcastle,89.0,4.072,89.0,3.788,89.0,3.524,89.0,4.469,89.0,4.249,89.0,4.906,89.0,3.064,89.0,2.955,89.0,3.243,89.0,5.307,89.0,4.041,89.0,4.707
D,20.0,Saliba,55,55,Arsenal,88.0,5.032,88.0,4.553,88.0,3.082,88.0,3.622,88.0,2.879,88.0,4.644,88.0,4.038,88.0,4.594,88.0,4.219,88.0,3.255,88.0,3.958,88.0,4.42
M,43.0,Douglas Luiz,56,56,Aston Villa,85.0,4.438,85.0,3.283,85.0,3.711,85.0,3.438,85.0,4.931,85.0,3.603,85.0,4.557,85.0,3.853,85.0,3.536,85.0,4.63,85.0,3.894,85.0,3.979
M,678.0,Doku,67,67,Man City,64.0,3.937,64.0,3.629,64.0,4.479,64.0,4.198,0.0,0.0,64.0,3.954,64.0,7.657,64.0,3.553,64.0,4.75,64.0,3.703,64.0,4.157,64.0,3.751
G,275.0,Leno,47,47,Fulham,89.0,3.269,89.0,4.574,89.0,4.247,89.0,3.263,89.0,4.769,89.0,4.085,89.0,3.591,89.0,3.249,89.0,4.201,89.0,4.337,89.0,4.451,89.0,3.535
D,368.0,Stones,53,53,Man City,73.0,4.242,73.0,3.077,73.0,4.292,73.0,4.484,0.0,0.0,73.0,3.903,73.0,8.156,73.0,2.851,73.0,5.081,73.0,3.204,73.0,4.704,73.0,3.501
D,112.0,Pinnock,46,46,Brentford,88.0,5.491,88.0,3.475,88.0,4.684,88.0,3.619,0.0,0.0,88.0,4.947,88.0,6.0,88.0,5.088,88.0,3.732,88.0,2.733,88.0,4.345,88.0,3.267
M,365.0,Rodri,56,56,Man City,85.0,3.882,85.0,3.542,85.0,4.323,85.0,4.313,0.0,0.0,85.0,4.01,85.0,7.488,85.0,3.485,85.0,4.592,85.0,3.61,85.0,4.24,85.0,3.673
F,293.0,Darwin,76,76,Liverpool,68.0,3.988,68.0,4.765,68.0,3.929,68.0,3.755,68.0,3.578,68.0,4.186,68.0,3.523,68.0,4.164,68.0,3.531,68.0,3.542,68.0,4.207,68.0,3.623
M,501.0,Kulusevski,70,70,Spurs,78.0,3.37,78.0,4.094,78.0,3.645,78.0,4.112,78.0,4.081,78.0,3.664,78.0,4.252,78.0,3.74,78.0,3.78,78.0,3.939,78.0,3.771,78.0,4.234
D,342.0,Aké,50,50,Man City,63.0,4.046,63.0,3.189,63.0,4.285,63.0,4.359,0.0,0.0,63.0,3.884,63.0,7.815,63.0,3.034,63.0,4.775,63.0,3.329,63.0,4.437,63.0,3.486
D,31.0,Zinchenko,51,51,Arsenal,65.0,4.616,65.0,4.413,65.0,3.108,65.0,3.518,65.0,2.964,65.0,4.323,65.0,3.852,65.0,4.306,65.0,4.007,65.0,3.28,65.0,3.77,65.0,4.45
D,427.0,Schär,52,52,Newcastle,85.0,3.981,85.0,3.676,85.0,3.272,85.0,4.515,85.0,4.302,85.0,4.943,85.0,2.615,85.0,2.425,85.0,2.802,85.0,5.367,85.0,3.959,85.0,4.738
G,113.0,Raya,49,49,Arsenal,87.0,4.708,87.0,4.269,87.0,3.201,87.0,3.541,87.0,3.005,87.0,4.378,87.0,3.833,87.0,4.297,87.0,4.015,87.0,3.312,87.0,3.801,87.0,4.135
F,225.0,Edouard,55,55,Crystal Palace,75.0,3.973,75.0,4.218,75.0,3.556,75.0,3.458,75.0,3.758,75.0,3.533,75.0,3.754,75.0,3.62,75.0,5.106,75.0,3.732,75.0,3.58,75.0,3.888
M,664.0,Ward-Prowse,62,62,West Ham,83.0,4.043,83.0,3.492,83.0,3.959,83.0,4.126,83.0,3.784,83.0,3.487,83.0,3.596,83.0,4.197,83.0,4.196,83.0,3.653,83.0,3.607,83.0,4.023
M,542.0,Soucek,49,49,West Ham,77.0,3.994,77.0,3.606,77.0,3.934,77.0,4.11,77.0,3.851,77.0,3.448,77.0,3.697,77.0,4.065,77.0,4.095,77.0,3.751,77.0,3.537,77.0,4.009
F,246.0,Calvert-Lewin,58,58,Everton,80.0,4.018,80.0,3.609,80.0,3.686,80.0,4.354,80.0,3.7,80.0,3.571,80.0,4.03,80.0,3.688,80.0,4.029,80.0,3.761,80.0,3.496,80.0,4.028
G,145.0,Sánchez,46,46,Chelsea,89.0,3.501,89.0,3.473,89.0,3.694,89.0,5.029,89.0,3.871,89.0,4.084,89.0,4.13,89.0,4.251,89.0,2.942,89.0,4.411,89.0,3.74,89.0,2.707
G,301.0,Kelleher,39,39,Liverpool,89.0,4.432,89.0,4.177,89.0,3.686,89.0,3.959,89.0,3.375,89.0,4.055,89.0,3.3,89.0,3.888,89.0,3.354,89.0,3.042,89.0,5.046,89.0,3.227
D,584.0,Pau,46,46,Aston Villa,84.0,3.98,84.0,2.508,84.0,3.23,84.0,3.083,84.0,5.249,84.0,3.366,84.0,5.054,84.0,3.775,84.0,3.085,84.0,4.315,84.0,3.955,84.0,3.863
F,119.0,Wissa,59,59,Brentford,75.0,4.217,75.0,3.719,75.0,4.236,75.0,3.64,0.0,0.0,75.0,4.112,75.0,6.59,75.0,4.158,75.0,3.712,75.0,3.452,75.0,4.072,75.0,3.518
M,378.0,Elanga,50,50,Nott'm Forest,77.0,3.957,77.0,3.894,77.0,3.981,77.0,3.702,77.0,4.144,77.0,3.405,77.0,3.739,77.0,3.549,77.0,3.528,77.0,4.017,77.0,3.501,77.0,3.975
M,539.0,Paquetá,60,60,West Ham,84.0,3.873,84.0,3.516,84.0,3.813,84.0,4.098,84.0,3.694,84.0,3.363,84.0,3.585,84.0,4.117,84.0,4.21,84.0,3.559,84.0,3.497,84.0,3.832
M,50.0,McGinn,55,55,Aston Villa,78.0,3.861,78.0,3.266,78.0,3.573,78.0,3.391,78.0,4.202,78.0,3.572,78.0,4.154,78.0,3.656,78.0,3.428,78.0,3.976,78.0,3.732,78.0,3.815
M,270.0,De Cordova-Reid,54,54,Fulham,75.0,3.299,75.0,4.023,75.0,3.886,75.0,3.296,75.0,4.094,75.0,3.892,75.0,3.447,75.0,3.325,75.0,3.85,75.0,3.977,75.0,4.003,75.0,3.521
M,106.0,Jensen,54,54,Brentford,75.0,4.323,75.0,3.531,75.0,4.177,75.0,3.569,0.0,0.0,75.0,4.074,75.0,6.371,75.0,4.15,75.0,3.575,75.0,3.361,75.0,3.942,75.0,3.519
D,129.0,Dunk,50,50,Brighton,80.0,2.637,80.0,3.557,80.0,4.822,80.0,2.492,80.0,3.581,80.0,3.813,80.0,3.607,80.0,4.403,80.0,4.087,80.0,4.007,80.0,3.281,80.0,4.118
G,49.0,Martínez,49,49,Aston Villa,89.0,3.769,89.0,2.813,89.0,3.303,89.0,3.178,89.0,4.898,89.0,3.358,89.0,4.703,89.0,3.583,89.0,3.193,89.0,4.025,89.0,3.823,89.0,3.656
D,197.0,Colwill,45,45,Chelsea,88.0,3.243,88.0,3.182,88.0,3.644,88.0,5.14,88.0,3.846,88.0,4.07,88.0,4.175,88.0,4.249,88.0,2.519,88.0,4.501,88.0,3.62,88.0,2.05
D,419.0,Lascelles,41,41,Newcastle,80.0,3.775,80.0,3.454,80.0,3.047,80.0,4.303,80.0,4.102,80.0,4.734,80.0,2.426,80.0,2.25,80.0,2.609,80.0,5.157,80.0,3.759,80.0,4.534
D,377.0,Dalot,50,50,Man Utd,84.0,2.769,84.0,3.375,84.0,4.6,84.0,2.785,84.0,3.777,84.0,3.38,84.0,4.079,84.0,3.74,84.0,3.973,84.0,4.203,84.0,3.035,84.0,4.309
M,249.0,A.Doucouré,55,55,Everton,85.0,3.98,85.0,3.354,85.0,3.413,85.0,4.113,85.0,3.573,85.0,3.229,85.0,3.964,85.0,3.509,85.0,3.908,85.0,3.689,85.0,3.139,85.0,3.981
D,5.0,Gabriel,49,49,Arsenal,82.0,4.63,82.0,4.158,82.0,2.763,82.0,3.29,82.0,2.562,82.0,4.253,82.0,3.643,82.0,4.197,82.0,3.824,82.0,2.937,82.0,3.568,82.0,4.025
F,590.0,Cunha,55,55,Wolves,78.0,3.388,78.0,3.989,78.0,3.963,78.0,3.811,78.0,3.424,78.0,3.537,78.0,3.719,78.0,3.526,78.0,3.674,78.0,3.357,78.0,3.603,78.0,3.543
M,122.0,Adingra,50,50,Brighton,67.0,3.085,67.0,3.279,67.0,3.831,67.0,3.142,67.0,3.569,67.0,3.324,67.0,3.572,67.0,3.737,67.0,4.496,67.0,3.636,67.0,3.242,67.0,4.52
G,524.0,Areola,43,43,West Ham,89.0,3.834,89.0,3.374,89.0,3.587,89.0,4.045,89.0,3.666,89.0,3.045,89.0,3.387,89.0,3.956,89.0,4.096,89.0,3.359,89.0,3.237,89.0,3.712
D,611.0,Disasi,50,50,Chelsea,79.0,3.184,79.0,3.111,79.0,3.537,79.0,4.981,79.0,3.706,79.0,3.954,79.0,4.031,79.0,4.131,79.0,2.502,79.0,4.354,79.0,3.509,79.0,2.045
G,520.0,Vicario,52,52,Spurs,89.0,2.696,89.0,3.96,89.0,3.179,89.0,3.771,89.0,3.932,89.0,3.165,89.0,4.199,89.0,3.385,89.0,3.435,89.0,3.572,89.0,3.412,89.0,4.156
M,661.0,Harrison,55,55,Everton,76.0,3.882,76.0,3.328,76.0,3.382,76.0,3.998,76.0,3.39,76.0,3.173,76.0,3.825,76.0,3.412,76.0,3.817,76.0,3.517,76.0,3.072,76.0,3.908
D,519.0,Udogie,48,48,Spurs,80.0,2.208,80.0,4.106,80.0,2.988,80.0,3.919,80.0,4.115,80.0,3.013,80.0,4.412,80.0,3.205,80.0,3.344,80.0,3.618,80.0,3.342,80.0,4.371
M,202.0,Gallagher,54,54,Chelsea,77.0,3.328,77.0,3.353,77.0,3.532,77.0,4.005,77.0,3.677,77.0,3.712,77.0,3.761,77.0,3.768,77.0,3.078,77.0,3.844,77.0,3.587,77.0,2.912
D,260.0,Mykolenko,44,44,Everton,75.0,4.007,75.0,3.114,75.0,3.364,75.0,4.339,75.0,3.431,75.0,2.628,75.0,3.92,75.0,3.369,75.0,3.845,75.0,3.783,75.0,2.424,75.0,4.175
D,42.0,Digne,47,47,Aston Villa,78.0,3.743,78.0,2.272,78.0,2.92,78.0,2.845,78.0,4.999,78.0,3.032,78.0,4.803,78.0,3.553,78.0,2.867,78.0,4.071,78.0,3.623,78.0,3.599
M,447.0,Gibbs-White,57,57,Nott'm Forest,84.0,3.658,84.0,3.616,84.0,3.665,84.0,3.435,84.0,3.825,84.0,3.187,84.0,3.515,84.0,3.298,84.0,3.33,84.0,3.71,84.0,3.298,84.0,3.646
F,326.0,Morris,53,53,Luton,75.0,3.421,75.0,3.42,75.0,3.239,75.0,3.731,75.0,3.286,75.0,3.823,75.0,3.33,75.0,3.744,75.0,3.466,75.0,3.235,75.0,3.844,75.0,3.625
D,217.0,Thiago Silva,50,50,Chelsea,88.0,3.081,88.0,2.998,88.0,3.444,88.0,4.904,88.0,3.604,88.0,3.851,88.0,3.941,88.0,4.03,88.0,2.431,88.0,4.258,88.0,3.401,88.0,1.97
G,482.0,Foderingham,45,45,Sheffield Utd,89.0,3.939,89.0,3.229,89.0,3.423,89.0,3.048,89.0,2.967,89.0,4.551,89.0,2.703,89.0,3.938,89.0,3.48,89.0,3.253,89.0,3.982,89.0,3.344
D,302.0,Konaté,49,49,Liverpool,78.0,4.265,78.0,4.027,78.0,3.404,78.0,3.68,78.0,2.928,78.0,3.847,78.0,2.875,78.0,3.616,78.0,3.02,78.0,2.525,78.0,4.88,78.0,2.789
G,597.0,Onana,48,48,Man Utd,89.0,2.858,89.0,3.312,89.0,4.142,89.0,2.856,89.0,3.518,89.0,3.321,89.0,3.677,89.0,3.594,89.0,3.641,89.0,3.898,89.0,3.046,89.0,3.886
M,267.0,Andreas,53,53,Fulham,70.0,3.145,70.0,3.742,70.0,3.56,70.0,3.154,70.0,3.829,70.0,3.543,70.0,3.239,70.0,3.217,70.0,3.614,70.0,3.63,70.0,3.757,70.0,3.25
D,506.0,Pedro Porro,53,53,Spurs,76.0,2.155,76.0,4.007,76.0,2.941,76.0,3.835,76.0,4.023,76.0,2.943,76.0,4.306,76.0,3.134,76.0,3.26,76.0,3.542,76.0,3.26,76.0,4.271
D,633.0,Livramento,43,43,Newcastle,70.0,3.481,70.0,3.261,70.0,2.946,70.0,3.946,70.0,3.782,70.0,4.34,70.0,2.38,70.0,2.216,70.0,2.544,70.0,4.735,70.0,3.47,70.0,4.164
M,540.0,Rice,54,54,Arsenal,85.0,3.742,85.0,3.61,85.0,3.066,85.0,3.251,85.0,3.012,85.0,3.607,85.0,3.496,85.0,3.616,85.0,3.54,85.0,3.124,85.0,3.436,85.0,3.608
M,416.0,Joelinton,58,58,Newcastle,75.0,3.395,75.0,3.32,75.0,3.142,75.0,3.61,75.0,3.668,75.0,3.707,75.0,2.98,75.0,2.913,75.0,3.037,75.0,3.911,75.0,3.492,75.0,3.721
G,230.0,Johnstone,47,47,Crystal Palace,89.0,3.596,89.0,4.175,89.0,3.091,89.0,2.621,89.0,3.37,89.0,2.977,89.0,3.403,89.0,3.085,89.0,4.574,89.0,3.056,89.0,3.27,89.0,3.554
G,101.0,Flekken,45,45,Brentford,89.0,4.57,89.0,2.987,89.0,3.873,89.0,3.212,0.0,0.0,89.0,4.082,89.0,5.324,89.0,4.179,89.0,3.227,89.0,2.698,89.0,3.538,89.0,3.049
G,569.0,Sá,50,50,Wolves,89.0,2.899,89.0,4.261,89.0,4.076,89.0,3.437,89.0,3.089,89.0,2.934,89.0,3.794,89.0,2.907,89.0,3.529,89.0,2.964,89.0,3.234,89.0,3.107
F,485.0,McBurnie,54,54,Sheffield Utd,78.0,3.472,78.0,3.279,78.0,3.324,78.0,3.234,78.0,3.151,78.0,3.601,78.0,3.154,78.0,3.46,78.0,3.395,78.0,3.232,78.0,3.549,78.0,3.304
M,86.0,Tavernier,54,54,Bournemouth,72.0,3.102,72.0,3.378,72.0,3.207,72.0,3.837,72.0,3.49,72.0,3.51,72.0,3.131,72.0,3.06,72.0,3.394,72.0,3.613,72.0,3.422,72.0,2.982
M,280.0,Palhinha,50,50,Fulham,85.0,2.957,85.0,3.612,85.0,3.448,85.0,2.944,85.0,3.703,85.0,3.472,85.0,3.199,85.0,2.983,85.0,3.41,85.0,3.578,85.0,3.59,85.0,3.084
D,606.0,Igor,43,43,Brighton,72.0,2.46,72.0,3.124,72.0,4.34,72.0,2.364,72.0,3.185,72.0,3.367,72.0,3.217,72.0,3.955,72.0,3.668,72.0,3.57,72.0,2.881,72.0,3.691
D,350.0,Dias,55,55,Man City,65.0,3.529,65.0,2.617,65.0,3.6,65.0,3.729,0.0,0.0,65.0,3.284,65.0,6.801,65.0,2.443,65.0,4.231,65.0,2.723,65.0,3.905,65.0,2.945
D,544.0,Zouma,45,45,West Ham,86.0,3.669,86.0,2.911,86.0,3.364,86.0,3.942,86.0,3.358,86.0,2.402,86.0,2.976,86.0,3.858,86.0,3.976,86.0,2.981,86.0,2.747,86.0,3.561
D,528.0,Coufal,46,46,West Ham,77.0,3.648,77.0,2.85,77.0,3.339,77.0,3.94,77.0,3.264,77.0,2.343,77.0,2.91,77.0,3.86,77.0,3.98,77.0,2.885,77.0,2.691,77.0,3.561
M,402.0,Almirón,62,62,Newcastle,68.0,3.241,68.0,3.202,68.0,3.049,68.0,3.419,68.0,3.503,68.0,3.548,68.0,2.896,68.0,2.846,68.0,2.958,68.0,3.722,68.0,3.355,68.0,3.51
M,382.0,Garnacho,47,47,Man Utd,65.0,3.01,65.0,3.087,65.0,3.555,65.0,3.012,65.0,3.348,65.0,3.1,65.0,3.451,65.0,3.207,65.0,3.438,65.0,3.409,65.0,3.054,65.0,3.566
D,48.0,Konsa,45,45,Aston Villa,84.0,3.411,84.0,2.08,84.0,2.698,84.0,2.615,84.0,4.677,84.0,2.806,84.0,4.482,84.0,3.241,84.0,2.645,84.0,3.746,84.0,3.392,84.0,3.294
D,220.0,Andersen,52,52,Crystal Palace,85.0,3.555,85.0,4.308,85.0,2.866,85.0,2.104,85.0,3.208,85.0,2.74,85.0,3.294,85.0,2.676,85.0,4.839,85.0,2.828,85.0,3.104,85.0,3.553
M,26.0,Trossard,65,65,Arsenal,45.0,3.398,45.0,4.249,45.0,2.882,45.0,2.979,45.0,2.853,45.0,3.201,45.0,3.211,45.0,3.182,45.0,3.364,45.0,2.904,45.0,3.158,45.0,3.684
M,392.0,McTominay,48,48,Man Utd,65.0,2.887,65.0,2.963,65.0,3.483,65.0,2.889,65.0,3.252,65.0,2.986,65.0,3.39,65.0,3.059,65.0,3.347,65.0,3.314,65.0,2.94,65.0,4.25
M,450.0,Johnson,58,58,Spurs,70.0,2.83,70.0,3.353,70.0,3.032,70.0,3.374,70.0,3.338,70.0,3.036,70.0,3.478,70.0,3.092,70.0,3.121,70.0,3.235,70.0,3.106,70.0,3.466
D,496.0,Dier,42,42,Spurs,80.0,2.015,80.0,3.648,80.0,2.774,80.0,3.443,80.0,3.721,80.0,2.719,80.0,3.913,80.0,2.83,80.0,3.088,80.0,3.235,80.0,3.036,80.0,3.877
F,617.0,Højlund,70,70,Man Utd,76.0,3.027,76.0,3.074,76.0,3.337,76.0,3.029,76.0,3.229,76.0,3.125,76.0,3.3,76.0,3.157,76.0,3.288,76.0,3.265,76.0,3.079,76.0,3.357
D,25.0,Tomiyasu,45,45,Arsenal,65.0,3.942,65.0,3.638,65.0,2.511,65.0,2.869,65.0,2.361,65.0,3.617,65.0,3.162,65.0,3.562,65.0,3.353,65.0,2.622,65.0,3.119,65.0,3.493
G,614.0,Kaminski,45,45,Luton,89.0,2.92,89.0,2.989,89.0,2.702,89.0,3.307,89.0,2.974,89.0,3.621,89.0,3.05,89.0,3.556,89.0,2.991,89.0,2.676,89.0,4.178,89.0,3.259
D,688.0,Castagne,45,45,Fulham,82.0,2.178,82.0,3.919,82.0,3.56,82.0,2.174,82.0,4.19,82.0,3.324,82.0,2.652,82.0,2.357,82.0,3.592,82.0,3.666,82.0,3.799,82.0,2.731
F,33.0,Archer,46,46,Sheffield Utd,75.0,3.414,75.0,3.045,75.0,3.079,75.0,3.009,75.0,3.029,75.0,3.434,75.0,2.937,75.0,3.31,75.0,3.321,75.0,3.065,75.0,3.397,75.0,3.093
M,372.0,Antony,68,68,Man Utd,70.0,2.914,70.0,3.054,70.0,3.419,70.0,2.945,70.0,3.211,70.0,3.068,70.0,3.309,70.0,3.146,70.0,3.294,70.0,3.304,70.0,2.994,70.0,3.439
D,234.0,Mitchell,47,47,Crystal Palace,83.0,3.454,83.0,4.17,83.0,2.772,83.0,2.038,83.0,3.128,83.0,2.645,83.0,3.208,83.0,2.572,83.0,4.681,83.0,2.747,83.0,3.01,83.0,3.434
D,401.0,Wan-Bissaka,44,44,Man Utd,70.0,2.372,70.0,2.881,70.0,3.985,70.0,2.381,70.0,3.221,70.0,2.889,70.0,3.512,70.0,3.219,70.0,3.41,70.0,3.58,70.0,2.61,70.0,3.752
G,710.0,Odysseas,45,45,Nott'm Forest,85.0,3.456,85.0,3.149,85.0,3.257,85.0,3.218,85.0,3.67,85.0,2.584,85.0,3.208,85.0,2.765,85.0,2.796,85.0,3.28,85.0,2.888,85.0,3.489
M,110.0,Nørgaard,54,54,Brentford,77.0,3.648,77.0,2.964,77.0,3.474,77.0,3.022,0.0,0.0,77.0,3.525,77.0,5.29,77.0,3.565,77.0,3.023,77.0,2.81,77.0,3.366,77.0,2.966
D,387.0,Maguire,43,43,Man Utd,75.0,2.323,75.0,2.886,75.0,3.947,75.0,2.327,75.0,3.217,75.0,2.9,75.0,3.458,75.0,3.253,75.0,3.392,75.0,3.623,75.0,2.58,75.0,3.683
D,522.0,Aguerd,45,45,West Ham,85.0,3.471,85.0,2.834,85.0,3.165,85.0,3.734,85.0,3.153,85.0,2.21,85.0,2.845,85.0,3.661,85.0,3.769,85.0,2.777,85.0,2.555,85.0,3.358
G,596.0,Trafford,45,45,Burnley,89.0,4.141,89.0,3.252,89.0,2.667,89.0,3.468,89.0,3.148,89.0,2.821,89.0,2.632,89.0,4.123,89.0,2.337,89.0,3.527,89.0,2.554,89.0,2.843
