Pos,ID,Name,BV,SV,Team,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts
M,22,Torreira,4.5,4.5,Arsenal,2,0.10,4,0.19,5,0.24,3,0.18,4,0.22
M,23,Nelson,5.0,5.0,Arsenal,0,0.02,0,0.04,1,0.07,1,0.10,1,0.08
G,24,Turner,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01
M,25,Fábio Vieira,6.0,6.0,Arsenal,14,0.75,14,0.83,15,0.85,16,0.98,16,0.92
D,26,Saliba,4.5,4.5,Arsenal,24,0.92,28,1.21,32,1.40,32,1.57,36,1.58
M,27,Marquinhos,5.0,5.0,Arsenal,0,0.00,0,0.01,0,0.01,0,0.01,0,0.03
F,28,Jesus,8.0,8.0,Arsenal,80,4.21,79,4.62,75,4.38,74,4.90,72,4.29
M,29,Coutinho,7.0,7.0,Aston Villa,71,3.79,69,3.97,66,3.21,64,3.51,64,2.79
F,30,Ings,7.0,7.0,Aston Villa,45,2.75,41,2.71,45,2.51,46,2.80,41,2.08
G,31,Martínez,5.0,5.0,Aston Villa,89,3.61,89,3.71,89,3.36,88,3.52,87,3.09
D,32,Chambers,4.5,4.5,Aston Villa,12,0.48,19,0.79,19,0.61,19,0.70,18,0.47
D,33,Digne,5.0,5.0,Aston Villa,80,3.53,78,3.71,76,2.74,74,3.12,74,2.08
M,34,Traoré,5.0,5.0,Aston Villa,11,0.76,11,0.75,12,0.74,12,0.80,14,0.80
G,35,Olsen,4.0,4.0,Aston Villa,1,0.04,1,0.05,1,0.06,2,0.08,2,0.09
M,36,Sanson,4.5,4.5,Aston Villa,7,0.37,9,0.47,11,0.54,11,0.55,12,0.55
M,37,McGinn,5.5,5.5,Aston Villa,78,2.58,77,2.63,74,2.28,76,2.46,76,2.17
D,38,Hause,4.5,4.5,Aston Villa,4,0.17,7,0.28,8,0.27,6,0.24,5,0.17
D,39,Mings,4.5,4.5,Aston Villa,84,3.14,81,3.27,77,2.35,74,2.65,72,1.72
F,40,Watkins,7.5,7.5,Aston Villa,82,3.99,80,4.19,78,3.49,76,3.74,75,3.02
M,41,Nakamba,4.5,4.5,Aston Villa,6,0.28,7,0.35,8,0.37,9,0.41,9,0.40
M,42,Buendía,6.0,6.0,Aston Villa,45,2.57,45,2.74,44,2.27,43,2.43,44,2.02
D,43,Cash,5.0,5.0,Aston Villa,84,3.30,81,3.43,77,2.50,77,2.90,75,1.90
D,44,Konsa,4.5,4.5,Aston Villa,0,0.00,0,0.01,7,0.24,12,0.44,19,0.55
M,45,Bailey,5.0,5.0,Aston Villa,26,1.47,30,1.78,26,1.39,26,1.50,28,1.36
M,46,Douglas Luiz,5.0,5.0,Aston Villa,31,1.16,31,1.20,36,1.23,33,1.22,35,1.14
M,47,Ramsey,5.5,5.5,Aston Villa,59,2.37,55,2.35,56,2.07,58,2.34,58,2.00
M,48,Chukwuemeka,4.5,4.5,Aston Villa,2,0.14,4,0.27,3,0.20,5,0.35,6,0.35
M,49,Iroegbunam,4.5,4.5,Aston Villa,1,0.04,2,0.11,4,0.16,3,0.16,4,0.16
D,50,Diego Carlos,5.0,5.0,Aston Villa,82,3.16,79,3.31,77,2.46,77,2.85,74,1.87
M,51,El Ghazi,5.0,5.0,Aston Villa,0,0.00,0,0.00,0,0.01,0,0.01,0,0.01
F,52,Davis,5.5,5.5,Aston Villa,2,0.18,2,0.22,3,0.23,4,0.29,4,0.29
M,53,Kamara,5.0,5.0,Aston Villa,73,2.27,71,2.25,69,2.02,68,2.09,64,1.79
F,54,Archer,4.5,4.5,Aston Villa,2,0.11,3,0.20,3,0.17,5,0.27,4,0.19
M,55,Philogene-Bidace,4.5,4.5,Aston Villa,0,0.00,0,0.03,0,0.03,0,0.04,1,0.05
D,56,Guilbert,4.0,4.0,Aston Villa,4,0.16,5,0.24,7,0.23,7,0.27,9,0.26
D,57,Smith,4.5,4.5,Bournemouth,51,1.66,54,0.58,55,1.46,54,0.59,54,1.86
M,58,Stanislas,5.0,5.0,Bournemouth,3,0.28,4,0.27,6,0.44,7,0.41,7,0.54
D,59,Fredericks,4.5,4.5,Bournemouth,67,2.23,63,0.71,61,1.68,59,0.69,59,2.10
M,60,Brooks,5.5,5.5,Bournemouth,1,0.10,3,0.20,4,0.31,4,0.27,6,0.38
M,61,Lowe,5.5,5.5,Bournemouth,17,0.96,19,0.82,22,1.11,22,0.96,24,1.31
F,62,Moore,5.5,5.5,Bournemouth,7,0.38,9,0.38,11,0.51,12,0.48,16,0.81
M,63,Marcondes,5.0,5.0,Bournemouth,14,0.76,15,0.67,17,0.88,18,0.79,20,1.06
M,64,Lerma,5.0,5.0,Bournemouth,81,2.44,77,1.89,74,2.12,74,1.84,73,2.25
D,65,Stacey,4.5,4.5,Bournemouth,6,0.20,8,0.13,8,0.23,12,0.17,11,0.37
F,66,Solanke,6.0,6.0,Bournemouth,84,4.34,83,2.83,79,3.65,77,2.69,74,3.90
M,67,Cook,5.0,5.0,Bournemouth,79,2.31,74,1.83,73,2.06,70,1.75,70,2.13
M,68,Pearson,4.5,4.5,Bournemouth,15,0.58,20,0.69,23,0.81,24,0.78,25,0.94
M,69,Christie,5.5,5.5,Bournemouth,66,2.69,68,2.06,64,2.40,65,2.00,64,2.66
M,70,Billing,5.5,5.5,Bournemouth,69,3.23,66,2.19,66,2.79,66,2.17,63,3.00
D,71,Mepham,4.5,4.5,Bournemouth,81,2.52,77,0.73,75,1.90,72,0.71,72,2.40
G,72,Travers,4.5,4.5,Bournemouth,89,3.37,88,3.07,88,3.15,88,3.06,87,3.39
D,73,Kelly,4.5,4.5,Bournemouth,86,2.52,82,0.69,81,1.92,80,0.68,78,2.45
M,74,Dembélé,5.0,5.0,Bournemouth,18,0.93,18,0.70,21,0.99,22,0.86,22,1.14
M,75,Anthony,5.5,5.5,Bournemouth,65,3.06,64,2.16,60,2.59,59,2.03,57,2.84
D,76,Zemura,4.5,4.5,Bournemouth,57,1.81,54,0.55,54,1.39,55,0.56,53,1.78
G,77,Dennis,4.0,4.0,Bournemouth,1,0.03,2,0.08,2,0.07,2,0.08,3,0.10
D,78,Jansson,4.5,4.5,Brentford,87,2.31,83,2.57,80,2.76,77,3.00,77,2.23
M,79,Nørgaard,5.5,5.5,Brentford,82,2.54,78,2.55,74,2.54,74,2.65,76,2.41
F,80,Toney,7.0,7.0,Brentford,86,3.93,82,4.05,79,4.17,77,4.38,77,3.62
G,81,Raya,4.5,4.5,Brentford,89,3.30,88,3.39,87,3.50,87,3.67,86,3.29
D,82,Canós,5.0,5.0,Brentford,0,0.00,35,1.88,33,1.91,34,2.17,33,1.70
M,83,Dasilva,4.5,4.5,Brentford,27,1.16,30,1.30,31,1.37,31,1.43,30,1.27
D,84,Ajer,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,85,Henry,4.5,4.5,Brentford,76,2.29,72,2.50,73,2.75,72,3.05,69,2.22
M,86,Janelt,5.5,5.5,Brentford,73,2.49,72,2.57,69,2.56,69,2.69,68,2.36
M,87,Ghoddos,5.0,5.0,Brentford,18,0.93,13,0.70,16,0.87,19,1.10,19,0.97
M,88,Jensen,5.0,5.0,Brentford,63,2.37,63,2.47,63,2.58,61,2.61,60,2.29
M,89,Wissa,5.5,5.5,Brentford,60,2.75,59,2.91,55,2.90,52,3.00,55,2.65
D,90,Roerslev,4.5,4.5,Brentford,50,1.47,46,1.56,43,1.60,47,1.94,46,1.45
D,91,Bech,4.5,4.5,Brentford,26,0.82,29,1.01,32,1.20,33,1.37,31,1.03
D,92,Pinnock,4.5,4.5,Brentford,82,2.22,78,2.47,77,2.67,77,3.00,76,2.22
M,93,Onyeka,5.0,5.0,Brentford,17,0.74,16,0.76,20,0.92,22,1.04,22,0.95
M,94,Baptiste,4.5,4.5,Brentford,8,0.41,12,0.55,10,0.51,12,0.57,14,0.62
F,95,Mbeumo,6.0,6.0,Brentford,78,3.03,68,2.83,75,3.24,72,3.36,71,2.85
D,96,Goode,4.0,4.0,Brentford,2,0.06,2,0.06,4,0.11,4,0.12,4,0.12
F,97,Forss,4.5,4.5,Brentford,1,0.12,3,0.22,4,0.30,4,0.34,5,0.35
D,98,Thompson,4.0,4.0,Brentford,1,0.03,1,0.02,1,0.03,1,0.04,2,0.05
M,99,Bidstrup,4.5,4.5,Brentford,0,0.01,1,0.02,1,0.05,1,0.05,2,0.07
G,100,Balcombe,4.0,4.0,Brentford,1,0.03,2,0.07,3,0.11,3,0.13,3,0.13
M,101,Lallana,5.0,5.0,Brighton,17,0.73,21,0.95,22,0.95,24,1.10,24,1.07
G,102,Steele,4.0,4.0,Brighton,1,0.04,2,0.09,2,0.09,4,0.15,3,0.14
F,103,Welbeck,6.5,6.5,Brighton,55,2.43,53,2.82,52,2.40,50,2.83,50,2.63
M,104,Gross,5.5,5.5,Brighton,57,2.24,60,2.81,63,2.56,60,3.02,58,2.70
D,105,Duffy,4.5,4.5,Brighton,19,0.54,22,0.88,27,0.85,26,1.11,29,1.12
D,106,Dunk,4.5,4.5,Brighton,85,2.33,84,3.34,82,2.46,82,3.53,82,3.16
M,107,March,5.0,5.0,Brighton,55,1.77,57,2.02,53,1.75,58,2.14,54,1.90
D,108,Webster,4.5,4.5,Brighton,77,2.22,74,3.04,73,2.27,70,3.08,71,2.82
D,109,Veltman,4.5,4.5,Brighton,67,1.78,66,2.47,65,1.87,66,2.67,64,2.35
F,110,Maupay,6.5,6.5,Brighton,26,1.22,31,1.70,30,1.47,29,1.70,33,1.78
M,111,Trossard,6.5,6.5,Brighton,73,2.67,69,3.12,70,2.67,67,3.19,67,2.91
D,112,Cucurella,5.0,5.0,Man City,32,1.51,38,2.29,37,1.77,38,2.10,37,2.26
G,113,Sánchez,4.5,4.5,Brighton,89,3.23,88,3.65,87,3.25,86,3.66,87,3.54
D,114,Lamptey,4.5,4.5,Brighton,63,2.00,62,2.77,59,2.04,56,2.68,53,2.33
M,115,Alzate,4.5,4.5,Brighton,5,0.32,6,0.36,8,0.43,10,0.50,10,0.51
M,116,Mac Allister,5.5,5.5,Brighton,78,2.91,76,3.54,74,2.93,75,3.67,72,3.29
M,117,Moder,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,118,Mwepu,5.5,5.5,Brighton,60,2.37,58,2.68,56,2.31,55,2.66,58,2.62
M,119,Sarmiento,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,120,Caicedo,5.0,5.0,Brighton,64,2.10,63,2.33,61,2.07,62,2.37,62,2.26
M,121,Richards,4.5,4.5,Brighton,0,0.00,0,0.01,0,0.01,0,0.03,1,0.05
D,122,Roberts,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,123,Undav,5.5,5.5,Brighton,70,2.84,64,3.19,63,2.75,63,3.37,61,3.02
M,124,Mitoma,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,125,Enciso,5.0,5.0,Brighton,13,0.71,14,0.86,16,0.87,16,1.02,18,1.07
M,126,Kozłowski,4.5,4.5,Brighton,0,0.01,1,0.03,1,0.03,1,0.04,1,0.05
D,127,Azpilicueta,5.0,5.0,Chelsea,59,2.50,61,2.40,60,2.54,59,2.71,58,2.58
D,128,Thiago Silva,5.5,5.5,Chelsea,86,3.47,82,3.04,80,3.24,78,3.45,78,3.29
D,129,Alonso,5.5,5.5,Chelsea,6,0.29,10,0.46,10,0.50,9,0.51,12,0.64
M,130,Jorginho,6.0,6.0,Chelsea,41,1.84,42,1.79,46,2.01,47,2.18,46,2.06
M,131,Barkley,5.0,5.0,Chelsea,2,0.10,2,0.11,2,0.10,2,0.14,4,0.23
M,132,Kovacic,5.0,5.0,Chelsea,59,2.24,57,2.09,56,2.15,56,2.22,56,2.17
G,133,Arrizabalaga,4.5,4.5,Chelsea,1,0.02,2,0.07,3,0.12,2,0.07,3,0.14
M,134,Kanté,5.0,5.0,Chelsea,72,2.61,68,2.42,65,2.41,60,2.33,61,2.30
M,135,Ziyech,6.0,6.0,Chelsea,15,0.91,17,1.04,19,1.20,19,1.28,18,1.14
M,136,Loftus-Cheek,5.0,5.0,Chelsea,15,0.67,15,0.66,18,0.79,19,0.86,21,0.91
F,137,Werner,8.0,8.0,Chelsea,36,2.12,35,2.06,41,2.40,39,2.41,39,2.36
D,138,Kenedy,4.0,4.0,Chelsea,1,0.07,1,0.14,3,0.25,2,0.24,3,0.27
D,139,Chilwell,6.0,6.0,Chelsea,81,3.91,76,3.39,72,3.49,72,3.81,69,3.49
M,140,Pulisic,6.0,6.0,Chelsea,16,0.93,16,0.91,18,1.03,18,1.11,17,1.01
D,141,Chalobah,5.0,5.0,Chelsea,19,0.83,25,1.03,25,1.11,29,1.40,28,1.30
M,142,Mount,8.0,8.0,Chelsea,80,4.76,75,4.38,73,4.44,72,4.65,73,4.56
D,143,Sarr,5.0,5.0,Chelsea,5,0.17,7,0.24,8,0.30,10,0.40,12,0.47
M,144,Hudson-Odoi,5.5,5.5,Chelsea,5,0.30,7,0.39,8,0.47,9,0.55,11,0.62
F,145,Havertz,8.0,8.0,Chelsea,65,3.56,63,3.36,59,3.32,59,3.51,60,3.39
D,146,James,6.0,6.0,Chelsea,82,4.45,80,3.99,78,4.22,77,4.53,74,4.12
G,147,Mendy,5.0,5.0,Chelsea,89,3.71,88,3.51,87,3.57,88,3.76,87,3.65
M,148,Gallagher,6.0,6.0,Chelsea,8,0.38,12,0.51,12,0.53,11,0.53,13,0.61
M,149,Gilmour,4.5,4.5,Chelsea,1,0.04,3,0.12,2,0.11,3,0.16,4,0.18
F,150,Broja,5.5,5.5,Chelsea,2,0.14,3,0.20,3,0.18,4,0.28,5,0.31
D,151,Ampadu,4.5,4.5,Chelsea,1,0.02,1,0.04,2,0.06,3,0.10,3,0.08
G,152,Guaita,4.5,4.5,Crystal Palace,84,3.18,82,2.83,84,3.44,80,2.78,81,3.41
D,153,Tomkins,4.0,4.0,Crystal Palace,8,0.27,13,0.25,22,0.88,24,0.42,18,0.75
M,154,McArthur,5.0,5.0,Crystal Palace,54,1.83,56,1.60,54,1.94,52,1.50,50,1.88
F,155,Benteke,5.5,5.5,Crystal Palace,11,0.72,14,0.70,14,0.96,14,0.72,15,1.00
D,156,Ward,4.5,4.5,Crystal Palace,13,0.39,16,0.26,21,0.79,23,0.36,21,0.82
D,157,Clyne,4.5,4.5,Crystal Palace,73,2.30,71,1.05,69,2.63,66,0.97,66,2.68
M,158,Milivojevic,4.5,4.5,Crystal Palace,21,0.91,22,0.87,23,1.07,23,0.90,26,1.20
M,159,Ayew,5.5,5.5,Crystal Palace,39,1.82,44,1.61,40,2.04,39,1.46,41,2.16
M,160,Zaha,7.0,7.0,Crystal Palace,82,3.96,79,2.81,74,4.07,74,2.63,74,4.24
M,161,Schlupp,5.0,5.0,Crystal Palace,60,2.16,56,1.69,59,2.30,58,1.74,58,2.33
G,162,Butland,4.5,4.5,Crystal Palace,0,0.01,1,0.03,1,0.03,1,0.02,2,0.07
M,163,Hughes,5.0,5.0,Crystal Palace,54,1.88,53,1.59,55,2.01,55,1.63,53,1.98
M,164,Riedewald,4.5,4.5,Crystal Palace,5,0.23,7,0.28,9,0.38,9,0.34,10,0.45
D,165,Andersen,4.5,4.5,Crystal Palace,85,2.62,82,1.15,80,2.98,77,1.07,77,3.10
F,166,Edouard,5.5,5.5,Crystal Palace,36,1.88,35,1.48,39,2.18,41,1.64,37,2.16
D,167,Guéhi,4.5,4.5,Crystal Palace,86,2.65,81,1.15,72,2.73,71,1.01,79,3.19
F,168,Mateta,5.5,5.5,Crystal Palace,56,2.91,54,2.18,52,2.96,49,1.99,49,2.94
M,169,Eze,5.5,5.5,Crystal Palace,64,2.97,62,2.26,62,3.22,63,2.22,63,3.42
D,170,Mitchell,4.5,4.5,Crystal Palace,79,2.47,77,1.12,75,2.85,72,1.05,71,2.88
M,171,Olise,5.5,5.5,Crystal Palace,52,2.55,50,1.94,50,2.71,51,1.96,52,2.94
M,172,Rak-Sakyi,4.5,4.5,Crystal Palace,5,0.27,7,0.31,8,0.44,10,0.43,11,0.61
M,173,Ebiowei,4.5,4.5,Crystal Palace,1,0.04,1,0.08,2,0.14,3,0.16,3,0.21
D,174,Ferguson,4.0,4.0,Crystal Palace,17,0.56,21,0.36,19,0.72,25,0.44,25,1.03
G,175,Johnstone,4.5,4.5,Crystal Palace,6,0.23,7,0.26,5,0.22,9,0.31,7,0.32
G,176,Begović,4.0,4.0,Everton,0,0.01,2,0.09,3,0.14,3,0.10,4,0.15
F,177,Rondón,5.0,5.0,Everton,0,0.00,14,0.77,15,1.00,15,0.85,18,1.01
D,178,Coleman,4.5,4.5,Everton,69,1.95,67,2.00,61,2.79,69,2.22,70,2.26
M,179,Townsend,5.5,5.5,Everton,6,0.31,8,0.46,15,0.97,13,0.77,17,0.93
D,180,Keane,4.5,4.5,Everton,12,0.40,15,0.50,19,0.90,18,0.63,20,0.69
M,181,Dele,5.5,5.5,Everton,25,1.27,24,1.18,22,1.34,28,1.36,26,1.30
G,182,Pickford,4.5,4.5,Everton,90,3.22,88,3.22,87,3.74,87,3.31,86,3.23
M,183,Allan,5.0,5.0,Everton,42,1.39,43,1.42,41,1.60,42,1.43,45,1.51
M,184,André Gomes,4.5,4.5,Everton,35,1.38,34,1.35,36,1.59,37,1.47,35,1.40
M,185,Doucouré,5.5,5.5,Everton,81,2.49,79,2.47,77,2.94,74,2.39,75,2.45
M,186,Iwobi,5.5,5.5,Everton,64,2.17,64,2.21,64,2.67,62,2.20,61,2.20
M,187,Gbamin,4.5,4.5,Everton,1,0.06,2,0.08,2,0.11,2,0.09,2,0.09
D,188,Mina,4.5,4.5,Everton,71,2.02,68,2.08,67,3.05,66,2.16,66,2.16
M,189,Gray,5.5,5.5,Everton,71,3.10,68,3.07,69,4.09,64,3.08,62,3.05
M,190,Davies,5.0,5.0,Everton,23,0.92,24,0.96,25,1.13,27,1.08,26,1.05
F,191,Calvert-Lewin,8.0,8.0,Everton,79,3.59,76,3.51,74,4.51,74,3.60,71,3.55
D,192,Holgate,4.5,4.5,Everton,63,1.73,63,1.83,60,2.69,59,1.85,60,1.90
D,193,Godfrey,4.5,4.5,Everton,15,0.41,17,0.49,22,0.93,21,0.65,23,0.73
D,194,Mykolenko,4.5,4.5,Everton,82,2.50,77,2.55,79,3.98,75,2.64,72,2.57
M,195,Gordon,5.5,5.5,Everton,69,2.92,64,2.78,65,3.64,63,2.86,61,2.83
D,196,Branthwaite,4.0,4.0,Everton,0,0.00,1,0.03,1,0.03,1,0.05,2,0.05
D,197,Patterson,4.0,4.0,Everton,0,0.01,0,0.01,1,0.03,1,0.03,1,0.03
D,198,Nkounkou,4.0,4.0,Everton,6,0.18,10,0.34,8,0.37,10,0.32,12,0.44
D,199,Tarkowski,4.5,4.5,Everton,85,2.16,83,2.26,79,3.35,79,2.32,76,2.25
M,200,Cairney,5.0,5.0,Fulham,47,1.65,47,1.80,49,2.06,50,1.73,50,2.00
D,201,Ream,4.5,4.5,Fulham,85,1.21,86,2.09,82,2.58,82,1.42,82,2.42
M,202,Knockaert,5.0,5.0,Fulham,4,0.21,4,0.25,6,0.38,7,0.37,8,0.48
M,203,Chalobah,4.5,4.5,Fulham,17,0.67,19,0.77,22,0.91,22,0.85,24,0.94
M,204,Kebano,5.5,5.5,Fulham,25,1.09,29,1.35,30,1.57,31,1.32,32,1.63
M,205,De Cordova-Reid,5.5,5.5,Fulham,45,1.66,46,1.88,45,2.09,44,1.66,45,2.03
D,206,Bryan,4.5,4.5,Fulham,36,0.76,36,1.13,36,1.42,38,0.91,37,1.37
G,207,Gazzaniga,4.0,4.0,Fulham,1,0.05,3,0.12,2,0.06,2,0.07,5,0.18
D,208,Kongolo,4.0,4.0,Fulham,10,0.20,13,0.37,16,0.57,16,0.35,18,0.61
D,209,Tosin,4.5,4.5,Fulham,87,1.28,83,2.12,83,2.71,82,1.47,81,2.48
F,210,Mitrović,6.5,6.5,Fulham,82,3.38,79,3.83,77,4.47,74,3.13,76,4.20
M,211,Reed,4.5,4.5,Fulham,67,1.86,66,1.97,62,2.01,64,1.82,61,1.96
M,212,Wilson,6.0,6.0,Fulham,78,2.86,73,3.14,71,3.60,70,2.68,70,3.42
G,213,Rodák,4.5,4.5,Fulham,89,3.05,86,3.13,88,3.48,88,3.03,85,3.29
M,214,Cavaleiro,5.0,5.0,Fulham,15,0.68,20,0.94,21,1.12,23,1.01,25,1.28
D,215,Tete,4.5,4.5,Fulham,79,1.39,77,2.24,77,2.83,75,1.57,73,2.54
M,216,Onomah,4.5,4.5,Fulham,4,0.20,6,0.33,8,0.43,8,0.39,8,0.41
D,217,Robinson,4.5,4.5,Fulham,59,0.93,58,1.54,58,1.96,57,1.09,57,1.82
F,218,Muniz,5.5,5.5,Fulham,7,0.36,9,0.50,11,0.65,13,0.61,11,0.64
F,219,Stansfield,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00
M,220,Palhinha,5.0,5.0,Fulham,79,2.10,77,2.24,75,2.39,74,2.02,72,2.24
D,221,Cooper,4.5,4.5,Leeds,78,2.85,73,2.29,71,1.81,66,1.80,66,2.48
D,222,Ayling,4.5,4.5,Leeds,12,0.47,28,0.98,47,1.30,46,1.35,48,1.88
M,223,Klich,5.0,5.0,Leeds,39,1.62,42,1.69,39,1.51,41,1.57,42,1.79
M,224,Forshaw,4.5,4.5,Leeds,8,0.33,9,0.37,9,0.36,11,0.41,11,0.46
M,225,Rodrigo,6.0,6.0,Leeds,66,3.50,61,3.02,57,2.60,57,2.65,56,3.13
D,226,Dallas,5.0,5.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,227,Bamford,7.5,7.5,Leeds,75,4.41,71,3.83,68,3.31,67,3.39,66,4.00
D,228,Llorente,4.5,4.5,Leeds,74,2.96,70,2.40,65,1.83,65,1.95,65,2.65
M,229,Roberts,5.0,5.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,230,Koch,4.5,4.5,Leeds,30,1.19,29,1.02,27,0.80,30,0.93,30,1.19
M,231,James,6.0,6.0,Leeds,0,0.00,41,1.94,39,1.73,42,1.87,47,2.38
M,232,Raphinha,7.0,7.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,233,Harrison,6.0,6.0,Leeds,65,3.37,56,2.74,55,2.47,54,2.49,49,2.72
M,234,Shackleton,4.5,4.5,Leeds,2,0.10,3,0.15,2,0.12,3,0.17,3,0.20
D,235,Struijk,4.5,4.5,Leeds,25,1.00,29,1.02,29,0.87,28,0.88,33,1.34
G,236,Klaesson,4.0,4.0,Leeds,1,0.05,2,0.07,1,0.05,2,0.09,4,0.15
F,237,Greenwood,4.5,4.5,Leeds,4,0.22,3,0.18,5,0.27,5,0.28,5,0.31
G,238,Meslier,4.5,4.5,Leeds,89,3.61,88,3.36,89,3.16,88,3.21,86,3.53
D,239,Firpo,4.5,4.5,Leeds,65,2.67,62,2.21,60,1.78,61,1.92,54,2.26
M,240,Summerville,4.5,4.5,Leeds,4,0.27,1,0.10,2,0.15,3,0.20,4,0.25
M,241,Bate,4.5,4.5,Leeds,0,0.01,1,0.02,0,0.01,1,0.03,1,0.06
F,242,Gelhardt,5.5,5.5,Leeds,11,0.71,9,0.59,10,0.61,13,0.73,12,0.81
D,243,Hjelde,4.0,4.0,Leeds,3,0.09,4,0.12,5,0.12,4,0.11,5,0.18
D,244,Kristensen,5.0,5.0,Leeds,80,3.11,73,2.44,69,1.89,69,2.04,68,2.74
M,245,Roca,5.0,5.0,Leeds,63,2.18,58,1.94,59,1.86,58,1.90,57,2.04
M,246,Aaronson,5.5,5.5,Leeds,37,1.84,28,1.31,30,1.33,33,1.47,35,1.76
M,247,Gyabi,4.5,4.5,Leeds,0,0.01,0,0.01,0,0.00,0,0.02,0,0.01
G,248,Schmeichel,5.0,5.0,Leicester,89,3.80,89,3.18,88,3.79,87,3.07,88,3.48
D,249,Evans,4.5,4.5,Leicester,70,2.89,69,1.77,67,2.87,57,1.33,62,2.16
D,250,Bertrand,4.0,4.0,Leicester,2,0.10,2,0.09,5,0.26,4,0.13,5,0.21
M,251,Albrighton,5.0,5.0,Leicester,11,0.56,13,0.59,13,0.71,15,0.63,14,0.70
M,252,Mendy,4.5,4.5,Leicester,23,0.90,26,0.91,27,1.08,27,0.93,31,1.13
D,253,Vestergaard,4.0,4.0,Leicester,1,0.03,1,0.04,1,0.06,2,0.08,2,0.08
G,254,Ward,4.0,4.0,Leicester,1,0.04,1,0.04,2,0.10,3,0.09,2,0.09
F,255,Vardy,9.5,9.5,Leicester,71,4.59,69,3.32,66,4.43,63,2.84,64,3.65
D,256,Ricardo,4.5,4.5,Leicester,22,1.06,22,0.75,24,1.19,26,0.81,24,1.03
D,257,Amartey,4.5,4.5,Leicester,19,0.76,21,0.55,24,1.04,28,0.69,26,0.90
D,258,Castagne,4.5,4.5,Leicester,81,3.31,77,1.95,74,3.19,72,1.65,73,2.50
M,259,Tielemans,6.5,6.5,Leicester,82,3.15,80,2.52,80,3.26,78,2.40,77,2.77
M,260,Pérez,5.0,5.0,Leicester,29,1.63,27,1.27,30,1.76,30,1.36,33,1.67
