Pos,ID,Name,BV,SV,Team,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,737,Greenwood,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,738,Kinsey-Wellings,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,739,Anang,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,740,Hegyi,3.9,3.9,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,741,Miley,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,742,Chilokoa-Mullen,4.0,4.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,743,Monteiro,4.0,4.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,1,0.03
D,744,Swinkels,4.0,4.0,Aston Villa,2,0.04,2,0.06,2,0.06,0,0.00,0,0.00
G,745,Zych,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,746,Casey,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,747,Wickens,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,748,Mundle,4.5,4.5,Spurs,2,0.09,3,0.16,3,0.15,2,0.13,1,0.08
G,749,G.Shelvey,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,750,C.Robinson,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,751,Walters,4.0,4.0,Arsenal,0,0.00,1,0.04,1,0.04,2,0.08,2,0.09
M,752,Olakigbe,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,753,Wright,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,754,Revan,4.0,4.0,Aston Villa,1,0.03,2,0.06,2,0.05,0,0.00,0,0.00
M,755,Patterson,4.5,4.5,Aston Villa,2,0.13,3,0.15,1,0.08,0,0.00,0,0.00
G,756,McGill,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,757,Samuels-Smith,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,758,Abbott,4.5,4.5,Spurs,1,0.08,3,0.16,4,0.19,2,0.11,1,0.07
D,759,Jurado,4.0,4.0,Man Utd,1,0.06,0,0.00,1,0.05,2,0.10,1,0.04
G,760,Lonergan,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,761,O'Reilly,4.5,4.5,Aston Villa,3,0.16,4,0.21,2,0.13,1,0.08,0,0.00
G,10023,Alfie Whiteman,99.9,99.9,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,10104,Mark Gillespie,99.9,99.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,10201,Teden Mengi,99.9,99.9,Man Utd,1,0.04,1,0.03,0,0.00,1,0.06,1,0.04
D,10241,Benjamin Mendy,99.9,99.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,10249,Matty Longstaff,99.9,99.9,Newcastle,4,0.24,4,0.23,5,0.54,4,0.23,4,0.23
F,10263,Mason Greenwood,99.9,99.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,10264,Jed Steer,99.9,99.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,10351,Gabriel Slonina,99.9,99.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,10359,Louie Moulden,99.9,99.9,Wolves,0,0.00,1,0.05,2,0.07,3,0.15,2,0.08
