Pos,ID,Name,BV,SV,Team,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts
M,23,Nelson,4.7,4.7,Arsenal,2,0.17,2,0.17,3,0.24,4,0.30,4,0.28,5,0.33,7,0.48
G,24,Turner,3.8,3.8,Arsenal,1,0.06,3,0.11,4,0.20,4,0.19,4,0.16,4,0.18,6,0.30
M,25,Fábio Vieira,5.6,5.6,Arsenal,13,0.87,15,0.82,14,0.87,12,0.76,10,0.51,10,0.55,12,0.78
D,26,Saliba,5.3,5.3,Arsenal,86,4.40,82,3.42,81,4.07,79,3.68,76,2.31,76,3.08,75,3.77
M,27,Marquinhos,4.6,4.6,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,28,Jesus,7.9,7.9,Arsenal,0,0.00,11,0.67,32,2.03,64,4.09,67,3.41,67,3.52,66,4.30
M,29,Coutinho,6.6,6.6,Aston Villa,0,0.00,0,0.00,0,0.00,10,1.17,25,1.63,38,2.04,49,2.53
F,30,Ings,6.4,6.4,West Ham,66,3.16,53,3.26,0,0.00,39,4.81,40,2.31,40,2.05,40,2.40
G,31,Martínez,4.9,4.9,Aston Villa,89,3.91,89,3.45,87,3.89,87,6.54,87,3.87,86,3.44,85,3.22
D,32,Chambers,4.2,4.2,Aston Villa,9,0.38,15,0.45,14,0.62,5,0.30,6,0.26,6,0.18,7,0.20
D,33,Digne,4.6,4.6,Aston Villa,39,2.03,36,1.47,37,2.06,38,2.80,40,2.16,38,1.62,37,1.47
M,34,Traoré,4.9,4.9,Aston Villa,14,0.88,16,0.90,19,1.23,15,1.65,12,0.75,12,0.70,11,0.59
G,35,Olsen,3.9,3.9,Aston Villa,1,0.06,1,0.04,3,0.14,3,0.25,3,0.15,4,0.15,5,0.19
M,36,Sanson,4.3,4.3,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,37,McGinn,5.1,5.1,Aston Villa,74,2.92,72,2.51,69,2.98,69,4.73,68,2.90,66,2.44,63,2.24
D,38,Hause,4.4,4.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,39,Mings,4.3,4.3,Aston Villa,86,3.40,82,2.30,81,3.37,74,3.68,71,2.95,72,2.22,74,1.99
F,40,Watkins,7.3,7.3,Aston Villa,84,4.67,83,3.99,81,5.00,81,7.44,80,4.74,81,3.98,80,3.74
M,41,Nakamba,4.3,4.3,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,42,Buendía,5.7,5.7,Aston Villa,65,3.63,64,3.01,62,3.83,61,5.73,60,3.63,57,2.95,56,2.69
D,43,Cash,4.6,4.6,Aston Villa,69,3.00,68,2.19,65,3.01,62,3.55,65,2.96,63,2.16,62,1.89
D,44,Konsa,4.4,4.4,Aston Villa,85,3.52,85,2.48,80,3.46,49,2.61,45,1.93,48,1.57,47,1.38
M,45,Bailey,4.4,4.4,Aston Villa,59,3.41,58,2.87,57,3.63,56,5.36,55,3.43,55,2.88,52,2.59
M,46,Douglas Luiz,4.8,4.8,Aston Villa,79,2.76,75,2.37,71,2.67,66,4.15,65,2.44,65,2.16,64,2.07
M,47,Ramsey,5.2,5.2,Aston Villa,54,2.62,55,2.32,57,2.95,53,4.35,50,2.54,48,2.11,48,2.03
M,48,Chukwuemeka,4.3,4.3,Chelsea,6,0.41,4,0.29,3,0.21,3,0.40,3,0.21,3,0.20,3,0.04
M,49,Iroegbunam,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,50,Diego Carlos,4.7,4.7,Aston Villa,0,0.00,0,0.00,6,0.28,55,3.01,61,2.71,58,1.90,57,1.64
M,51,El Ghazi,4.8,4.8,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,52,Davis,5.4,5.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,53,Kamara,4.8,4.8,Aston Villa,85,2.52,81,2.19,79,2.49,78,4.10,77,2.38,75,2.09,77,2.06
F,54,Archer,4.2,4.2,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,55,Philogene-Bidace,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,56,Guilbert,3.9,3.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,57,Smith,4.3,4.3,Bournemouth,76,1.36,73,1.75,68,1.83,59,3.78,61,1.69,63,1.37,58,1.98
M,58,Stanislas,4.8,4.8,Bournemouth,2,0.12,5,0.35,8,0.53,7,1.03,8,0.51,8,0.49,10,0.64
D,59,Fredericks,4.4,4.4,Bournemouth,27,0.66,29,0.87,25,0.82,28,2.01,28,0.91,27,0.75,28,1.07
M,60,Brooks,5.3,5.3,Bournemouth,0,0.00,0,0.00,0,0.02,1,0.23,2,0.14,2,0.16,2,0.14
M,61,Lowe,5.2,5.2,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,62,Moore,5.1,5.1,Bournemouth,6,0.26,5,0.26,6,0.34,5,0.61,6,0.34,6,0.32,6,0.33
M,63,Marcondes,4.7,4.7,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,64,Lerma,4.7,4.7,Bournemouth,83,2.03,77,2.19,76,2.15,74,4.51,75,2.15,74,1.98,75,2.25
D,65,Stacey,4.3,4.3,Bournemouth,5,0.13,6,0.19,7,0.21,7,0.50,7,0.22,7,0.20,8,0.29
F,66,Solanke,5.5,5.5,Bournemouth,85,3.09,81,3.86,78,3.54,78,7.91,77,3.64,74,3.09,74,3.71
M,67,Cook,4.9,4.9,Bournemouth,49,1.41,68,2.01,65,1.91,61,3.85,61,1.86,62,1.78,60,1.93
M,68,Pearson,4.4,4.4,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,69,Christie,5.3,5.3,Bournemouth,19,0.82,21,1.02,18,0.86,11,1.16,13,0.67,14,0.66,14,0.76
M,70,Billing,5.1,5.1,Bournemouth,68,2.14,67,2.54,65,2.42,62,5.07,61,2.36,60,2.13,60,2.46
D,71,Mepham,4.3,4.3,Bournemouth,16,0.32,19,0.47,17,0.44,12,0.72,15,0.40,14,0.31,15,0.49
G,72,Travers,4.2,4.2,Bournemouth,0,0.01,1,0.04,2,0.06,2,0.19,2,0.06,3,0.09,2,0.06
D,73,Kelly,4.3,4.3,Bournemouth,0,0.00,2,0.05,27,0.71,75,4.48,72,1.86,72,1.44,70,2.28
M,74,Dembélé,4.7,4.7,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,75,Anthony,5.2,5.2,Bournemouth,52,1.94,50,2.24,41,1.86,34,3.47,34,1.66,33,1.49,33,1.71
D,76,Zemura,4.3,4.3,Bournemouth,70,1.24,65,1.59,60,1.64,51,3.31,52,1.46,48,1.08,50,1.73
G,77,Dennis,3.9,3.9,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,78,Jansson,4.2,4.2,Brentford,13,0.54,46,3.38,57,2.22,57,2.63,51,1.72,55,1.77,55,2.11
M,79,Nørgaard,5.3,5.3,Brentford,83,3.00,81,5.44,80,2.96,78,4.64,77,2.57,75,2.44,77,2.81
F,80,Toney,7.6,7.6,Brentford,86,5.12,80,8.25,80,4.95,78,6.83,77,3.96,75,3.60,75,4.35
G,81,Raya,4.8,4.8,Brentford,89,3.89,88,7.48,87,3.73,87,6.46,87,3.59,86,3.47,87,3.70
D,82,Canós,5.0,5.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,83,Dasilva,4.1,4.1,Brentford,44,2.19,42,3.89,44,2.28,39,3.30,40,1.90,43,1.91,41,2.08
D,84,Ajer,4.5,4.5,Brentford,54,2.25,45,3.56,47,2.04,46,2.42,47,1.72,48,1.68,46,1.93
D,85,Henry,4.5,4.5,Brentford,83,3.43,80,5.97,77,3.15,76,3.77,76,2.70,74,2.50,74,2.99
M,86,Janelt,5.5,5.5,Brentford,48,2.04,48,3.86,45,1.95,48,3.44,46,1.81,49,1.85,50,2.07
M,87,Ghoddos,4.8,4.8,Brentford,0,0.04,1,0.17,2,0.13,3,0.32,4,0.26,4,0.22,6,0.37
M,88,Jensen,4.8,4.8,Brentford,71,3.07,67,5.40,67,3.01,64,4.64,63,2.58,63,2.47,61,2.73
M,89,Wissa,5.3,5.3,Brentford,34,2.11,36,4.13,39,2.56,40,4.01,46,2.67,45,2.46,50,3.22
D,90,Roerslev,4.3,4.3,Brentford,15,0.61,13,0.91,12,0.49,14,0.78,17,0.62,17,0.61,18,0.72
D,91,Bech,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,92,Pinnock,4.4,4.4,Brentford,84,3.60,76,5.95,69,2.96,67,3.41,68,2.48,68,2.35,67,2.81
M,93,Onyeka,4.8,4.8,Brentford,8,0.47,13,1.26,17,0.87,19,1.72,20,0.93,19,0.86,22,1.07
M,94,Baptiste,4.5,4.5,Brentford,8,0.45,9,0.97,12,0.58,14,1.31,17,0.80,15,0.73,15,0.77
F,95,Mbeumo,5.8,5.8,Brentford,74,3.83,72,6.79,70,3.95,69,5.98,67,3.44,66,3.20,66,3.81
D,96,Goode,3.9,3.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,97,Forss,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,98,Thompson,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,99,Bidstrup,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,100,Balcombe,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,101,Lallana,4.8,4.8,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,5,0.00
G,102,Steele,3.9,3.9,Brighton,1,0.04,2,0.18,0,0.00,3,0.26,4,0.15,4,0.20,3,0.00
F,103,Welbeck,6.5,6.5,Brighton,26,1.58,39,4.46,0,0.00,44,5.03,46,2.57,44,2.75,45,0.02
M,104,Groß,5.4,5.4,Brighton,82,3.75,81,7.47,0,0.00,76,7.17,76,3.46,74,3.76,74,0.03
D,105,Duffy,4.3,4.3,Fulham,2,0.07,2,0.07,0,0.00,2,0.10,3,0.12,4,0.18,4,0.14
D,106,Dunk,4.7,4.7,Brighton,87,3.87,84,7.24,0,0.00,83,7.23,83,2.87,82,3.25,81,0.02
M,107,March,5.1,5.1,Brighton,71,3.41,80,7.69,0,0.00,76,7.52,76,3.54,75,3.94,75,0.03
D,108,Webster,4.5,4.5,Brighton,78,3.52,68,5.98,0,0.00,48,4.27,47,1.75,65,2.65,47,0.01
D,109,Veltman,4.6,4.6,Brighton,56,2.47,56,4.72,0,0.00,53,4.51,54,1.89,54,2.14,53,0.01
F,110,Maupay,5.9,5.9,Everton,47,2.49,32,1.85,22,1.04,24,1.27,25,1.18,25,1.44,26,1.30
M,111,Trossard,6.6,6.6,Arsenal,68,5.58,54,3.73,46,3.46,36,2.77,33,2.02,33,2.11,32,2.57
D,112,Cucurella,5.0,5.0,Chelsea,28,1.47,25,1.14,25,1.36,26,2.47,29,1.36,27,1.25,25,0.20
G,113,Sánchez,4.6,4.6,Brighton,89,3.92,88,7.64,0,0.00,87,7.48,86,3.76,86,4.41,87,0.03
D,114,Lamptey,4.2,4.2,Brighton,34,1.61,27,2.52,0,0.00,27,2.51,26,1.06,31,1.46,28,0.01
M,115,Alzate,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,116,Mac Allister,5.4,5.4,Brighton,84,4.45,80,8.45,0,0.00,77,8.54,76,3.86,76,4.27,74,0.03
M,117,Moder,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,0.17,4,0.00
M,118,Mwepu,5.3,5.3,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,119,Sarmiento,4.5,4.5,Brighton,25,1.35,16,1.81,0,0.00,19,2.14,22,1.28,24,1.51,20,0.01
M,120,Caicedo,5.0,5.0,Brighton,84,2.56,81,4.92,0,0.00,79,4.89,78,2.45,74,2.71,73,0.02
M,121,Richards,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,122,Roberts,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,123,Undav,5.0,5.0,Brighton,30,2.03,26,3.43,0,0.00,27,3.71,26,1.71,28,2.05,25,0.01
M,124,Mitoma,5.3,5.2,Brighton,77,4.23,76,8.23,0,0.00,72,8.14,71,3.77,70,4.08,70,0.03
F,125,Enciso,4.6,4.6,Brighton,9,0.48,8,0.86,0,0.00,12,1.31,11,0.64,14,0.89,11,0.01
M,126,Kozłowski,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,127,Azpilicueta,4.8,4.8,Chelsea,0,0.00,5,0.22,9,0.48,22,2.06,23,1.04,23,1.02,24,0.18
D,128,Thiago Silva,5.5,5.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,7,0.32,27,0.18
D,129,Alonso,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,130,Jorginho,5.8,5.8,Arsenal,50,2.03,47,1.71,47,1.88,45,1.84,48,1.64,46,1.67,49,2.06
M,131,Barkley,4.9,4.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,132,Kovacic,4.9,4.9,Chelsea,40,1.46,52,1.77,50,1.84,43,3.07,40,1.40,39,1.40,39,0.28
G,133,Arrizabalaga,4.7,4.6,Chelsea,89,4.14,87,3.83,88,4.42,86,7.69,84,3.79,85,3.75,84,0.73
M,134,Kanté,4.8,4.8,Chelsea,0,0.00,0,0.00,5,0.19,27,2.03,30,1.10,31,1.15,33,0.25
M,135,Ziyech,5.5,5.5,Chelsea,22,1.54,22,1.40,17,1.17,14,1.83,14,0.86,15,0.99,14,0.18
M,136,Loftus-Cheek,5.0,5.0,Chelsea,39,1.81,33,1.50,29,1.37,24,2.27,24,1.10,24,1.12,21,0.21
F,137,Werner,7.9,7.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,138,Kenedy,3.9,3.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,139,Chilwell,5.8,5.8,Chelsea,58,3.07,61,2.83,59,3.39,57,5.45,56,2.54,56,2.58,57,0.42
M,140,Pulisic,5.6,5.6,Chelsea,0,0.00,2,0.14,9,0.53,18,2.20,17,1.00,18,1.09,19,0.22
D,141,Chalobah,4.5,4.5,Chelsea,69,3.19,49,1.96,31,1.61,27,2.30,26,1.09,27,1.15,22,0.15
M,142,Mount,7.2,7.2,Chelsea,0,0.00,4,0.24,25,1.63,47,5.84,46,2.66,47,2.87,45,0.50
D,143,Sarr,5.0,5.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,144,Hudson-Odoi,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,145,Havertz,7.6,7.6,Chelsea,68,4.10,67,3.76,64,3.74,62,7.28,60,3.06,61,3.38,60,0.62
D,146,James,5.8,5.8,Chelsea,16,0.93,45,2.37,69,4.40,64,6.77,62,3.11,62,3.18,63,0.52
G,147,Mendy,4.8,4.8,Chelsea,0,0.00,0,0.00,0,0.00,2,0.14,3,0.13,4,0.18,6,0.05
M,148,Gallagher,5.6,5.6,Chelsea,26,1.33,25,1.22,19,1.03,14,1.44,16,0.78,16,0.79,15,0.15
M,149,Gilmour,4.2,4.2,Brighton,18,0.79,22,1.91,0,0.00,26,2.21,23,1.06,26,1.34,27,0.01
F,150,Broja,5.2,5.2,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,151,Ampadu,4.4,4.4,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,152,Guaita,4.4,4.4,Crystal Palace,89,3.52,87,6.40,87,3.13,87,3.73,86,3.36,86,3.62,87,3.99
D,153,Tomkins,3.9,3.9,Crystal Palace,0,0.00,1,0.07,3,0.08,4,0.16,3,0.12,3,0.12,5,0.19
M,154,McArthur,4.8,4.8,Crystal Palace,9,0.39,10,0.84,18,0.67,13,0.60,16,0.68,15,0.66,16,0.71
F,155,Benteke,5.5,5.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,156,Ward,4.4,4.4,Crystal Palace,25,0.79,27,1.30,27,0.58,31,1.20,30,0.92,32,1.13,32,1.40
D,157,Clyne,4.5,4.5,Crystal Palace,75,2.42,71,3.37,71,1.47,68,2.67,66,2.10,66,2.38,64,2.83
M,158,Milivojevic,4.2,4.2,Crystal Palace,7,0.34,8,0.69,15,0.63,10,0.51,11,0.48,12,0.53,14,0.66
M,159,J.Ayew,5.3,5.3,Crystal Palace,65,2.70,62,4.70,65,2.24,62,3.02,61,2.56,62,2.71,60,2.83
M,160,Zaha,7.2,7.2,Crystal Palace,73,3.44,81,6.55,80,2.92,78,4.46,77,3.63,75,3.77,78,4.24
M,161,Schlupp,4.7,4.7,Crystal Palace,64,2.32,62,4.12,65,1.97,60,2.44,56,2.06,59,2.23,56,2.26
G,162,Butland,4.4,4.4,Man Utd,1,0.04,1,0.05,0,0.00,3,0.29,3,0.16,4,0.16,4,0.03
M,163,Hughes,4.8,4.8,Crystal Palace,15,0.68,18,1.56,28,1.03,23,1.05,20,0.89,22,0.97,22,1.02
M,164,Riedewald,4.3,4.3,Crystal Palace,1,0.05,1,0.11,3,0.11,2,0.09,3,0.14,3,0.12,3,0.14
D,165,Andersen,4.5,4.5,Crystal Palace,87,2.69,82,3.67,80,1.54,77,3.03,78,2.38,79,2.81,77,3.44
F,166,Edouard,5.1,5.1,Crystal Palace,36,1.79,36,3.27,37,1.54,37,2.12,36,1.79,35,1.81,36,1.96
D,167,Guéhi,4.4,4.4,Crystal Palace,86,2.56,82,3.52,79,1.45,77,2.85,74,2.18,74,2.52,73,3.10
F,168,Mateta,5.1,5.1,Crystal Palace,39,1.99,38,3.51,41,1.71,37,2.19,40,2.01,41,2.09,42,2.26
M,169,Eze,5.4,5.4,Crystal Palace,32,1.61,31,2.87,40,1.61,36,2.04,38,1.85,35,1.78,38,2.04
D,170,Mitchell,4.4,4.4,Crystal Palace,77,2.53,73,3.54,70,1.50,68,2.77,69,2.24,69,2.56,67,3.11
M,171,Olise,5.4,5.4,Crystal Palace,68,2.95,69,5.29,66,2.36,65,3.32,64,2.76,63,2.87,63,3.14
M,172,Rak-Sakyi,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,173,Ebiowei,4.2,4.2,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,174,Ferguson,3.9,3.9,Crystal Palace,1,0.05,6,0.31,10,0.23,11,0.43,11,0.35,11,0.41,12,0.53
G,175,Johnstone,4.4,4.4,Crystal Palace,0,0.00,0,0.00,0,0.00,1,0.03,1,0.05,3,0.12,3,0.14
G,176,Begović,3.9,3.9,Everton,1,0.05,2,0.10,3,0.12,3,0.13,4,0.13,3,0.14,3,0.14
F,177,Rondón,4.9,4.9,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,178,Coleman,4.4,4.4,Everton,75,3.17,69,2.94,60,1.73,46,1.77,45,1.23,45,2.08,43,1.75
M,179,Townsend,5.4,5.4,Everton,0,0.00,0,0.00,0,0.00,1,0.07,3,0.16,8,0.48,11,0.57
D,180,Keane,4.2,4.2,Everton,0,0.00,0,0.01,0,0.01,0,0.01,0,0.01,1,0.03,1,0.03
M,181,Dele,5.3,5.3,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,182,Pickford,4.4,4.4,Everton,89,3.77,88,3.73,87,3.19,86,3.40,86,3.11,86,3.78,86,3.55
M,183,Allan,4.8,4.8,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,184,André Gomes,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,185,A.Doucouré,5.3,5.3,Everton,64,2.51,63,2.50,64,2.05,65,2.38,64,2.05,63,2.54,61,2.18
M,186,Iwobi,5.4,5.4,Everton,80,3.19,76,3.10,76,2.51,77,2.93,74,2.46,72,3.05,74,2.73
M,187,Gbamin,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,188,Mina,4.3,4.3,Everton,5,0.22,9,0.38,12,0.36,10,0.36,14,0.42,11,0.51,13,0.51
M,189,Gray,5.3,5.3,Everton,45,2.36,46,2.44,42,1.74,44,2.15,45,1.86,45,2.42,43,2.00
M,190,Davies,4.9,4.9,Everton,10,0.49,9,0.45,11,0.45,12,0.53,12,0.50,15,0.68,12,0.53
F,191,Calvert-Lewin,7.9,7.9,Everton,25,1.46,51,2.88,74,2.95,73,3.69,73,3.02,71,3.96,71,3.31
D,192,Holgate,4.3,4.3,Everton,10,0.35,8,0.28,6,0.17,6,0.21,7,0.18,7,0.28,8,0.28
D,193,Godfrey,4.3,4.3,Everton,25,1.00,31,1.22,30,0.79,30,1.02,31,0.73,29,1.21,30,1.10
D,194,Mykolenko,4.3,4.3,Everton,77,2.98,77,2.98,72,1.81,72,2.41,68,1.54,67,2.76,68,2.46
M,195,Gordon,5.1,5.1,Newcastle,38,1.46,43,2.19,42,2.07,43,4.00,44,2.28,44,2.72,43,2.08
D,196,Branthwaite,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,197,Patterson,3.9,3.9,Everton,0,0.00,8,0.30,23,0.66,39,1.35,42,1.03,39,1.64,42,1.57
D,198,Nkounkou,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,199,Tarkowski,4.4,4.4,Everton,86,3.25,82,3.08,80,1.88,79,2.52,78,1.64,79,3.18,78,2.68
M,200,Cairney,4.7,4.7,Fulham,0,0.00,5,0.22,0,0.00,17,0.84,19,0.93,19,0.88,20,0.77
D,201,Ream,4.6,4.6,Fulham,86,2.35,85,1.94,0,0.00,84,2.75,81,2.78,82,2.67,82,2.17
M,202,Knockaert,4.7,4.7,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,203,Chalobah,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,204,Kebano,5.4,5.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,205,De Cordova-Reid,5.5,5.5,Fulham,64,2.56,65,2.38,0,0.00,60,2.57,61,2.60,60,2.38,60,2.08
D,206,Bryan,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,207,Gazzaniga,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,208,Kongolo,3.9,3.9,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,209,Tosin,4.5,4.5,Fulham,11,0.33,14,0.36,0,0.00,19,0.66,21,0.78,20,0.68,21,0.59
F,210,Mitrović,6.8,6.8,Fulham,76,3.79,82,3.63,0,0.00,78,4.15,79,4.25,79,3.78,76,3.43
