Pos,ID,Name,BV,SV,Team,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
M,211,Reed,4.3,4.3,Fulham,72,2.42,70,2.14,67,3.79,66,2.28,62,2.07,63,2.15,63,1.81
M,212,Wilson,5.7,5.7,Fulham,44,2.63,34,1.75,29,2.67,28,1.81,25,1.43,26,1.55,28,1.29
G,213,Rodák,4.3,4.3,Fulham,1,0.05,4,0.15,5,0.34,4,0.17,5,0.20,6,0.27,5,0.19
M,214,Cavaleiro,4.8,4.8,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,215,Tete,4.4,4.4,Fulham,76,2.87,73,1.98,73,2.60,67,2.72,67,2.45,68,2.76,66,1.23
M,216,Onomah,4.3,4.3,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,217,Robinson,4.4,4.4,Fulham,84,3.00,82,2.08,80,2.73,77,2.94,77,2.68,74,2.88,75,1.32
F,218,Muniz,5.4,5.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,219,Stansfield,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,220,Palhinha,4.9,4.9,Fulham,85,2.93,80,2.42,82,4.39,79,2.85,78,2.53,78,2.60,76,2.06
D,221,Cooper,4.4,4.4,Leeds,2,0.06,3,0.09,4,0.12,5,0.10,7,0.18,6,0.15,7,0.20
D,222,Ayling,4.5,4.5,Leeds,49,1.61,51,1.98,52,1.70,44,0.71,53,1.44,49,1.37,51,1.51
M,223,Klich,4.6,4.6,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,224,Forshaw,4.4,4.4,Leeds,10,0.46,14,0.60,17,0.72,17,0.66,20,0.82,19,0.78,15,0.64
M,225,Rodrigo,6.3,6.3,Leeds,55,3.05,49,3.08,48,2.67,46,1.80,45,2.28,43,2.22,46,2.50
D,226,Dallas,4.9,4.9,Leeds,0,0.00,0,0.00,2,0.07,9,0.18,12,0.36,14,0.45,16,0.52
F,227,Bamford,7.1,7.1,Leeds,54,2.86,65,3.95,65,3.52,63,2.38,61,2.99,63,3.06,60,3.15
D,228,Llorente,4.4,4.4,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,229,Roberts,5.0,5.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,230,Koch,4.5,4.5,Leeds,86,2.49,82,2.84,80,2.38,78,1.17,79,1.95,78,1.97,74,2.02
M,231,James,5.9,5.9,Fulham,0,0.00,44,2.15,38,3.38,39,2.38,11,0.63,12,0.70,10,0.53
M,232,Raphinha,7.0,7.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,233,Harrison,5.7,5.7,Leeds,72,3.03,68,3.26,65,2.83,65,2.10,64,2.56,65,2.59,62,2.64
M,234,Shackleton,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,235,Struijk,4.5,4.5,Leeds,44,1.49,37,1.46,43,1.45,42,0.80,43,1.23,42,1.24,45,1.38
G,236,Klaesson,3.8,3.8,Leeds,0,0.01,0,0.00,1,0.03,1,0.02,1,0.03,0,0.01,1,0.03
F,237,Greenwood,4.0,4.0,Leeds,7,0.33,10,0.48,12,0.54,11,0.46,12,0.53,13,0.57,13,0.60
G,238,Meslier,4.5,4.5,Leeds,89,3.42,88,3.57,87,3.33,88,3.15,86,3.16,85,3.13,86,3.18
D,239,Firpo,4.5,4.5,Leeds,74,2.35,72,2.71,67,2.16,65,1.09,63,1.71,60,1.68,59,1.75
M,240,Summerville,4.2,4.2,Leeds,19,1.05,20,1.19,22,1.19,20,0.90,22,1.13,24,1.20,24,1.23
M,241,Bate,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,242,Gelhardt,5.1,5.1,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,243,Hjelde,3.9,3.9,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,244,Kristensen,4.7,4.7,Leeds,48,1.59,48,1.88,46,1.56,53,0.87,44,1.27,48,1.37,47,1.44
M,245,Roca,4.8,4.8,Leeds,78,2.54,74,2.65,73,2.42,73,1.92,72,2.24,72,2.24,71,2.29
M,246,Aaronson,5.3,5.3,Leeds,42,1.91,44,2.21,44,2.01,48,1.67,46,1.92,43,1.84,43,1.91
M,247,Gyabi,4.2,4.2,Leeds,0,0.00,0,0.00,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01
G,248,Schmeichel,5.0,5.0,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,249,Evans,4.4,4.4,Leicester,15,0.53,37,1.07,48,1.82,54,1.49,55,1.09,55,1.01,55,1.75
D,250,Bertrand,3.9,3.9,Leicester,0,0.02,1,0.03,3,0.10,2,0.07,2,0.06,2,0.05,2,0.07
M,251,Albrighton,4.7,4.7,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,252,Mendy,4.3,4.3,Leicester,17,0.69,16,0.64,19,0.78,18,0.72,22,0.83,20,0.77,20,0.80
D,253,Vestergaard,3.8,3.8,Leicester,0,0.00,0,0.00,0,0.02,1,0.02,0,0.01,0,0.01,0,0.01
G,254,Ward,3.9,3.9,Leicester,3,0.14,3,0.13,6,0.27,5,0.17,7,0.25,8,0.28,8,0.34
F,255,Vardy,9.1,9.1,Leicester,45,2.62,45,2.50,43,2.53,42,2.24,40,2.07,38,1.73,38,2.19
D,256,Ricardo,4.3,4.3,Leicester,0,0.00,0,0.00,5,0.26,21,0.81,38,1.13,44,1.15,47,1.98
D,257,Amartey,4.0,4.0,Leicester,20,0.75,23,0.69,21,0.84,17,0.52,16,0.38,16,0.33,17,0.59
D,258,Castagne,4.3,4.3,Leicester,85,3.31,83,2.50,80,3.30,74,2.29,72,1.65,70,1.44,67,2.41
M,259,Tielemans,6.1,6.1,Leicester,68,2.74,63,2.41,60,2.49,57,2.16,59,2.08,58,1.91,58,2.30
M,260,Pérez,4.7,4.7,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,261,Maddison,8.1,8.1,Leicester,84,4.43,81,4.02,80,4.39,78,3.68,75,3.32,75,2.86,74,3.85
F,262,Iheanacho,5.9,5.9,Leicester,45,2.62,42,2.34,40,2.36,40,2.13,41,2.12,43,1.93,44,2.53
M,263,Choudhury,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,264,Barnes,6.7,6.7,Leicester,19,1.05,50,2.46,68,3.61,69,3.22,67,2.95,67,2.61,66,3.38
M,265,Ndidi,4.8,4.8,Leicester,64,2.02,63,1.86,58,1.86,59,1.74,56,1.58,56,1.53,55,1.70
M,266,Dewsbury-Hall,4.9,4.9,Leicester,64,2.53,59,2.26,57,2.35,58,2.17,57,2.03,57,1.87,58,2.26
D,267,Söyüncü,4.2,4.2,Leicester,25,0.95,24,0.72,20,0.77,22,0.67,19,0.42,21,0.43,20,0.69
D,268,Justin,4.1,4.1,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,269,Soumaré,4.4,4.4,Leicester,18,0.77,18,0.78,17,0.75,19,0.79,19,0.77,20,0.80,21,0.87
D,270,Thomas,3.9,3.9,Leicester,10,0.40,9,0.31,12,0.50,10,0.35,7,0.21,7,0.20,7,0.24
F,271,Daka,5.6,5.6,Leicester,28,1.69,25,1.47,24,1.52,25,1.40,24,1.34,24,1.21,24,1.49
D,272,W.Fofana,4.3,4.3,Chelsea,0,0.00,78,3.50,76,1.85,76,3.14,73,3.82,67,3.10,66,2.41
D,273,Brunt,3.9,3.9,Leicester,0,0.01,1,0.03,1,0.03,0,0.01,0,0.00,0,0.01,0,0.01
M,274,Milner,4.4,4.4,Liverpool,7,0.45,10,0.52,14,1.52,11,0.63,12,0.61,13,0.74,11,0.60
M,275,Henderson,5.3,5.3,Liverpool,62,2.75,60,2.20,59,4.71,57,2.30,53,2.09,54,2.20,52,2.13
D,276,Matip,5.9,5.9,Liverpool,6,0.31,12,0.44,13,1.15,15,0.66,17,0.67,16,0.69,18,0.82
M,277,Thiago,5.1,5.1,Liverpool,59,2.44,70,2.38,69,5.07,67,2.51,66,2.38,64,2.39,61,2.32
M,278,Chamberlain,4.9,4.9,Liverpool,2,0.17,2,0.17,4,0.59,5,0.35,4,0.31,5,0.35,5,0.36
F,279,Firmino,8.0,8.0,Liverpool,20,1.51,22,1.39,21,3.02,21,1.52,21,1.45,22,1.57,25,1.64
D,280,Van Dijk,6.6,6.6,Liverpool,87,4.78,82,3.12,81,7.22,79,3.67,79,3.27,79,3.47,80,3.66
G,281,Alisson,5.4,5.4,Liverpool,89,4.49,88,3.68,87,7.76,87,3.96,87,3.73,87,3.84,88,3.99
M,282,Fabinho,5.2,5.2,Liverpool,69,2.57,52,1.69,51,3.55,62,2.16,59,1.96,58,2.00,60,2.09
M,283,Salah,12.8,12.8,Liverpool,83,8.22,79,5.68,78,13.12,76,6.36,76,6.06,76,6.30,74,6.01
D,284,Robertson,6.8,6.8,Liverpool,80,5.14,78,3.38,76,7.88,74,4.01,73,3.53,73,3.76,72,3.79
D,285,Alexander-Arnold,7.4,7.3,Liverpool,85,6.29,82,4.07,79,9.45,80,4.88,79,4.35,76,4.46,77,4.63
D,286,Gomez,4.3,4.3,Liverpool,7,0.35,13,0.44,14,1.13,18,0.77,19,0.70,20,0.82,20,0.85
M,287,Keita,4.7,4.7,Liverpool,0,0.00,0,0.00,0,0.00,3,0.18,13,0.69,20,1.05,23,1.20
F,288,Diogo Jota,8.7,8.7,Liverpool,54,3.62,50,2.76,43,5.34,39,2.58,35,2.33,36,2.44,37,2.42
G,289,Kelleher,4.0,4.0,Liverpool,1,0.04,2,0.09,3,0.24,3,0.14,3,0.14,3,0.13,2,0.10
D,290,Konaté,4.8,4.8,Liverpool,83,4.25,80,2.72,79,6.33,76,3.21,74,2.75,73,2.90,70,2.91
M,291,Jones,4.9,4.9,Liverpool,31,1.56,31,1.34,31,2.89,31,1.42,28,1.29,26,1.23,28,1.32
D,292,Tsimikas,4.3,4.3,Liverpool,11,0.67,13,0.60,14,1.48,15,0.81,16,0.81,16,0.83,17,0.94
M,293,Luis Díaz,7.8,7.8,Liverpool,11,0.86,18,1.17,29,4.05,41,2.65,45,2.75,44,2.81,44,2.75
M,294,Elliott,4.8,4.8,Liverpool,21,1.24,24,1.21,26,2.79,18,1.01,22,1.17,21,1.15,20,1.11
D,295,N.Williams,3.8,3.8,Nott'm Forest,71,1.17,52,1.38,44,1.29,26,1.17,27,0.68,28,0.71,26,0.87
M,296,Carvalho,5.1,5.1,Liverpool,1,0.10,2,0.19,3,0.50,3,0.28,2,0.20,3,0.28,3,0.29
F,297,Darwin,8.7,8.7,Liverpool,52,4.32,52,3.34,50,7.48,48,3.54,47,3.42,47,3.48,44,3.22
D,298,Ramsay,3.9,3.9,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,299,Walker,4.7,4.7,Man City,0,0.00,49,2.09,48,4.85,50,2.68,49,2.60,47,4.02,50,2.34
M,300,Gündogan,7.3,7.3,Man City,0,0.00,62,2.91,60,6.60,56,3.46,58,3.18,57,5.40,59,2.94
M,301,De Bruyne,12.1,12.1,Man City,0,0.00,69,4.28,67,9.49,67,5.42,63,4.49,64,8.01,62,4.19
D,302,Stones,5.5,5.5,Man City,0,0.00,57,2.62,60,6.50,56,3.23,55,3.11,54,5.01,54,2.77
M,303,Mahrez,7.3,7.3,Man City,0,0.00,52,3.36,54,7.77,54,4.51,53,3.85,52,6.48,53,3.49
M,304,Sterling,9.7,9.7,Chelsea,0,0.00,55,3.30,53,2.37,56,3.28,55,3.79,52,4.58,50,2.67
M,305,Grealish,7.2,7.2,Man City,0,0.00,66,3.46,64,7.63,62,4.18,63,3.78,63,6.48,64,3.49
D,306,Cancelo,7.1,7.1,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,307,Ederson,5.4,5.4,Man City,0,0.00,88,3.83,87,8.39,86,4.27,87,4.39,87,7.57,86,4.02
D,308,Aké,5.1,5.1,Man City,0,0.00,53,2.32,52,5.46,54,3.01,52,2.83,54,4.71,52,2.54
D,309,Laporte,5.6,5.6,Man City,0,0.00,37,1.71,35,3.91,36,2.15,38,2.19,38,3.53,37,1.90
G,310,Steffen,4.0,4.0,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,311,Bernardo,6.7,6.7,Man City,0,0.00,52,2.35,49,4.91,49,2.75,51,2.58,51,4.42,50,2.32
D,312,Dias,6.0,6.0,Man City,0,0.00,68,2.92,70,7.30,68,3.81,66,3.56,66,5.70,66,3.18
D,313,Zinchenko,5.2,5.2,Arsenal,40,2.53,57,1.48,74,3.59,74,2.75,71,3.22,70,3.89,73,4.17
M,314,Foden,8.0,8.0,Man City,0,0.00,53,3.37,51,7.38,52,4.31,52,3.70,51,6.31,51,3.34
M,315,Rodri,5.6,5.6,Man City,0,0.00,78,2.99,76,6.51,74,3.51,75,3.23,73,5.47,72,2.86
M,316,Palmer,4.2,4.2,Man City,0,0.00,4,0.29,6,0.81,7,0.52,8,0.51,9,1.05,8,0.50
M,317,McAtee,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,318,Haaland,12.2,12.2,Man City,0,0.00,72,5.49,73,12.79,71,7.43,70,5.87,71,10.25,70,5.39
F,319,Álvarez,6.0,6.0,Man City,0,0.00,36,1.74,39,4.03,40,2.31,41,2.11,41,3.75,41,1.95
D,320,Mbete,3.9,3.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,321,Lavia,4.5,4.5,Southampton,78,1.84,76,2.21,74,1.82,72,2.05,72,2.08,71,1.77,71,1.82
D,322,Wilson-Esbrand,3.8,3.8,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,323,Delap,4.4,4.4,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,324,Ortega,3.8,3.8,Man City,0,0.00,2,0.08,3,0.31,4,0.20,3,0.17,3,0.28,4,0.17
M,325,Phillips,4.8,4.8,Man City,0,0.00,13,0.54,15,1.27,16,0.72,17,0.73,17,1.31,18,0.75
F,326,Ronaldo,10.2,10.2,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,327,De Gea,5.0,5.0,Man Utd,0,0.00,88,3.47,88,7.22,88,3.69,86,4.04,86,7.47,86,3.97
D,328,Jones,3.8,3.8,Man Utd,0,0.00,1,0.02,1,0.07,1,0.04,1,0.03,1,0.03,0,0.00
D,329,Varane,4.8,4.8,Man Utd,0,0.00,0,0.00,19,1.24,37,1.41,58,2.87,76,6.37,76,3.66
D,330,Maguire,4.7,4.7,Man Utd,0,0.00,73,2.27,68,4.83,65,2.37,58,2.77,52,4.17,52,2.44
M,331,Fred,5.1,5.1,Man Utd,0,0.00,13,0.61,13,1.24,12,0.57,14,0.70,15,1.42,17,0.83
D,332,Shaw,5.1,5.1,Man Utd,0,0.00,80,2.63,77,5.83,76,3.01,74,3.96,71,6.44,73,3.83
M,333,Fernandes,9.5,9.5,Man Utd,0,0.00,83,4.34,82,9.35,81,4.44,81,5.42,79,9.36,77,5.33
D,334,Telles,5.0,5.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,335,Rashford,7.1,6.9,Man Utd,0,0.00,20,1.33,51,6.77,76,4.84,75,5.85,76,10.33,73,5.97
M,336,Van de Beek,5.1,5.1,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,337,Lindelöf,4.1,4.1,Man Utd,0,0.00,64,1.91,57,3.92,45,1.61,40,1.84,35,2.71,35,1.58
M,338,McTominay,4.9,4.9,Man Utd,0,0.00,17,0.64,18,1.42,19,0.75,21,0.90,21,1.73,20,0.88
D,339,Bailly,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,340,Sancho,7.1,7.1,Man Utd,0,0.00,61,3.25,49,5.75,38,2.25,35,2.38,34,4.28,37,2.57
D,341,Wan-Bissaka,4.3,4.3,Man Utd,0,0.00,50,1.61,48,3.49,45,1.72,47,2.31,49,4.04,49,2.31
D,342,Dalot,4.7,4.7,Man Utd,0,0.00,44,1.50,46,3.57,47,1.87,46,2.35,42,3.70,43,2.17
D,343,B.Williams,3.8,3.8,Man Utd,0,0.00,2,0.07,2,0.14,3,0.09,2,0.07,3,0.20,2,0.10
M,344,Elanga,4.6,4.6,Man Utd,0,0.00,3,0.25,2,0.35,1,0.11,1,0.13,1,0.20,1,0.10
F,345,Martial,6.3,6.3,Man Utd,0,0.00,59,3.30,53,6.42,49,2.89,48,3.20,48,5.93,48,3.36
M,346,Andreas,4.3,4.3,Fulham,79,4.29,78,3.39,72,5.41,74,4.20,73,3.48,72,3.55,72,2.64
M,347,Pellistri,4.3,4.3,Man Utd,0,0.00,14,0.77,11,1.28,7,0.47,7,0.49,5,0.71,5,0.40
G,348,Heaton,3.8,3.8,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,1,0.06,1,0.02
M,349,Shelvey,4.8,4.8,Nott'm Forest,49,1.46,43,1.48,39,1.35,35,1.43,34,1.15,37,1.25,34,1.23
D,350,Ritchie,4.2,4.2,Newcastle,0,0.02,1,0.06,3,0.14,2,0.07,2,0.19,2,0.10,2,0.08
D,351,Fernández,4.4,4.4,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,352,Clark,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,353,Darlow,3.9,3.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,354,Wood,5.6,5.6,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,355,Dubravka,4.1,4.1,Newcastle,1,0.05,2,0.11,2,0.10,3,0.12,3,0.25,3,0.15,4,0.15
F,356,Wilson,6.9,6.9,Newcastle,54,3.47,52,3.14,51,3.81,45,2.75,43,5.36,45,3.57,43,2.36
D,357,Trippier,6.2,6.0,Newcastle,86,4.12,82,4.25,81,5.15,79,3.20,79,7.01,78,4.78,78,2.94
D,358,Burn,4.5,4.5,Newcastle,82,3.35,80,3.58,75,4.10,75,2.67,75,5.73,74,3.90,74,2.51
M,359,Fraser,5.2,5.2,Newcastle,3,0.23,4,0.29,4,0.36,4,0.33,4,0.55,4,0.32,5,0.32
D,360,Lascelles,4.3,4.3,Newcastle,7,0.28,9,0.36,10,0.48,12,0.42,12,0.82,14,0.63,13,0.43
F,361,Gayle,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,362,Dummett,3.9,3.9,Newcastle,0,0.02,1,0.05,2,0.10,2,0.10,2,0.14,3,0.13,2,0.09
D,363,Manquillo,4.2,4.2,Newcastle,3,0.13,5,0.23,6,0.28,7,0.25,4,0.32,6,0.27,5,0.18
D,364,Krafth,4.3,4.3,Newcastle,0,0.00,0,0.01,2,0.06,3,0.10,7,0.45,7,0.29,6,0.19
M,365,Murphy,4.1,4.1,Newcastle,24,1.33,25,1.34,27,1.64,23,1.27,22,2.30,22,1.38,23,1.11
D,366,Schär,5.1,5.1,Newcastle,84,3.61,82,3.90,78,4.57,76,2.88,74,6.09,75,4.28,73,2.61
D,367,Targett,4.7,4.7,Newcastle,13,0.54,18,0.83,24,1.41,25,1.00,25,2.16,27,1.53,28,1.07
M,368,Saint-Maximin,6.1,6.1,Newcastle,0,0.00,9,0.54,15,1.06,36,1.96,52,5.62,54,3.65,53,2.52
M,369,Almirón,5.4,5.4,Newcastle,68,3.29,64,3.09,62,3.51,60,2.80,59,5.47,58,3.38,59,2.47
M,370,S.Longstaff,4.3,4.3,Newcastle,62,2.32,65,2.44,62,2.66,59,2.14,58,4.12,58,2.55,59,1.97
M,371,Joelinton,5.9,5.9,Newcastle,65,2.67,61,2.47,60,2.87,59,2.27,60,4.56,58,2.82,57,1.99
D,372,Lewis,4.4,4.4,Newcastle,1,0.02,1,0.05,2,0.11,3,0.10,3,0.22,2,0.10,3,0.10
M,373,Willock,4.7,4.7,Newcastle,59,2.80,56,2.66,56,3.09,56,2.54,53,4.79,52,2.97,54,2.21
M,374,Bruno Guimarães,5.5,5.5,Newcastle,85,3.13,80,2.98,77,3.37,77,2.72,76,5.23,76,3.30,75,2.43
M,375,Hendrick,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,376,Pope,5.4,5.4,Newcastle,89,3.80,88,3.99,88,4.35,87,3.68,87,7.03,86,4.23,86,3.48
D,377,Botman,4.5,4.5,Newcastle,84,3.44,81,3.69,78,4.27,78,2.78,78,6.00,75,3.91,76,2.59
M,378,Arter,4.1,4.1,Nott'm Forest,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00,0,0.01,0,0.00
D,379,Cook,4.3,4.3,Nott'm Forest,7,0.17,5,0.16,3,0.09,3,0.13,5,0.13,5,0.13,5,0.15
F,380,Lyle Taylor,4.1,4.1,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,0,0.01,0,0.02
M,381,Colback,4.1,4.1,Nott'm Forest,8,0.31,6,0.27,7,0.30,4,0.21,5,0.24,5,0.24,5,0.21
G,382,Samba,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,383,Cafú,4.2,4.2,Nott'm Forest,0,0.01,0,0.02,0,0.01,0,0.00,0,0.01,0,0.02,0,0.01
M,384,Lolley,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,385,McKenna,4.4,4.4,Nott'm Forest,73,1.21,51,1.21,35,0.96,34,1.38,38,0.84,39,0.84,41,1.19
D,386,Dräger,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,387,Yates,5.0,5.0,Nott'm Forest,9,0.33,20,0.72,28,0.97,43,1.69,41,1.32,42,1.38,45,1.51
D,388,Worrall,4.2,4.2,Nott'm Forest,31,0.57,19,0.46,11,0.29,12,0.45,16,0.35,16,0.34,13,0.38
D,389,Panzo,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,390,Xande Silva,5.0,5.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,391,Surridge,4.6,4.6,Nott'm Forest,2,0.12,2,0.18,3,0.20,3,0.24,3,0.21,5,0.31,4,0.27
D,392,Laryea,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,393,Mbe Soh,4.2,4.2,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,394,Johnson,5.7,5.7,Nott'm Forest,85,2.81,82,3.14,79,2.96,77,3.66,74,2.57,74,2.67,74,2.83
M,395,Mighten,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,396,Ojeda,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,397,Awoniyi,5.6,5.6,Nott'm Forest,48,2.03,45,2.21,42,2.01,41,2.50,42,1.85,42,1.94,44,2.14
G,398,Henderson,4.6,4.6,Nott'm Forest,14,0.51,21,0.77,25,0.95,28,1.23,27,0.98,30,1.10,29,1.14
D,399,Biancone,4.2,4.2,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,400,Walcott,4.8,4.8,Southampton,58,2.05,58,2.96,52,1.99,52,2.44,50,2.48,49,1.92,47,1.98
G,401,McCarthy,4.3,4.3,Southampton,1,0.04,3,0.12,3,0.11,5,0.18,6,0.25,5,0.17,5,0.17
M,402,Romeu,4.8,4.8,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,403,Redmond,5.3,5.3,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,404,Stephens,4.3,4.3,Bournemouth,80,2.63,0,0.00,75,2.52,73,1.93,73,2.00,72,1.51,71,2.10
M,405,S.Armstrong,4.7,4.7,Southampton,43,1.55,43,2.14,38,1.48,39,1.77,38,1.80,35,1.41,38,1.59
M,406,Elyounoussi,5.1,5.1,Southampton,48,1.81,45,2.52,46,1.84,45,2.19,46,2.40,46,1.84,45,1.97
M,407,Ward-Prowse,6.3,6.3,Southampton,88,2.50,85,3.73,84,2.60,83,3.25,79,3.32,82,2.56,82,2.82
F,408,A.Armstrong,5.3,5.3,Southampton,21,0.98,20,1.22,22,1.04,20,1.12,22,1.27,22,1.05,23,1.16
D,409,Walker-Peters,4.4,4.4,Southampton,85,1.36,80,3.06,75,1.43,73,2.53,72,2.61,72,1.31,74,1.55
D,410,Bednarek,4.2,4.2,Southampton,85,1.38,80,2.97,76,1.42,76,2.57,75,2.62,73,1.33,72,1.42
F,411,Adams,6.0,6.0,Southampton,2,0.08,21,1.16,37,1.38,65,2.89,68,3.20,64,2.43,63,2.61
M,412,Tella,5.0,5.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,413,Lyanco,4.4,4.4,Southampton,9,0.20,3,0.14,6,0.15,3,0.13,2,0.08,5,0.13,3,0.10
D,414,Valery,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,415,Smallbone,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,416,Diallo,4.2,4.2,Southampton,13,0.52,15,0.64,16,0.64,16,0.65,19,0.79,19,0.73,18,0.72
D,417,Perraud,4.1,4.1,Southampton,69,1.29,51,2.37,51,1.23,51,2.08,46,1.99,47,1.11,49,1.32
M,418,Djenepo,5.0,5.0,Southampton,7,0.38,5,0.33,7,0.37,6,0.37,8,0.43,6,0.34,8,0.40
D,419,Livramento,4.4,4.4,Southampton,1,0.02,1,0.04,3,0.07,8,0.25,13,0.50,11,0.25,9,0.23
D,420,Salisu,4.3,4.3,Southampton,1,0.01,5,0.20,10,0.19,20,0.70,22,0.81,22,0.43,24,0.52
G,421,Lis,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,422,Bazunu,4.5,4.5,Southampton,89,3.10,87,3.57,87,3.04,85,3.40,84,3.38,85,2.98,85,2.98
D,423,Bella-Kotchap,4.5,4.5,Southampton,84,1.39,84,3.32,79,1.53,77,2.77,77,2.90,76,1.43,74,1.63
