Pos,ID,Name,BV,SV,Team,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts
D,59,Fredericks,4.4,4.4,Bournemouth,33,0.82,35,1.08,32,2.28,32,0.98,31,0.80,31,1.17
M,60,Brooks,5.3,5.3,Bournemouth,0,0.00,1,0.04,1,0.16,1,0.10,1,0.10,2,0.15
M,61,Lowe,5.2,5.2,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,62,Moore,5.1,5.1,Bournemouth,11,0.52,12,0.57,6,0.72,9,0.45,8,0.40,9,0.50
M,63,Marcondes,4.7,4.7,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,64,Lerma,4.7,4.7,Bournemouth,43,1.22,83,2.29,78,4.63,74,2.11,77,2.00,77,2.31
D,65,Stacey,4.3,4.3,Bournemouth,4,0.11,6,0.20,4,0.31,10,0.30,7,0.19,7,0.27
F,66,Solanke,5.5,5.5,Bournemouth,85,3.71,82,3.67,79,7.82,77,3.54,76,2.95,76,3.79
M,67,Cook,4.9,4.9,Bournemouth,70,1.98,60,1.80,41,2.79,42,1.37,42,1.28,44,1.48
M,68,Pearson,4.4,4.4,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,69,Christie,5.3,5.3,Bournemouth,28,1.24,24,1.11,9,0.99,12,0.62,10,0.46,11,0.60
M,70,Billing,5.1,5.1,Bournemouth,77,2.70,74,2.72,66,5.27,65,2.44,67,2.23,65,2.65
D,71,Mepham,4.3,4.3,Bournemouth,18,0.36,21,0.53,12,0.72,14,0.34,12,0.25,11,0.33
G,72,Travers,4.2,4.2,Bournemouth,1,0.04,1,0.05,2,0.17,3,0.09,2,0.06,2,0.06
D,73,Kelly,4.3,4.3,Bournemouth,0,0.00,8,0.20,68,3.96,74,1.81,74,1.38,72,2.32
M,74,Dembélé,4.7,4.7,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,75,Anthony,5.2,5.2,Bournemouth,51,2.21,48,2.15,24,2.67,27,1.35,26,1.19,25,1.36
D,76,Zemura,4.3,4.3,Bournemouth,68,1.43,62,1.73,51,3.36,48,1.38,50,1.12,50,1.79
G,77,Dennis,3.9,3.9,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,78,Jansson,4.2,4.2,Brentford,34,2.38,42,1.66,44,2.11,47,1.49,43,1.45,45,1.72
M,79,Nørgaard,5.3,5.3,Brentford,82,5.41,79,2.87,77,4.63,76,2.49,77,2.49,77,2.77
F,80,Toney,7.8,7.7,Brentford,87,9.07,82,5.07,81,7.21,80,3.98,78,3.71,78,4.57
G,81,Raya,4.8,4.8,Brentford,89,7.35,87,3.73,87,6.45,87,3.48,87,3.59,87,3.69
D,82,Canós,5.0,5.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,83,Dasilva,4.1,4.1,Brentford,34,3.28,36,1.92,36,3.14,38,1.78,38,1.72,38,1.99
D,84,Ajer,4.5,4.5,Brentford,46,3.36,43,1.80,45,2.34,46,1.59,44,1.59,44,1.83
D,85,Henry,4.5,4.5,Brentford,82,5.75,79,3.20,76,3.80,72,2.40,75,2.63,73,2.91
M,86,Janelt,5.5,5.5,Brentford,39,3.23,43,1.87,42,3.09,42,1.65,44,1.68,41,1.77
M,87,Ghoddos,4.8,4.8,Brentford,1,0.14,2,0.15,3,0.42,7,0.39,7,0.41,7,0.45
M,88,Jensen,4.8,4.8,Brentford,71,5.48,69,3.00,67,4.76,65,2.51,66,2.53,66,2.87
M,89,Wissa,5.3,5.3,Brentford,37,3.96,40,2.46,42,4.09,49,2.65,48,2.53,53,3.29
D,90,Roerslev,4.3,4.3,Brentford,10,0.69,11,0.42,13,0.69,16,0.55,15,0.52,17,0.67
D,91,Bech,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,92,Pinnock,4.4,4.4,Brentford,82,5.78,77,3.13,75,3.68,71,2.35,73,2.55,74,2.93
M,93,Onyeka,4.8,4.8,Brentford,8,0.86,12,0.61,15,1.38,20,0.94,18,0.83,19,0.97
M,94,Baptiste,4.5,4.5,Brentford,7,0.79,9,0.50,12,1.05,15,0.72,13,0.60,15,0.77
F,95,Mbeumo,5.9,5.9,Brentford,73,6.78,73,3.91,71,5.98,70,3.37,72,3.32,70,3.92
D,96,Goode,3.9,3.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,97,Forss,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,98,Thompson,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,99,Bidstrup,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,100,Balcombe,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,101,Lallana,4.8,4.8,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,102,Steele,3.9,3.9,Brighton,85,7.40,0,0.00,72,6.33,65,2.45,56,4.27,0,0.00
F,103,Welbeck,6.5,6.5,Brighton,33,3.78,0,0.00,44,5.05,43,2.01,41,3.80,0,0.00
M,104,Groß,5.4,5.4,Brighton,79,7.03,0,0.00,75,7.26,75,2.84,76,5.60,0,0.00
D,105,Duffy,4.3,4.3,Fulham,3,0.09,0,0.00,5,0.19,5,0.22,6,0.23,6,0.25
D,106,Dunk,4.7,4.7,Brighton,87,7.46,0,0.00,85,7.42,82,2.39,82,4.69,0,0.00
M,107,March,5.1,5.1,Brighton,84,8.14,0,0.00,78,8.03,78,3.09,78,6.04,0,0.00
D,108,Webster,4.5,4.5,Brighton,77,6.62,0,0.00,49,4.41,46,1.44,62,3.66,0,0.00
D,109,Veltman,4.6,4.6,Brighton,57,4.82,0,0.00,50,4.34,49,1.47,54,3.14,0,0.00
F,110,Maupay,5.9,5.9,Everton,38,2.15,28,1.31,20,1.08,22,1.05,23,1.31,23,1.15
M,111,Trossard,6.6,6.6,Arsenal,3,0.19,6,0.50,14,1.16,26,1.62,29,2.00,31,2.52
D,112,Cucurella,5.0,5.0,Chelsea,33,1.52,33,1.85,33,3.00,32,1.54,35,1.65,0,0.00
G,113,Sánchez,4.6,4.6,Brighton,5,0.48,0,0.00,17,1.51,25,0.95,33,2.50,0,0.00
D,114,Lamptey,4.2,4.2,Brighton,24,2.29,0,0.00,29,2.77,31,1.13,32,2.30,0,0.00
M,115,Alzate,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,116,Mac Allister,5.4,5.4,Brighton,83,8.64,0,0.00,74,8.19,77,3.17,74,6.09,0,0.00
M,117,Moder,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,2,0.18,0,0.00
M,118,Mwepu,5.3,5.3,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,119,Sarmiento,4.5,4.5,Brighton,14,1.54,0,0.00,20,2.31,19,0.92,20,1.86,0,0.00
M,120,Caicedo,5.0,5.0,Brighton,83,4.95,0,0.00,79,4.86,75,2.03,74,3.92,0,0.00
M,121,Richards,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,122,Roberts,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,123,Undav,5.0,5.0,Brighton,11,1.59,0,0.00,16,2.33,17,1.01,17,1.98,0,0.00
M,124,Mitoma,5.5,5.3,Brighton,81,8.68,0,0.00,72,8.35,71,3.12,75,6.35,0,0.00
F,125,Enciso,4.6,4.6,Brighton,7,0.78,0,0.00,13,1.40,15,0.68,14,1.21,0,0.00
M,126,Kozłowski,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,127,Azpilicueta,4.8,4.8,Chelsea,0,0.00,0,0.00,5,0.42,12,0.56,18,0.82,0,0.00
D,128,Thiago Silva,5.4,5.4,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,7,0.33,0,0.00
D,129,Alonso,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,130,Jorginho,5.8,5.8,Arsenal,34,1.36,32,1.30,34,1.44,36,1.28,36,1.40,37,1.62
M,131,Barkley,4.9,4.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,132,Kovacic,4.9,4.9,Chelsea,63,2.16,56,2.09,54,3.76,48,1.64,44,1.59,0,0.00
G,133,Arrizabalaga,4.7,4.6,Chelsea,89,3.91,88,4.39,88,7.83,85,3.90,85,3.79,0,0.00
M,134,Kanté,4.8,4.8,Chelsea,0,0.00,0,0.01,8,0.68,16,0.65,27,1.06,0,0.00
M,135,Ziyech,5.5,5.5,Chelsea,34,1.96,18,1.23,15,1.96,16,0.98,17,1.06,0,0.00
M,136,Loftus-Cheek,5.0,5.0,Chelsea,49,2.04,33,1.57,26,2.38,30,1.32,23,1.12,0,0.00
F,137,Werner,7.9,7.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,138,Kenedy,3.9,3.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,139,Chilwell,5.8,5.8,Chelsea,71,3.46,68,4.09,65,6.38,58,2.90,62,3.09,0,0.00
M,140,Pulisic,5.6,5.6,Chelsea,5,0.40,8,0.55,18,2.18,21,1.16,17,1.04,0,0.00
D,141,Chalobah,4.4,4.4,Chelsea,31,1.29,17,0.87,18,1.47,23,1.02,17,0.71,0,0.00
M,142,Mount,7.2,7.2,Chelsea,0,0.00,29,1.84,42,4.81,43,2.29,41,2.38,0,0.00
D,143,Sarr,5.0,5.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,144,Hudson-Odoi,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,145,Havertz,7.5,7.5,Chelsea,80,4.63,73,4.46,67,7.98,65,3.42,66,3.80,0,0.00
D,146,James,5.8,5.8,Chelsea,0,0.00,71,4.76,66,7.52,61,3.46,63,3.57,0,0.00
G,147,Mendy,4.8,4.8,Chelsea,0,0.00,0,0.00,1,0.06,4,0.18,4,0.19,0,0.00
M,148,Gallagher,5.6,5.6,Chelsea,22,1.07,12,0.66,9,0.96,13,0.60,11,0.55,0,0.00
M,149,Gilmour,4.2,4.2,Brighton,19,1.67,0,0.00,26,2.21,25,0.96,25,1.91,0,0.00
F,150,Broja,5.2,5.2,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,151,Ampadu,4.4,4.4,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,152,Guaita,4.4,4.4,Crystal Palace,89,6.63,88,3.15,87,3.82,87,3.48,87,3.72,88,4.07
D,153,Tomkins,3.9,3.9,Crystal Palace,0,0.02,1,0.01,2,0.09,4,0.12,4,0.14,3,0.14
M,154,McArthur,4.8,4.8,Crystal Palace,11,0.93,11,0.44,7,0.36,8,0.37,10,0.44,10,0.50
F,155,Benteke,5.5,5.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,156,Ward,4.4,4.4,Crystal Palace,22,1.12,27,0.57,28,1.12,28,0.91,32,1.16,29,1.28
D,157,Clyne,4.5,4.5,Crystal Palace,75,3.65,71,1.44,70,2.79,69,2.26,65,2.36,67,2.95
M,158,Milivojevic,4.2,4.2,Crystal Palace,3,0.35,4,0.20,2,0.12,3,0.15,3,0.17,4,0.22
M,159,J.Ayew,5.3,5.3,Crystal Palace,68,5.07,66,2.28,62,3.06,58,2.49,61,2.70,62,2.98
M,160,Zaha,7.2,7.2,Crystal Palace,86,6.95,84,3.04,82,4.71,81,3.86,80,4.08,80,4.42
M,161,Schlupp,4.7,4.7,Crystal Palace,63,4.03,57,1.76,47,2.01,48,1.83,44,1.77,47,1.97
G,162,Butland,4.4,4.4,Man Utd,2,0.07,0,0.00,3,0.22,3,0.16,4,0.17,0,0.00
M,163,Hughes,4.8,4.8,Crystal Palace,18,1.50,26,0.98,17,0.83,18,0.81,21,0.93,21,0.96
M,164,Riedewald,4.3,4.3,Crystal Palace,2,0.18,2,0.10,2,0.09,1,0.06,2,0.09,3,0.14
D,165,Andersen,4.5,4.5,Crystal Palace,85,4.01,82,1.58,81,3.26,80,2.60,79,2.90,80,3.60
F,166,Edouard,5.0,5.0,Crystal Palace,36,3.34,38,1.61,35,2.04,38,1.89,35,1.87,34,1.93
D,167,Guéhi,4.4,4.4,Crystal Palace,86,3.87,83,1.54,81,3.11,79,2.46,77,2.70,75,3.24
F,168,Mateta,5.1,5.1,Crystal Palace,39,3.66,38,1.66,40,2.38,38,1.99,43,2.26,41,2.28
M,169,Eze,5.4,5.4,Crystal Palace,54,4.50,52,1.99,45,2.48,46,2.17,44,2.25,46,2.49
D,170,Mitchell,4.4,4.4,Crystal Palace,80,3.87,75,1.54,73,2.96,72,2.40,69,2.59,69,3.12
M,171,Olise,5.4,5.4,Crystal Palace,69,5.46,63,2.35,63,3.36,63,2.85,60,2.90,61,3.16
M,172,Rak-Sakyi,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,173,Ebiowei,4.2,4.2,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,174,Ferguson,3.9,3.9,Crystal Palace,2,0.12,4,0.11,7,0.29,10,0.33,11,0.40,12,0.50
G,175,Johnstone,4.4,4.4,Crystal Palace,0,0.00,0,0.00,0,0.02,1,0.05,2,0.10,2,0.08
G,176,Begović,3.9,3.9,Everton,1,0.05,1,0.05,3,0.12,3,0.10,3,0.14,4,0.15
F,177,Rondón,4.9,4.9,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,178,Coleman,4.4,4.4,Everton,73,3.04,61,1.74,47,1.75,48,1.33,48,2.23,48,1.89
M,179,Townsend,5.4,5.4,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,180,Keane,4.2,4.2,Everton,46,1.83,43,1.14,43,1.48,44,1.07,41,1.78,43,1.53
M,181,Dele,5.3,5.3,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,182,Pickford,4.4,4.4,Everton,89,3.72,89,3.25,87,3.41,87,3.17,87,3.79,86,3.49
M,183,Allan,4.8,4.8,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,184,André Gomes,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,185,A.Doucouré,5.3,5.3,Everton,70,2.85,65,2.15,62,2.29,63,2.07,61,2.50,64,2.28
M,186,Iwobi,5.4,5.4,Everton,80,3.24,77,2.57,75,2.82,73,2.45,72,3.06,74,2.73
M,187,Gbamin,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,188,Mina,4.3,4.3,Everton,3,0.14,6,0.18,6,0.22,7,0.21,9,0.40,12,0.44
M,189,Gray,5.3,5.3,Everton,47,2.63,47,1.95,45,2.12,48,1.97,47,2.50,48,2.17
M,190,Davies,4.9,4.9,Everton,9,0.47,8,0.40,10,0.47,12,0.51,14,0.64,12,0.52
F,191,Calvert-Lewin,7.9,7.9,Everton,30,1.79,58,2.47,76,3.62,76,3.13,76,4.15,75,3.38
D,192,Holgate,4.3,4.3,Everton,7,0.27,6,0.17,4,0.13,5,0.14,6,0.24,7,0.23
D,193,Godfrey,4.3,4.3,Everton,28,1.06,17,0.45,23,0.76,21,0.52,24,1.01,23,0.82
D,194,Mykolenko,4.3,4.3,Everton,57,2.16,74,1.86,69,2.28,67,1.59,69,2.86,66,2.32
M,195,Gordon,5.1,5.1,Newcastle,44,2.37,47,2.46,43,4.18,45,2.20,45,4.44,43,2.14
D,196,Branthwaite,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,197,Patterson,3.9,3.9,Everton,8,0.30,21,0.61,40,1.38,39,1.00,38,1.58,39,1.40
D,198,Nkounkou,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,199,Tarkowski,4.4,4.4,Everton,87,3.19,83,1.96,80,2.54,79,1.74,79,3.19,77,2.56
M,200,Cairney,4.7,4.7,Fulham,0,0.00,0,0.00,2,0.11,9,0.45,17,0.81,23,1.11
D,201,Ream,4.6,4.6,Fulham,87,1.86,0,0.00,84,2.92,82,2.96,82,2.69,81,2.86
M,202,Knockaert,4.7,4.7,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,203,Chalobah,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,204,Kebano,5.4,5.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,205,De Cordova-Reid,5.5,5.5,Fulham,50,1.93,0,0.00,54,2.39,52,2.36,53,2.19,53,2.40
D,206,Bryan,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,207,Gazzaniga,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,208,Kongolo,3.9,3.9,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,209,Tosin,4.4,4.4,Fulham,18,0.44,0,0.00,27,1.00,28,1.06,27,0.94,26,0.99
F,210,Mitrović,6.7,6.7,Fulham,84,3.61,0,0.00,79,4.29,77,4.25,76,3.67,77,4.36
M,211,Reed,4.3,4.3,Fulham,78,2.16,0,0.00,64,2.13,62,2.07,60,1.93,58,1.97
M,212,Wilson,5.7,5.7,Fulham,24,1.20,0,0.00,26,1.50,26,1.56,26,1.42,24,1.46
G,213,Rodák,4.3,4.3,Fulham,2,0.07,0,0.00,3,0.14,4,0.18,6,0.23,6,0.21
M,214,Cavaleiro,4.8,4.8,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,215,Tete,4.4,4.4,Fulham,80,1.90,0,0.00,75,2.91,74,2.97,71,2.56,71,2.85
M,216,Onomah,4.3,4.3,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,217,Robinson,4.4,4.4,Fulham,86,1.87,0,0.00,79,2.89,79,2.99,74,2.56,73,2.79
F,218,Muniz,5.4,5.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,219,Stansfield,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,220,Palhinha,4.9,4.9,Fulham,0,0.00,0,0.00,80,2.72,80,2.71,80,2.50,78,2.68
D,221,Cooper,4.4,4.4,Leeds,22,0.65,30,1.03,30,1.86,33,1.33,32,0.84,33,1.04
D,222,Ayling,4.5,4.5,Leeds,82,2.49,77,2.75,76,5.11,74,3.25,75,2.08,73,2.44
M,223,Klich,4.6,4.6,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,224,Forshaw,4.4,4.4,Leeds,0,0.00,0,0.00,2,0.22,5,0.26,10,0.44,9,0.42
M,225,Rodrigo,6.3,6.3,Leeds,0,0.00,0,0.00,10,1.27,20,1.28,39,2.17,42,2.30
D,226,Dallas,4.9,4.9,Leeds,0,0.00,0,0.00,6,0.48,12,0.53,22,0.72,22,0.79
F,227,Bamford,7.2,7.2,Leeds,35,1.97,60,3.06,55,5.97,51,3.00,50,2.69,50,2.68
D,228,Llorente,4.4,4.4,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,229,Roberts,5.0,5.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,230,Koch,4.5,4.5,Leeds,82,2.29,77,2.59,74,4.62,70,2.83,72,1.86,69,2.16
M,231,James,6.0,6.0,Fulham,12,0.61,0,0.00,12,0.65,11,0.63,14,0.71,14,0.73
M,232,Raphinha,7.0,7.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
