Pos,ID,Name,BV,SV,Team,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts
D,38,Hause,4.4,4.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,39,Mings,4.3,4.3,Aston Villa,84,4.46,80,3.52,76,2.33,75,2.08,76,3.02,74,1.41,73,2.38,73,2.21,73,1.28
F,40,Watkins,7.5,7.4,Aston Villa,85,7.88,83,5.11,81,3.89,80,3.69,79,4.53,80,3.21,80,3.68,78,3.85,80,3.24
M,41,Nakamba,4.3,4.3,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,42,Buendía,5.7,5.7,Aston Villa,68,6.45,62,4.03,61,3.08,60,2.91,60,3.68,60,2.53,59,2.94,60,3.13,61,2.61
D,43,Cash,4.6,4.6,Aston Villa,0,0.00,0,0.00,0,0.00,9,0.30,22,0.96,33,0.75,57,2.05,67,2.27,66,1.33
D,44,Konsa,4.4,4.4,Aston Villa,67,3.74,60,2.74,53,1.72,56,1.61,58,2.39,54,1.09,51,1.74,56,1.75,53,0.99
M,45,Bailey,4.4,4.4,Aston Villa,43,4.22,42,2.70,38,2.03,36,1.83,39,2.37,37,1.70,38,1.98,36,1.92,38,1.72
M,46,Douglas Luiz,4.8,4.8,Aston Villa,81,4.90,73,2.78,76,2.40,74,2.28,73,2.62,71,2.03,71,2.28,71,2.27,69,1.98
M,47,Ramsey,5.2,5.2,Aston Villa,58,4.82,52,2.76,50,2.20,51,2.17,50,2.52,47,1.82,49,2.11,49,2.17,50,1.91
M,48,Chukwuemeka,4.2,4.2,Chelsea,4,0.59,6,0.35,6,0.35,0,0.00,4,0.26,4,0.24,5,0.31,6,0.40,6,0.64
M,49,Iroegbunam,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,50,Diego Carlos,4.7,4.7,Aston Villa,39,2.33,52,2.38,64,2.06,61,1.77,56,2.30,56,1.14,58,1.99,49,1.59,55,1.04
M,51,El Ghazi,4.8,4.8,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,52,Davis,5.4,5.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,53,Kamara,4.8,4.8,Aston Villa,68,3.75,78,2.52,77,2.15,75,2.06,75,2.30,74,1.89,73,2.07,73,2.06,73,1.84
F,54,Archer,4.2,4.2,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,55,Philogene-Bidace,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,56,Guilbert,3.9,3.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,57,Smith,4.3,4.3,Bournemouth,73,4.49,65,1.76,61,1.29,61,2.11,60,2.00,64,2.15,67,1.86,63,2.05,65,1.48
M,58,Stanislas,4.8,4.8,Bournemouth,1,0.11,1,0.09,2,0.14,2,0.16,3,0.26,3,0.29,4,0.28,4,0.27,3,0.24
D,59,Fredericks,4.4,4.4,Bournemouth,22,1.52,26,0.83,30,0.78,28,1.08,33,1.23,28,1.07,28,0.92,27,0.99,27,0.75
M,60,Brooks,5.3,5.3,Bournemouth,3,0.50,3,0.26,5,0.30,5,0.38,6,0.40,8,0.53,6,0.40,7,0.44,8,0.44
M,61,Lowe,5.2,5.2,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,62,Moore,5.0,5.0,Bournemouth,3,0.37,3,0.18,6,0.27,7,0.39,7,0.34,6,0.37,6,0.33,9,0.44,8,0.40
M,63,Marcondes,4.7,4.7,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,64,Lerma,4.7,4.7,Bournemouth,83,4.90,80,2.26,76,2.00,74,2.28,75,2.22,74,2.32,73,2.06,71,2.06,72,1.97
D,65,Stacey,4.3,4.3,Bournemouth,1,0.08,3,0.10,4,0.10,5,0.19,8,0.28,5,0.17,6,0.19,8,0.28,5,0.16
F,66,Solanke,5.5,5.5,Bournemouth,85,8.08,84,3.72,81,3.14,78,3.80,78,3.64,78,4.13,77,3.24,78,3.34,76,3.12
M,67,Cook,4.9,4.9,Bournemouth,29,2.10,31,1.06,30,1.00,33,1.17,33,1.17,34,1.21,33,1.11,34,1.15,34,1.12
M,68,Pearson,4.4,4.4,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,69,Christie,5.3,5.3,Bournemouth,7,0.74,6,0.31,8,0.39,9,0.48,10,0.51,9,0.52,10,0.49,11,0.52,9,0.46
M,70,Billing,5.2,5.2,Bournemouth,73,5.65,69,2.55,68,2.27,66,2.65,65,2.50,66,2.81,63,2.30,64,2.40,67,2.31
D,71,Mepham,4.3,4.3,Bournemouth,10,0.55,14,0.35,14,0.28,14,0.45,45,1.35,17,0.53,20,0.52,20,0.60,18,0.39
G,72,Travers,4.2,4.2,Bournemouth,1,0.06,1,0.03,2,0.07,1,0.04,2,0.07,2,0.06,3,0.12,3,0.13,3,0.09
D,73,Kelly,4.3,4.3,Bournemouth,81,4.70,77,1.92,76,1.43,74,2.40,77,2.40,73,2.33,71,1.87,70,2.19,73,1.54
M,74,Dembélé,4.7,4.7,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,75,Anthony,5.2,5.2,Bournemouth,40,3.76,32,1.50,31,1.35,30,1.53,32,1.55,31,1.65,31,1.42,31,1.45,31,1.39
D,76,Zemura,4.3,4.3,Bournemouth,23,1.62,28,0.88,28,0.71,31,1.16,42,1.49,28,1.06,32,1.01,31,1.11,31,0.84
G,77,Dennis,3.9,3.9,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,78,Jansson,4.2,4.2,Brentford,28,1.43,30,1.06,27,1.01,28,1.17,32,0.90,31,1.52,31,0.68,28,1.19,26,0.72
M,79,Nørgaard,5.3,5.3,Brentford,83,4.88,77,2.58,78,2.57,76,2.80,75,2.27,74,3.03,75,2.23,74,2.76,74,2.29
F,80,Toney,7.9,7.9,Brentford,76,6.72,32,1.66,36,1.77,25,1.48,23,0.98,26,1.72,0,0.00,0,0.00,0,0.00
G,81,Raya,4.9,4.9,Brentford,89,6.61,88,3.62,88,3.72,87,3.80,86,3.27,86,4.02,85,3.08,84,3.71,85,3.19
D,82,Canós,5.0,5.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,83,Dasilva,4.1,4.1,Brentford,34,2.95,34,1.65,31,1.53,30,1.60,29,1.33,32,1.89,34,1.47,34,1.80,32,1.47
D,84,Ajer,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,6,0.14,19,0.86,34,1.01
D,85,Henry,4.6,4.6,Brentford,85,3.97,79,2.70,79,2.87,76,3.09,75,2.06,75,3.59,74,1.56,75,3.13,72,1.95
M,86,Janelt,5.5,5.5,Brentford,12,0.98,27,1.08,42,1.64,51,2.11,52,1.83,49,2.20,51,1.74,51,2.10,51,1.82
M,87,Ghoddos,4.8,4.8,Brentford,4,0.46,9,0.50,8,0.46,10,0.57,11,0.56,12,0.75,14,0.68,12,0.71,10,0.54
M,88,Jensen,4.8,4.8,Brentford,68,4.92,64,2.66,64,2.60,64,2.86,62,2.34,64,3.23,63,2.28,60,2.76,61,2.33
M,89,Wissa,5.3,5.3,Brentford,42,4.02,48,2.69,51,2.77,52,3.25,49,2.38,50,3.50,56,2.65,56,3.53,54,2.69
D,90,Roerslev,4.3,4.3,Brentford,18,0.99,26,0.96,22,0.87,24,1.04,27,0.84,30,1.46,27,0.66,22,0.95,15,0.45
D,91,Bech,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,92,Pinnock,4.4,4.4,Brentford,84,4.04,81,2.80,82,3.02,80,3.30,75,2.07,75,3.64,73,1.57,75,3.17,74,1.99
M,93,Onyeka,4.8,4.8,Brentford,34,2.63,34,1.46,31,1.33,31,1.46,31,1.24,31,1.57,33,1.29,31,1.46,29,1.21
M,94,Baptiste,4.5,4.5,Brentford,7,0.65,21,0.98,14,0.66,17,0.87,19,0.86,17,0.90,21,0.90,18,0.92,16,0.75
F,95,Mbeumo,5.9,5.9,Brentford,75,5.93,75,3.62,74,3.43,72,3.94,73,3.04,71,4.33,73,3.14,72,4.12,74,3.28
D,96,Goode,3.9,3.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,97,Forss,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,98,Thompson,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,99,Bidstrup,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,100,Balcombe,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,101,Lallana,4.8,4.8,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,8,0.70,19,1.70
G,102,Steele,3.9,3.9,Brighton,87,7.94,82,3.21,81,3.43,0,0.00,73,3.28,71,6.21,70,3.44,70,5.07,68,5.90
F,103,Welbeck,6.5,6.5,Brighton,51,6.07,45,2.21,46,2.31,0,0.00,44,2.58,45,4.93,44,2.66,44,3.87,43,4.77
M,104,Groß,5.4,5.4,Brighton,78,7.67,75,2.88,75,3.05,0,0.00,75,3.57,76,6.96,76,3.82,75,5.18,73,6.61
D,105,Duffy,4.3,4.3,Fulham,1,0.04,2,0.08,3,0.13,3,0.13,3,0.13,3,0.20,4,0.17,5,0.21,5,0.24
D,106,Dunk,4.7,4.7,Brighton,87,8.19,81,2.61,84,2.93,0,0.00,81,3.80,81,6.93,80,4.17,80,4.26,81,6.75
M,107,March,5.1,5.1,Brighton,83,8.77,83,3.43,79,3.39,0,0.00,78,4.03,79,7.47,77,4.12,75,5.56,76,7.25
D,108,Webster,4.5,4.5,Brighton,15,1.41,23,0.78,70,2.46,0,0.00,25,1.19,25,2.22,24,1.27,26,1.52,24,2.12
D,109,Veltman,4.6,4.6,Brighton,57,5.30,48,1.58,54,1.87,0,0.00,46,2.15,48,4.13,51,2.65,47,2.60,45,3.88
F,110,Maupay,5.8,5.8,Everton,25,1.45,25,1.21,15,0.95,17,0.90,15,0.83,16,0.86,15,0.76,17,0.83,16,0.84
M,111,Trossard,6.7,6.7,Arsenal,34,2.76,37,2.17,36,2.40,36,2.95,36,1.84,35,2.34,35,2.14,35,2.41,36,2.70
D,112,Cucurella,5.0,5.0,Chelsea,41,3.66,39,1.81,34,1.54,0,0.00,25,1.25,25,0.82,24,1.25,23,1.26,25,1.63
G,113,Sánchez,4.6,4.6,Brighton,2,0.23,8,0.29,9,0.37,0,0.00,17,0.78,19,1.69,20,0.96,20,1.44,22,1.92
D,114,Lamptey,4.2,4.2,Brighton,22,2.28,31,1.18,34,1.41,0,0.00,37,1.88,32,3.05,31,1.69,32,2.11,32,2.99
M,115,Alzate,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,116,Mac Allister,5.5,5.4,Brighton,77,9.45,79,3.63,77,3.63,0,0.00,76,4.40,73,7.96,73,4.45,74,5.92,73,7.96
M,117,Moder,4.4,4.4,Brighton,0,0.00,0,0.00,2,0.10,0,0.00,9,0.45,12,1.15,14,0.74,10,0.86,11,1.11
M,118,Mwepu,5.3,5.3,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,119,Sarmiento,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,7,0.72,12,1.37
M,120,Caicedo,5.0,5.0,Brighton,76,5.00,73,2.08,71,2.15,0,0.00,74,2.40,73,4.55,68,2.33,73,3.77,72,4.50
M,121,Richards,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,122,Roberts,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,123,Undav,5.0,5.0,Brighton,17,2.24,19,1.06,20,1.15,0,0.00,19,1.24,20,2.50,19,1.24,19,1.94,18,2.29
M,124,Mitoma,5.5,5.5,Brighton,77,8.98,78,3.50,77,3.51,0,0.00,75,4.20,76,7.95,75,4.36,75,5.90,73,7.72
F,125,Enciso,4.6,4.6,Brighton,16,1.73,16,0.77,15,0.76,0,0.00,18,0.91,19,1.87,20,1.04,16,1.37,16,1.60
M,126,Kozłowski,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,127,Azpilicueta,4.7,4.7,Chelsea,0,0.00,0,0.00,3,0.11,0,0.00,13,0.61,12,0.39,15,0.75,16,0.86,16,1.01
D,128,Thiago Silva,5.4,5.4,Chelsea,0,0.00,0,0.00,9,0.37,0,0.00,44,1.95,52,1.32,62,2.92,63,3.31,62,3.12
D,129,Alonso,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,130,Jorginho,5.7,5.7,Arsenal,43,1.80,28,1.04,30,1.19,31,1.42,34,1.16,35,1.37,35,1.28,34,1.36,34,1.43
M,131,Barkley,4.9,4.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,132,Kovacic,4.9,4.9,Chelsea,67,4.62,62,2.11,53,1.85,0,0.00,52,1.94,49,1.51,53,1.97,51,2.05,50,3.08
G,133,Arrizabalaga,4.7,4.7,Chelsea,88,7.54,84,3.85,85,3.74,0,0.00,85,3.88,83,3.13,83,3.93,83,4.12,83,6.25
M,134,Kanté,4.8,4.8,Chelsea,8,0.67,14,0.58,25,0.97,0,0.00,32,1.26,32,1.08,31,1.20,32,1.35,31,2.08
M,135,Ziyech,5.5,5.5,Chelsea,18,2.28,17,0.99,17,1.06,0,0.00,13,0.86,15,0.79,15,0.96,16,1.16,15,1.58
M,136,Loftus-Cheek,5.0,5.0,Chelsea,37,3.23,29,1.28,29,1.27,0,0.00,22,1.11,22,0.94,22,1.09,22,1.19,23,1.97
F,137,Werner,7.9,7.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,138,Kenedy,3.9,3.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,139,Chilwell,6.0,5.9,Chelsea,75,7.32,67,3.44,66,3.22,0,0.00,66,3.63,67,2.06,65,3.71,63,4.15,64,3.95
M,140,Pulisic,5.6,5.6,Chelsea,10,1.17,20,1.11,21,1.21,0,0.00,20,1.19,17,0.84,20,1.20,21,1.42,21,2.05
D,141,Chalobah,4.4,4.4,Chelsea,33,2.67,31,1.34,20,0.80,0,0.00,11,0.48,9,0.25,7,0.31,8,0.38,8,0.48
M,142,Mount,7.2,7.2,Chelsea,31,3.68,39,2.11,40,2.25,0,0.00,36,2.21,39,1.74,38,2.30,36,2.53,35,3.22
D,143,Sarr,5.0,5.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,144,Hudson-Odoi,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,145,Havertz,7.6,7.6,Chelsea,79,8.92,70,3.56,67,3.58,0,0.00,69,3.99,69,2.86,68,3.85,68,4.52,69,5.82
D,146,James,5.8,5.8,Chelsea,53,5.59,58,3.17,57,3.02,0,0.00,63,3.82,62,2.08,60,3.71,60,4.26,60,4.01
G,147,Mendy,4.8,4.8,Chelsea,2,0.18,6,0.25,5,0.21,0,0.00,5,0.21,7,0.26,6,0.25,7,0.33,7,0.54
M,148,Gallagher,5.6,5.6,Chelsea,8,0.84,8,0.39,8,0.38,0,0.00,6,0.32,7,0.29,8,0.41,7,0.41,8,0.69
M,149,Gilmour,4.2,4.2,Brighton,29,2.52,28,1.11,29,1.21,0,0.00,26,1.14,28,2.29,28,1.23,26,1.89,23,2.00
F,150,Broja,5.2,5.2,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,151,Ampadu,4.4,4.4,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,152,Guaita,4.4,4.4,Crystal Palace,89,3.80,88,3.43,87,3.71,86,3.92,84,3.44,84,3.64,85,3.14,86,3.98,85,3.42
D,153,Tomkins,3.9,3.9,Crystal Palace,20,0.80,10,0.29,10,0.34,6,0.21,3,0.10,3,0.11,5,0.10,4,0.14,4,0.12
M,154,McArthur,4.8,4.8,Crystal Palace,3,0.16,5,0.22,5,0.22,7,0.31,9,0.38,9,0.40,8,0.32,7,0.37,9,0.40
F,155,Benteke,5.5,5.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,156,Ward,4.4,4.4,Crystal Palace,23,0.86,23,0.71,24,0.88,23,0.97,22,0.76,21,0.80,23,0.59,22,0.98,24,0.80
D,157,Clyne,4.5,4.5,Crystal Palace,77,2.96,75,2.33,73,2.75,72,3.13,72,2.48,70,2.72,67,1.70,69,3.22,68,2.30
M,158,Milivojevic,4.2,4.2,Crystal Palace,10,0.50,12,0.52,13,0.58,16,0.74,15,0.67,16,0.72,15,0.64,14,0.65,14,0.64
M,159,J.Ayew,5.2,5.2,Crystal Palace,61,2.87,61,2.59,61,2.65,60,2.74,58,2.35,59,2.67,54,2.08,55,2.76,54,2.29
M,160,Zaha,7.2,7.2,Crystal Palace,86,4.63,82,3.89,80,3.96,82,4.22,80,3.47,79,4.04,77,3.07,76,4.42,74,3.45
M,161,Schlupp,4.7,4.7,Crystal Palace,45,2.02,45,1.88,47,1.96,47,2.05,48,1.88,48,2.05,47,1.76,44,2.11,44,1.80
G,162,Butland,4.4,4.4,Man Utd,1,0.09,2,0.12,2,0.09,0,0.00,4,0.17,4,0.37,4,0.19,3,0.17,4,0.37
M,163,Hughes,4.8,4.8,Crystal Palace,11,0.53,13,0.60,14,0.65,16,0.73,17,0.76,18,0.83,17,0.73,18,0.88,21,0.91
M,164,Riedewald,4.2,4.2,Crystal Palace,1,0.06,2,0.09,2,0.10,3,0.11,2,0.07,3,0.11,4,0.14,3,0.14,3,0.11
D,165,Andersen,4.5,4.5,Crystal Palace,67,2.60,83,2.50,79,2.94,78,3.38,78,2.63,77,2.98,78,1.86,77,3.57,76,2.48
F,166,Edouard,5.0,5.0,Crystal Palace,39,2.11,36,1.83,39,1.94,40,2.06,38,1.75,38,1.99,40,1.73,39,2.21,40,1.91
D,167,Guéhi,4.4,4.4,Crystal Palace,87,3.15,83,2.41,80,2.84,79,3.27,78,2.54,76,2.80,76,1.76,77,3.42,77,2.42
F,168,Mateta,5.1,5.1,Crystal Palace,30,1.78,30,1.63,34,1.85,33,1.84,33,1.61,32,1.82,33,1.54,35,2.08,33,1.71
M,169,Eze,5.4,5.4,Crystal Palace,34,1.87,36,1.80,36,1.81,37,1.91,42,1.89,38,1.97,37,1.64,37,2.15,39,1.89
D,170,Mitchell,4.4,4.4,Crystal Palace,80,3.08,77,2.39,76,2.87,73,3.18,68,2.38,70,2.74,69,1.75,68,3.20,67,2.29
M,171,Olise,5.4,5.4,Crystal Palace,67,3.36,66,2.96,64,2.95,63,3.03,64,2.70,65,3.10,63,2.48,65,3.41,63,2.79
M,172,Rak-Sakyi,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,173,Ebiowei,4.2,4.2,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,174,Ferguson,3.9,3.9,Crystal Palace,0,0.00,1,0.04,3,0.12,8,0.34,12,0.41,12,0.45,15,0.38,14,0.62,14,0.46
G,175,Johnstone,4.4,4.4,Crystal Palace,1,0.04,2,0.08,3,0.14,4,0.18,5,0.21,5,0.24,4,0.15,4,0.19,4,0.17
G,176,Begović,3.9,3.9,Everton,1,0.06,3,0.10,2,0.10,2,0.07,4,0.16,4,0.16,5,0.18,5,0.18,5,0.22
