Pos,ID,Name,BV,SV,Team,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,39,Mings,4.6,4.6,Aston Villa,84,3.38,80,1.77,80,2.92,80,2.62,78,1.46,75,2.21
F,40,Watkins,7.7,7.5,Aston Villa,88,5.54,84,4.08,83,4.34,82,4.54,79,3.47,81,4.36
M,41,Nakamba,4.3,4.3,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,42,Buendía,5.7,5.7,Aston Villa,78,4.72,75,3.43,72,3.72,68,3.75,62,2.74,62,3.29
D,43,Cash,4.6,4.6,Aston Villa,0,0.00,0,0.00,6,0.25,29,1.12,49,1.10,59,1.95
D,44,Konsa,4.4,4.4,Aston Villa,81,3.30,77,1.78,79,2.92,80,2.71,76,1.49,79,2.38
M,45,Bailey,4.3,4.3,Aston Villa,0,0.00,0,0.00,6,0.34,22,1.26,36,1.69,38,2.12
M,46,Douglas Luiz,4.8,4.8,Aston Villa,82,2.97,77,2.32,76,2.53,73,2.47,70,2.06,66,2.19
M,47,Ramsey,5.3,5.3,Aston Villa,75,3.79,74,2.88,71,3.06,61,2.84,56,2.16,54,2.45
M,48,Chukwuemeka,4.2,4.2,Chelsea,3,0.21,4,0.25,5,0.36,7,0.44,6,0.67,7,0.41
M,49,Iroegbunam,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,50,Diego Carlos,4.7,4.7,Aston Villa,16,0.67,23,0.61,19,0.74,18,0.66,23,0.54,22,0.72
M,51,El Ghazi,4.8,4.8,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,52,Davis,5.4,5.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,53,Kamara,4.8,4.8,Aston Villa,0,0.00,0,0.00,7,0.26,35,1.10,59,1.59,72,2.06
F,54,Archer,4.2,4.2,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,55,Philogene-Bidace,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,56,Guilbert,3.9,3.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,57,Smith,4.3,4.3,Bournemouth,82,2.58,80,2.60,79,2.12,77,2.23,77,1.72,77,2.32
M,58,Stanislas,4.8,4.8,Bournemouth,0,0.00,0,0.00,0,0.00,1,0.13,3,0.22,2,0.19
D,59,Fredericks,4.4,4.4,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,60,Brooks,5.3,5.3,Bournemouth,6,0.41,6,0.44,5,0.32,5,0.36,4,0.32,5,0.33
M,61,Lowe,5.2,5.2,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,62,Moore,4.9,4.9,Bournemouth,2,0.13,3,0.20,4,0.22,4,0.20,4,0.22,5,0.25
M,63,Marcondes,4.7,4.7,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,64,Lerma,4.7,4.7,Bournemouth,81,2.44,75,2.36,78,2.19,74,2.13,74,2.08,74,2.15
D,65,Stacey,4.3,4.3,Bournemouth,15,0.57,15,0.59,17,0.57,20,0.70,20,0.60,20,0.71
F,66,Solanke,5.6,5.5,Bournemouth,84,4.26,81,4.50,80,3.57,80,3.58,77,3.62,76,3.54
M,67,Cook,4.9,4.9,Bournemouth,25,0.93,31,1.14,26,0.93,24,0.87,23,0.84,23,0.84
M,68,Pearson,4.4,4.4,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,69,Christie,5.3,5.3,Bournemouth,50,2.21,49,2.30,48,1.99,47,1.96,46,1.94,47,2.00
M,70,Billing,5.2,5.2,Bournemouth,75,3.05,74,3.18,71,2.59,68,2.54,69,2.57,68,2.61
D,71,Mepham,4.3,4.3,Bournemouth,73,2.18,71,2.17,73,1.83,71,1.93,67,1.37,67,1.91
G,72,Travers,4.2,4.2,Bournemouth,2,0.07,3,0.13,3,0.12,3,0.13,5,0.16,4,0.14
D,73,Kelly,4.3,4.3,Bournemouth,83,2.58,80,2.58,80,2.14,78,2.23,75,1.66,76,2.29
M,74,Dembélé,4.7,4.7,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,75,Anthony,5.2,5.2,Bournemouth,27,1.35,28,1.49,29,1.32,25,1.19,25,1.21,25,1.20
D,76,Zemura,4.3,4.3,Bournemouth,1,0.05,2,0.09,2,0.07,2,0.06,2,0.07,2,0.06
G,77,Dennis,3.9,3.9,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,78,Jansson,4.2,4.2,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,79,Nørgaard,5.3,5.3,Brentford,64,1.99,72,2.88,77,2.22,76,2.66,75,2.31,74,2.16
F,80,Toney,7.6,7.6,Brentford,80,3.40,66,4.21,44,1.80,42,2.29,27,1.17,18,0.74
G,81,Raya,4.9,4.9,Brentford,88,3.30,88,4.04,88,3.07,86,3.62,86,3.15,85,3.04
D,82,Canós,5.0,5.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,83,Dasilva,4.1,4.1,Brentford,35,1.50,34,1.91,37,1.53,38,1.89,38,1.66,36,1.50
D,84,Ajer,4.5,4.5,Brentford,0,0.00,0,0.00,5,0.11,23,0.92,38,1.07,42,0.95
D,85,Henry,4.6,4.6,Brentford,81,2.19,78,3.67,78,1.48,75,2.85,72,1.90,71,1.52
M,86,Janelt,5.5,5.5,Brentford,53,1.81,52,2.21,50,1.66,53,2.04,51,1.77,50,1.66
M,87,Ghoddos,4.8,4.8,Brentford,3,0.20,5,0.35,7,0.36,8,0.47,11,0.54,10,0.51
M,88,Jensen,4.8,4.8,Brentford,73,2.58,68,3.21,67,2.32,67,2.83,64,2.39,67,2.30
M,89,Wissa,5.3,5.3,Brentford,26,1.37,33,2.25,39,1.84,43,2.60,45,2.25,47,2.15
D,90,Roerslev,4.3,4.3,Brentford,25,0.78,30,1.43,26,0.64,23,0.91,18,0.57,18,0.48
D,91,Bech,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,92,Pinnock,4.4,4.4,Brentford,85,2.29,84,3.99,82,1.53,79,3.00,78,2.00,76,1.58
M,93,Onyeka,4.8,4.8,Brentford,16,0.72,18,0.96,17,0.77,17,0.84,19,0.84,22,0.92
M,94,Baptiste,4.5,4.5,Brentford,15,0.66,17,0.89,16,0.69,17,0.84,19,0.85,18,0.77
F,95,Mbeumo,5.8,5.8,Brentford,73,2.92,72,4.04,75,3.00,73,3.80,73,3.17,72,2.92
D,96,Goode,3.9,3.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,97,Forss,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,98,Thompson,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,99,Bidstrup,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,100,Balcombe,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,101,Lallana,4.8,4.8,Brighton,0,0.00,0,0.00,0,0.00,8,0.71,20,1.84,22,1.07
G,102,Steele,3.9,3.9,Brighton,74,3.39,75,6.45,80,3.76,74,5.44,73,6.14,73,2.88
F,103,Welbeck,6.5,6.5,Brighton,33,2.10,49,5.89,41,2.69,37,3.81,37,4.40,37,2.08
M,104,Groß,5.4,5.4,Brighton,75,3.76,71,6.87,75,3.85,75,5.64,70,6.48,71,3.00
D,105,Duffy,4.3,4.3,Fulham,0,0.00,0,0.00,1,0.07,2,0.10,2,0.12,3,0.10
D,106,Dunk,4.8,4.8,Brighton,85,4.22,84,7.32,83,4.37,82,4.57,80,6.37,80,2.77
M,107,March,5.2,5.2,Brighton,82,4.60,79,8.44,80,4.64,79,6.42,78,7.81,75,3.39
D,108,Webster,4.5,4.5,Brighton,23,1.12,24,2.16,25,1.33,26,1.53,27,2.18,30,1.07
D,109,Veltman,4.6,4.6,Brighton,49,2.43,57,4.92,58,2.99,51,2.95,52,4.12,51,1.78
F,110,Maupay,5.6,5.6,Everton,16,0.89,15,0.93,15,0.78,17,0.87,14,0.75,15,0.97
M,111,Trossard,6.7,6.7,Arsenal,39,1.82,40,2.49,41,2.24,41,2.63,40,2.80,41,2.91
D,112,Cucurella,4.9,4.9,Chelsea,21,1.09,25,0.94,24,1.28,25,1.50,22,1.62,24,1.16
G,113,Sánchez,4.5,4.5,Brighton,16,0.71,15,1.26,10,0.47,16,1.19,17,1.38,17,0.65
D,114,Lamptey,4.2,4.2,Brighton,4,0.21,11,1.01,21,1.13,27,1.90,28,2.49,25,1.00
M,115,Alzate,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,116,Mac Allister,5.5,5.4,Brighton,80,4.83,77,8.89,78,4.96,76,6.59,74,8.07,76,3.73
M,117,Moder,4.4,4.4,Brighton,0,0.00,1,0.13,3,0.16,3,0.31,3,0.39,4,0.18
M,118,Mwepu,5.3,5.3,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,119,Sarmiento,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,5,0.55,8,0.97,10,0.55
M,120,Caicedo,5.0,5.0,Brighton,79,2.64,76,4.88,66,2.28,72,3.97,74,4.58,75,2.18
M,121,Richards,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,122,Roberts,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,123,Undav,5.0,5.0,Brighton,36,2.40,22,3.17,17,1.25,15,1.75,14,1.93,15,0.97
M,124,Mitoma,5.6,5.5,Brighton,82,4.75,78,8.70,78,4.75,77,6.54,77,8.09,76,3.65
F,125,Enciso,4.6,4.6,Brighton,54,2.64,50,4.79,39,2.06,37,3.11,34,3.23,33,1.49
M,126,Kozłowski,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,127,Azpilicueta,4.7,4.7,Chelsea,47,2.25,49,1.47,48,2.30,48,2.71,44,2.42,44,1.83
D,128,Thiago Silva,5.4,5.4,Chelsea,78,3.55,74,2.03,72,3.26,64,3.47,59,2.85,60,2.35
D,129,Alonso,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,130,Jorginho,5.7,5.7,Arsenal,30,1.04,26,1.05,31,1.13,28,1.15,32,1.37,30,1.31
M,131,Barkley,4.9,4.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,132,Kovacic,4.9,4.9,Chelsea,58,2.17,61,1.87,58,2.13,56,2.30,57,3.52,58,1.99
G,133,Arrizabalaga,4.7,4.7,Chelsea,79,3.59,78,2.94,76,3.47,77,3.83,75,5.55,74,3.19
M,134,Kanté,4.8,4.8,Chelsea,52,2.03,49,1.64,48,1.86,50,2.09,48,3.13,47,1.71
M,135,Ziyech,5.5,5.5,Chelsea,10,0.73,13,0.70,16,1.06,12,0.93,13,1.43,13,0.80
M,136,Loftus-Cheek,5.0,5.0,Chelsea,31,1.45,28,1.16,30,1.39,30,1.50,28,2.28,27,1.20
F,137,Werner,7.9,7.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,138,Kenedy,3.9,3.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,139,Chilwell,5.8,5.8,Chelsea,77,4.24,72,2.33,67,3.66,65,4.29,68,4.01,63,2.94
M,140,Pulisic,5.6,5.6,Chelsea,26,1.56,26,1.25,28,1.62,29,1.84,26,2.50,28,1.47
D,141,Chalobah,4.4,4.4,Chelsea,21,0.95,23,0.66,21,0.97,22,1.22,21,1.08,25,1.00
M,142,Mount,7.2,7.2,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,9,0.83,12,0.68
D,143,Sarr,5.0,5.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,144,Hudson-Odoi,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,145,Havertz,7.4,7.4,Chelsea,71,4.32,68,3.08,65,3.89,64,4.49,63,5.80,63,3.39
D,146,James,5.8,5.8,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,147,Mendy,4.8,4.8,Chelsea,11,0.46,12,0.43,13,0.58,13,0.63,15,1.03,15,0.64
M,148,Gallagher,5.6,5.6,Chelsea,23,1.21,25,1.04,27,1.37,28,1.58,27,2.15,28,1.27
M,149,Gilmour,4.2,4.2,Brighton,15,0.71,14,1.31,15,0.72,13,1.09,13,1.19,12,0.52
F,150,Broja,5.2,5.2,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,151,Ampadu,4.4,4.4,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,152,Guaita,4.4,4.4,Crystal Palace,6,0.23,9,0.35,9,0.31,18,0.82,25,0.98,26,1.19
D,153,Tomkins,3.9,3.9,Crystal Palace,3,0.08,4,0.12,5,0.13,6,0.23,5,0.14,6,0.21
M,154,McArthur,4.8,4.8,Crystal Palace,17,0.75,21,0.95,19,0.76,15,0.72,15,0.67,16,0.80
F,155,Benteke,5.5,5.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,156,Ward,4.4,4.4,Crystal Palace,84,2.91,79,2.66,78,1.81,74,3.11,72,2.23,73,3.26
D,157,Clyne,4.5,4.5,Crystal Palace,0,0.00,0,0.00,9,0.28,19,0.85,23,0.85,22,1.05
M,158,Milivojevic,4.2,4.2,Crystal Palace,19,0.89,24,1.10,22,0.94,20,1.01,18,0.81,19,0.94
M,159,J.Ayew,5.2,5.2,Crystal Palace,69,2.94,68,3.07,65,2.51,57,2.97,53,2.35,55,2.90
M,160,Zaha,7.2,7.2,Crystal Palace,0,0.00,1,0.09,28,1.25,66,4.02,77,3.78,75,4.63
M,161,Schlupp,4.7,4.7,Crystal Palace,64,2.50,62,2.52,62,2.19,61,2.61,58,2.17,58,2.55
G,162,Butland,4.4,4.4,Man Utd,1,0.04,2,0.17,3,0.11,4,0.17,3,0.25,3,0.14
M,163,Hughes,4.8,4.8,Crystal Palace,17,0.80,18,0.86,19,0.83,18,0.86,17,0.74,17,0.81
M,164,Riedewald,4.2,4.2,Crystal Palace,5,0.23,5,0.24,5,0.24,3,0.17,3,0.18,4,0.23
D,165,Andersen,4.5,4.5,Crystal Palace,84,3.09,83,2.97,81,2.01,79,3.56,76,2.52,76,3.63
F,166,Edouard,5.0,5.0,Crystal Palace,66,3.06,63,3.12,62,2.57,59,3.15,57,2.61,59,3.15
D,167,Guéhi,4.5,4.5,Crystal Palace,86,3.02,82,2.80,81,1.90,79,3.37,78,2.43,77,3.47
F,168,Mateta,5.1,5.1,Crystal Palace,29,1.63,34,1.97,25,1.29,22,1.50,20,1.20,20,1.39
M,169,Eze,5.6,5.6,Crystal Palace,74,3.47,70,3.52,68,2.80,63,3.49,66,2.92,63,3.43
D,170,Mitchell,4.4,4.4,Crystal Palace,81,2.99,78,2.81,75,1.92,73,3.29,72,2.40,73,3.43
M,171,Olise,5.6,5.6,Crystal Palace,78,3.41,74,3.47,71,2.82,68,3.56,65,2.84,63,3.41
M,172,Rak-Sakyi,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,173,Ebiowei,4.2,4.2,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,174,Ferguson,3.9,3.9,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,175,Johnstone,4.4,4.4,Crystal Palace,85,3.56,81,3.35,81,2.94,72,3.21,65,2.56,64,2.94
G,176,Begović,3.9,3.9,Everton,1,0.04,2,0.10,2,0.07,4,0.13,3,0.13,4,0.19
F,177,Rondón,4.9,4.9,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,178,Coleman,4.2,4.2,Everton,0,0.00,8,0.31,28,0.72,45,1.05,60,2.25,58,2.75
M,179,Townsend,5.4,5.4,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.08
D,180,Keane,4.2,4.2,Everton,82,2.29,79,2.60,78,1.62,77,1.48,80,2.74,76,3.39
M,181,Dele,5.3,5.3,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,182,Pickford,4.4,4.4,Everton,89,3.30,88,3.40,88,3.09,86,3.01,87,3.46,85,3.75
M,183,Allan,4.8,4.8,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,184,André Gomes,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,185,A.Doucouré,5.3,5.3,Everton,73,2.56,70,2.68,70,2.29,68,2.14,67,2.43,66,2.92
M,186,Iwobi,5.0,5.0,Everton,77,2.71,79,3.00,75,2.47,72,2.30,72,2.65,73,3.21
M,187,Gbamin,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,188,Mina,4.3,4.3,Everton,3,0.09,5,0.18,6,0.18,4,0.12,13,0.48,5,0.21
M,189,Gray,5.2,5.2,Everton,45,2.03,45,2.27,43,1.80,45,1.78,43,1.97,44,2.50
M,190,Davies,4.9,4.9,Everton,15,0.64,15,0.68,14,0.58,15,0.62,16,0.72,17,0.82
F,191,Calvert-Lewin,7.9,7.9,Everton,63,2.88,61,3.15,70,2.95,72,2.81,73,3.30,70,4.10
D,192,Holgate,4.2,4.2,Everton,0,0.00,35,1.10,23,0.50,19,0.40,18,0.58,15,0.59
D,193,Godfrey,4.3,4.3,Everton,48,1.42,39,1.37,44,1.02,42,0.92,41,1.48,36,1.64
D,194,Mykolenko,4.1,4.1,Everton,59,1.68,53,1.77,51,1.10,48,0.98,50,1.74,53,2.34
M,195,Gordon,5.1,5.1,Newcastle,24,1.45,25,1.63,25,1.34,22,2.60,21,1.44,23,1.19
D,196,Branthwaite,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,197,Patterson,3.9,3.9,Everton,70,1.97,45,1.54,36,0.85,27,0.64,21,0.76,21,0.91
D,198,Nkounkou,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,199,Tarkowski,4.2,4.2,Everton,84,2.22,81,2.55,81,1.56,78,1.39,78,2.56,79,3.43
M,200,Cairney,4.7,4.7,Fulham,15,0.74,18,1.63,20,1.11,21,0.99,22,1.09,20,0.90
D,201,Ream,4.6,4.6,Fulham,87,2.06,85,2.78,83,2.95,83,2.59,83,3.04,81,1.38
M,202,Knockaert,4.7,4.7,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,203,Chalobah,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,204,Kebano,5.4,5.4,Fulham,14,0.76,17,1.70,15,0.99,13,0.72,15,0.85,16,0.80
M,205,De Cordova-Reid,5.4,5.4,Fulham,43,1.89,47,3.69,47,2.47,39,1.77,40,1.91,39,1.57
D,206,Bryan,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,207,Gazzaniga,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,208,Kongolo,3.9,3.9,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,209,Tosin,4.4,4.4,Fulham,73,1.83,73,2.47,72,2.74,69,2.29,68,2.63,68,1.21
F,210,Mitrović,6.6,6.6,Fulham,0,0.00,0,0.00,0,0.00,75,3.77,75,4.09,74,3.15
M,211,Reed,4.3,4.3,Fulham,73,2.19,69,3.92,65,2.31,64,2.09,63,2.15,63,1.82
M,212,Wilson,5.7,5.7,Fulham,54,2.59,47,4.13,52,3.21,46,2.39,44,2.49,45,1.99
G,213,Rodák,4.3,4.3,Fulham,3,0.11,4,0.28,4,0.17,4,0.17,6,0.26,5,0.17
M,214,Cavaleiro,4.8,4.8,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,215,Tete,4.4,4.4,Fulham,80,2.10,76,2.71,77,3.11,73,2.54,72,2.92,72,1.36
M,216,Onomah,4.3,4.3,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,217,Robinson,4.4,4.4,Fulham,83,2.06,79,2.71,79,2.99,78,2.58,76,2.98,77,1.35
F,218,Muniz,5.4,5.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,219,Stansfield,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,220,Palhinha,4.9,4.9,Fulham,83,2.48,81,4.38,81,2.92,80,2.50,77,2.57,75,2.06
D,221,Cooper,4.4,4.4,Leeds,37,1.27,56,1.83,58,0.87,55,1.45,59,1.48,52,1.45
D,222,Ayling,4.5,4.5,Leeds,35,1.36,29,1.08,28,0.50,31,0.95,31,0.91,32,1.03
M,223,Klich,4.6,4.6,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,224,Forshaw,4.4,4.4,Leeds,1,0.08,4,0.27,6,0.31,12,0.51,17,0.71,16,0.67
M,225,Rodrigo,6.3,6.3,Leeds,51,3.52,49,3.00,46,1.84,44,2.27,46,2.38,46,2.55
D,226,Dallas,4.9,4.9,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.05
F,227,Bamford,7.1,7.1,Leeds,45,2.88,51,2.96,64,2.49,62,3.09,61,3.02,59,3.21
D,228,Llorente,4.4,4.4,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,229,Roberts,5.0,5.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,230,Koch,4.5,4.5,Leeds,87,2.91,81,2.65,77,1.17,76,2.02,75,1.91,77,2.16
M,231,James,5.9,5.9,Fulham,56,2.58,49,4.13,50,2.98,15,0.87,15,0.95,16,0.86
M,232,Raphinha,7.0,7.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
