Pos,ID,Name,BV,SV,Team,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
M,681,Scarpa,4.7,4.7,Nott'm Forest,4,0.28,8,0.45,18,0.80,18,0.85,17,0.79,18,0.97,23,0.97,20,0.89,20,0.96
F,682,Cunha,5.4,5.4,Wolves,55,2.65,50,2.82,51,2.58,48,2.62,46,2.02,46,2.49,45,1.93,44,2.42,42,1.74
M,683,Kuol,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,684,D.D.Fofana,5.0,5.0,Chelsea,1,0.14,2,0.14,0,0.00,1,0.13,2,0.15,2,0.17,3,0.28,3,0.40,2,0.21
F,685,Butler-Oyedeji,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,686,Simms,4.5,4.5,Everton,10,0.56,11,0.68,9,0.49,6,0.39,7,0.44,6,0.35,6,0.37,5,0.33,5,0.38
M,687,McAteer,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,688,Schade,4.9,4.9,Brentford,37,1.84,46,2.26,50,2.74,51,2.22,54,3.42,53,2.36,54,3.01,51,2.38,49,2.18
D,689,Badiashile,5.0,5.0,Chelsea,51,2.19,36,1.36,0,0.00,22,1.03,19,0.51,18,0.83,20,1.10,20,1.13,20,0.81
F,690,João Félix,7.6,7.6,Chelsea,60,3.05,61,3.03,0,0.00,59,3.29,60,2.45,58,3.15,56,3.42,57,4.83,56,2.78
D,691,Wöber,4.4,4.4,Leeds,3,0.10,31,0.83,76,2.36,78,2.80,75,2.51,76,1.23,76,2.17,77,2.24,77,2.24
M,692,Orsic,5.1,5.1,Southampton,6,0.34,8,0.48,11,0.49,10,0.59,10,0.48,11,0.56,12,0.64,11,0.52,12,0.60
M,693,Alcaraz,5.0,5.0,Southampton,51,1.77,45,2.01,44,1.54,47,2.16,44,1.61,44,1.88,43,1.94,42,1.57,43,1.70
D,694,Álex Moreno,4.4,4.4,Aston Villa,74,4.19,73,2.78,72,2.66,72,3.75,68,1.77,67,2.78,66,2.68,68,1.76,66,2.49
F,695,Adu-Adjei,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,696,Dacosta Gonzalez,4.4,4.4,Bournemouth,0,0.00,0,0.00,1,0.04,0,0.01,0,0.02,1,0.03,0,0.01,0,0.02,0,0.00
F,697,Sadi,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,698,Lemina,4.5,4.5,Wolves,78,2.34,75,2.49,70,2.26,67,2.41,67,2.02,66,2.25,63,1.89,65,2.32,65,1.85
M,699,Mudryk,6.5,6.5,Chelsea,35,1.92,34,1.82,0,0.00,33,1.99,33,1.52,34,1.99,33,2.20,35,3.19,34,1.83
F,700,Rutter,5.3,5.3,Leeds,26,1.50,23,1.26,20,1.18,22,1.40,23,1.32,24,1.08,24,1.26,26,1.32,25,1.39
F,701,Weghorst,5.6,5.6,Man Utd,44,2.50,37,2.15,0,0.00,38,1.99,40,4.47,37,1.99,39,2.37,39,4.40,38,2.46
M,702,Andrey Santos,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,703,Danilo,4.5,4.5,Nott'm Forest,46,1.49,42,1.42,41,1.30,37,1.29,39,1.32,40,1.49,39,1.27,37,1.23,39,1.36
M,704,Sarabia,5.4,5.4,Wolves,51,2.50,48,2.77,42,2.23,42,2.45,42,1.89,43,2.37,40,1.77,43,2.40,40,1.69
M,705,Ouattara,5.0,5.0,Bournemouth,66,2.37,61,2.05,59,2.27,60,2.28,56,2.25,58,2.03,60,2.18,56,1.97,55,1.98
F,706,Pollock,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,707,Sinisalo,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,708,Madueke,5.5,5.5,Chelsea,17,0.90,17,0.90,0,0.00,14,0.83,15,0.73,16,0.92,16,0.99,16,1.55,20,1.05
D,709,Kristiansen,4.5,4.5,Leicester,56,2.44,52,0.96,55,2.26,51,1.61,55,2.30,49,1.64,49,1.30,48,1.13,48,1.86
D,710,Kiwior,4.0,4.0,Arsenal,8,0.26,6,0.27,8,0.45,9,0.26,8,0.37,10,0.35,11,0.48,12,0.59,11,0.58
F,711,Durán,5.5,5.5,Aston Villa,12,0.68,14,0.71,14,0.71,11,0.65,10,0.50,8,0.41,7,0.43,6,0.34,7,0.42
M,712,Perrone,4.4,4.4,Man City,8,0.35,10,0.49,0,0.00,11,0.46,12,1.02,11,0.49,12,0.53,12,0.96,14,0.58
M,713,Danjuma,6.2,6.2,Spurs,26,1.67,25,1.98,21,1.20,15,1.03,15,0.95,17,1.37,15,1.03,15,1.14,14,1.00
F,714,Semenyo,5.0,5.0,Bournemouth,21,1.11,22,1.08,22,1.22,25,1.32,26,1.48,28,1.34,24,1.20,25,1.22,26,1.28
M,715,Tetê,5.3,5.3,Leicester,61,3.25,53,1.96,54,2.77,50,2.32,45,2.37,44,2.11,44,2.04,45,1.84,46,2.32
D,716,Bree,4.5,4.5,Southampton,5,0.13,7,0.30,15,0.30,8,0.35,8,0.21,6,0.25,7,0.30,6,0.16,5,0.17
G,717,Bentley,4.0,4.0,Wolves,0,0.01,0,0.01,0,0.01,1,0.05,1,0.05,2,0.09,1,0.03,2,0.07,1,0.05
D,718,Viña,4.5,4.5,Bournemouth,6,0.24,6,0.23,7,0.31,11,0.46,8,0.36,9,0.33,8,0.32,10,0.35,9,0.34
M,719,Ayari,4.5,4.5,Brighton,15,0.57,17,0.64,0,0.00,19,0.78,20,1.59,20,0.86,15,1.09,14,1.20,14,0.56
M,720,McKennie,4.7,4.7,Leeds,77,2.95,76,2.56,76,2.63,72,2.84,71,2.59,67,1.93,66,2.28,64,2.18,59,2.18
M,721,João Gomes,4.5,4.5,Wolves,31,1.11,36,1.35,14,0.57,18,0.75,18,0.68,18,0.75,18,0.65,19,0.77,21,0.73
D,722,Zabarnyi,4.5,4.5,Bournemouth,4,0.12,5,0.13,5,0.18,19,0.62,5,0.18,7,0.20,3,0.12,5,0.15,7,0.22
M,723,H.Traorè,4.5,4.5,Bournemouth,60,2.62,59,2.33,58,2.71,58,2.66,58,2.85,57,2.35,58,2.48,56,2.31,55,2.33
M,724,Enzo,5.0,5.0,Chelsea,72,2.46,71,2.31,0,0.00,69,2.50,69,1.99,68,2.44,66,2.62,65,3.83,69,2.28
M,725,Ahamada,4.5,4.5,Crystal Palace,9,0.39,9,0.41,13,0.57,13,0.56,12,0.55,12,0.51,11,0.52,10,0.42,10,0.48
M,726,Lukic,4.5,4.5,Fulham,16,0.64,22,0.82,24,0.98,29,1.03,28,1.90,26,1.05,27,1.04,28,1.12,29,0.96
D,727,Souttar,4.5,4.5,Leicester,82,3.34,80,1.21,74,2.85,70,2.04,68,2.74,70,2.17,66,1.60,62,1.30,64,2.34
M,728,Sabitzer,4.7,4.7,Man Utd,28,1.44,28,1.42,0,0.00,30,1.37,32,3.05,34,1.55,32,1.65,30,2.92,31,1.69
G,729,Navas,4.5,4.5,Nott'm Forest,89,3.23,86,3.10,83,2.90,77,2.80,77,2.79,64,2.69,61,2.15,62,2.17,62,2.38
D,730,Felipe,4.5,4.5,Nott'm Forest,83,1.93,75,1.68,71,1.15,69,1.66,70,1.66,70,2.76,68,1.22,67,1.19,63,1.88
M,731,Kamaldeen,5.0,5.0,Southampton,42,1.64,46,2.26,42,1.59,40,2.12,41,1.62,41,1.92,39,1.99,41,1.64,38,1.67
F,732,Onuachu,5.5,5.5,Southampton,43,1.87,40,2.39,31,1.41,24,1.64,24,1.20,22,1.33,21,1.39,19,0.99,21,1.22
D,733,Pedro Porro,4.8,4.8,Spurs,83,3.18,80,4.49,80,2.54,76,2.80,73,2.09,72,4.03,69,2.71,61,3.04,47,2.06
M,734,A.Ayew,5.0,5.0,Nott'm Forest,7,0.41,18,0.92,28,1.21,33,1.52,33,1.50,34,1.81,34,1.41,32,1.39,33,1.56
M,735,Marçal-Madivadua,4.5,4.5,Leicester,1,0.08,0,0.02,1,0.07,1,0.06,1,0.04,1,0.04,1,0.04,1,0.04,1,0.05
D,736,Offiah,4.0,4.0,Brighton,2,0.05,5,0.14,0,0.00,2,0.07,2,0.12,1,0.05,2,0.09,1,0.09,3,0.08
D,737,Greenwood,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,0,0.00,0,0.00,0,0.00,0,0.00
D,738,Kinsey-Wellings,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,0,0.00,0,0.00,0,0.01
G,739,Anang,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,0,0.01,0,0.01
G,740,Hegyi,3.9,3.9,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,0,0.01,0,0.01
M,741,Miley,4.5,4.5,Newcastle,0,0.00,0,0.01,0,0.02,0,0.02,1,0.06,1,0.05,0,0.04,1,0.04,0,0.01
D,742,Chilokoa-Mullen,4.0,4.0,Leeds,1,0.04,2,0.05,1,0.03,1,0.03,2,0.05,1,0.02,1,0.04,1,0.03,1,0.02
D,743,Monteiro,4.0,4.0,Leeds,2,0.06,1,0.03,2,0.06,2,0.05,2,0.06,2,0.04,1,0.01,1,0.04,1,0.03
D,744,Swinkels,4.0,4.0,Aston Villa,3,0.09,2,0.06,3,0.07,2,0.05,1,0.03,1,0.02,1,0.01,1,0.01,1,0.03
G,745,Zych,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,746,Casey,4.0,4.0,West Ham,0,0.01,1,0.01,0,0.01,0,0.01,1,0.05,2,0.04,1,0.04,1,0.04,1,0.04
G,747,Wickens,4.0,4.0,Fulham,0,0.01,0,0.02,0,0.01,0,0.00,0,0.03,0,0.00,0,0.00,0,0.00,0,0.00
M,748,Mundle,4.5,4.5,Spurs,6,0.33,8,0.44,6,0.29,3,0.18,3,0.18,3,0.17,2,0.10,2,0.14,2,0.12
G,749,G.Shelvey,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.01,0,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,750,C.Robinson,4.0,4.0,Fulham,0,0.00,0,0.01,0,0.01,0,0.00,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01
D,751,Walters,4.0,4.0,Arsenal,0,0.01,0,0.01,1,0.03,1,0.03,1,0.04,2,0.05,2,0.06,1,0.04,1,0.06
M,752,Olakigbe,4.5,4.5,Brentford,0,0.00,0,0.01,1,0.03,0,0.02,1,0.05,1,0.07,1,0.07,1,0.04,0,0.01
G,753,Wright,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,754,Revan,4.0,4.0,Aston Villa,2,0.07,2,0.06,2,0.06,2,0.06,2,0.04,1,0.03,1,0.02,1,0.02,1,0.02
G,10023,Alfie Whiteman,99.9,99.9,Spurs,0,0.00,0,0.02,0,0.01,0,0.01,0,0.00,0,0.02,0,0.00,0,0.00,0,0.01
G,10104,Mark Gillespie,99.9,99.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,10150,Andy Lonergan,99.9,99.9,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,0,0.01,0,0.00,0,0.01
D,10201,Teden Mengi,99.9,99.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.01,0,0.01,0,0.00
D,10241,Benjamin Mendy,99.9,99.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.01,0,0.01,0,0.01
M,10249,Matty Longstaff,99.9,99.9,Newcastle,3,0.13,2,0.10,3,0.16,5,0.21,4,0.19,5,0.22,5,0.40,5,0.27,4,0.17
F,10263,Mason Greenwood,99.9,99.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.01,0,0.02,0,0.01,0,0.00,0,0.00,0,0.00
G,10264,Jed Steer,99.9,99.9,Aston Villa,0,0.02,0,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,1,0.02,0,0.01
G,10351,Gabriel Slonina,99.9,99.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.01,0,0.00,0,0.01,1,0.02
G,10359,Louie Moulden,99.9,99.9,Wolves,0,0.02,1,0.04,2,0.08,2,0.09,2,0.07,2,0.08,3,0.10,4,0.17,3,0.10
