Pos,ID,Name,BV,SV,Team,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts
D,85,Henry,4.5,4.5,Brentford,82,3.35,78,3.96,74,2.65,73,2.75,72,3.09,72,1.95,73,3.63,74,1.65,74,3.26
M,86,Janelt,5.5,5.5,Brentford,40,1.76,51,3.61,51,1.93,49,1.89,48,2.01,49,1.70,51,2.27,47,1.64,51,2.11
M,87,Ghoddos,4.8,4.8,Brentford,1,0.08,2,0.30,4,0.27,4,0.27,7,0.43,6,0.33,6,0.38,6,0.33,7,0.44
M,88,Jensen,4.8,4.8,Brentford,67,3.03,66,4.76,63,2.55,63,2.53,64,2.87,64,2.29,61,3.03,63,2.27,63,2.85
M,89,Wissa,5.3,5.3,Brentford,25,1.66,33,3.37,40,2.25,37,2.11,44,2.83,41,1.94,40,2.84,50,2.38,47,2.96
D,90,Roerslev,4.3,4.3,Brentford,8,0.29,11,0.62,16,0.57,14,0.53,15,0.62,17,0.50,17,0.82,19,0.48,16,0.69
D,91,Bech,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,92,Pinnock,4.4,4.4,Brentford,85,3.57,81,4.10,78,2.79,76,2.90,77,3.35,76,2.04,74,3.75,75,1.66,76,3.39
M,93,Onyeka,4.8,4.8,Brentford,22,1.13,25,2.10,26,1.16,28,1.22,29,1.38,30,1.19,30,1.50,30,1.20,28,1.34
M,94,Baptiste,4.5,4.5,Brentford,11,0.56,10,0.98,16,0.76,14,0.68,16,0.82,17,0.74,16,0.86,18,0.82,20,0.98
F,95,Mbeumo,5.9,5.9,Brentford,74,3.89,74,6.05,70,3.37,72,3.32,73,3.96,73,2.92,70,4.15,70,3.05,73,4.14
D,96,Goode,3.9,3.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,97,Forss,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,98,Thompson,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,99,Bidstrup,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,100,Balcombe,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,101,Lallana,4.8,4.8,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,0.16,9,0.54
G,102,Steele,3.9,3.9,Brighton,0,0.00,83,7.43,75,3.39,75,3.96,72,0.03,70,3.35,70,6.17,70,4.00,66,3.01
F,103,Welbeck,6.5,6.5,Brighton,0,0.00,49,5.89,43,2.54,46,2.92,43,0.02,43,2.72,43,4.94,44,3.22,41,2.38
M,104,Groß,5.4,5.4,Brighton,0,0.00,77,7.92,73,3.39,76,3.96,76,0.03,74,3.91,74,7.22,75,4.62,72,3.30
D,105,Duffy,4.3,4.3,Fulham,0,0.00,2,0.11,3,0.16,4,0.15,4,0.13,5,0.20,5,0.26,6,0.23,5,0.21
D,106,Dunk,4.7,4.7,Brighton,0,0.00,85,8.04,84,3.14,85,3.64,83,0.03,82,4.08,83,7.27,80,4.84,81,2.67
M,107,March,5.1,5.1,Brighton,0,0.00,79,8.05,77,3.67,75,3.97,75,0.03,74,3.87,75,7.23,75,4.57,75,3.42
D,108,Webster,4.5,4.5,Brighton,0,0.00,20,1.88,24,0.98,59,2.62,28,0.01,26,1.34,25,2.26,26,1.62,24,0.90
D,109,Veltman,4.6,4.6,Brighton,0,0.00,52,4.80,53,2.02,58,2.46,49,0.01,51,2.48,51,4.41,50,2.97,49,1.66
F,110,Maupay,5.8,5.8,Everton,26,1.24,17,0.93,19,0.91,20,1.17,22,1.13,22,1.14,22,1.15,22,1.02,22,1.04
M,111,Trossard,6.6,6.6,Arsenal,50,4.01,39,3.06,37,2.24,39,2.59,36,2.98,31,1.65,34,2.19,36,2.17,36,2.43
D,112,Cucurella,5.0,5.0,Chelsea,36,2.05,36,3.42,35,1.71,38,1.70,29,0.23,29,1.50,28,1.01,28,1.46,28,1.63
G,113,Sánchez,4.6,4.6,Brighton,0,0.00,7,0.63,15,0.65,15,0.79,18,0.01,20,0.92,20,1.75,20,1.11,24,1.09
D,114,Lamptey,4.2,4.2,Brighton,0,0.00,32,3.29,30,1.36,33,1.67,33,0.01,33,1.79,32,3.10,31,2.02,33,1.36
M,115,Alzate,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,116,Mac Allister,5.5,5.4,Brighton,0,0.00,75,9.04,78,4.25,77,4.55,76,0.03,74,4.58,73,8.28,74,5.36,76,3.85
M,117,Moder,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,2,0.11,6,0.00,8,0.43,10,1.06,12,0.76,10,0.53
M,118,Mwepu,5.3,5.3,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,119,Sarmiento,4.5,4.5,Brighton,0,0.00,20,2.38,20,1.18,21,1.42,21,0.01,23,1.42,21,2.45,20,1.45,20,1.19
M,120,Caicedo,5.0,5.0,Brighton,0,0.00,82,5.26,73,2.38,68,2.58,66,0.02,72,2.48,74,4.67,75,2.99,76,2.45
M,121,Richards,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,122,Roberts,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,123,Undav,5.0,5.0,Brighton,0,0.00,14,1.88,17,1.22,18,1.36,19,0.01,19,1.41,17,2.32,16,1.39,18,1.24
M,124,Mitoma,5.5,5.3,Brighton,0,0.00,74,8.49,77,4.00,77,4.39,75,0.03,73,4.30,73,7.79,72,4.95,72,3.57
F,125,Enciso,4.6,4.6,Brighton,0,0.00,11,1.20,14,0.79,14,0.89,15,0.01,15,0.82,14,1.50,14,0.91,13,0.77
M,126,Kozłowski,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,127,Azpilicueta,4.7,4.7,Chelsea,0,0.00,3,0.24,10,0.47,18,0.81,15,0.12,17,0.85,17,0.59,17,0.84,17,0.93
D,128,Thiago Silva,5.4,5.4,Chelsea,0,0.00,0,0.00,0,0.00,10,0.43,28,0.19,44,2.11,51,1.50,63,2.98,63,3.43
D,129,Alonso,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,130,Jorginho,5.8,5.8,Arsenal,31,1.32,31,1.33,33,1.20,35,1.35,39,1.71,38,1.26,40,1.49,39,1.38,40,1.53
M,131,Barkley,4.9,4.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,132,Kovacic,4.9,4.9,Chelsea,64,2.41,58,4.13,53,1.88,48,1.70,47,0.34,48,1.80,49,1.61,47,1.80,48,1.95
G,133,Arrizabalaga,4.7,4.6,Chelsea,88,4.49,86,7.64,84,3.89,83,3.63,84,0.74,84,3.99,84,3.40,83,3.89,83,4.22
M,134,Kanté,4.8,4.8,Chelsea,1,0.04,5,0.43,15,0.61,24,0.95,25,0.20,25,1.03,24,0.91,22,0.92,22,0.96
M,135,Ziyech,5.5,5.5,Chelsea,16,1.11,12,1.48,21,1.27,18,1.11,14,0.17,15,0.99,16,0.88,18,1.19,17,1.26
M,136,Loftus-Cheek,5.0,5.0,Chelsea,29,1.44,26,2.45,30,1.34,27,1.21,26,0.24,25,1.21,25,1.10,24,1.18,27,1.41
F,137,Werner,7.9,7.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,138,Kenedy,3.9,3.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,139,Chilwell,5.9,5.9,Chelsea,79,5.01,76,7.73,75,3.93,73,3.53,72,0.57,71,4.06,70,2.42,69,3.92,69,4.56
M,140,Pulisic,5.6,5.6,Chelsea,18,1.19,16,1.94,20,1.13,19,1.09,18,0.21,15,0.96,18,0.99,18,1.17,17,1.13
D,141,Chalobah,4.4,4.4,Chelsea,17,0.87,16,1.35,24,1.07,19,0.75,13,0.09,10,0.47,10,0.32,9,0.40,11,0.59
M,142,Mount,7.2,7.2,Chelsea,13,0.87,38,4.51,37,2.12,37,2.13,40,0.43,38,2.36,37,1.82,38,2.36,38,2.63
D,143,Sarr,5.0,5.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,144,Hudson-Odoi,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,145,Havertz,7.5,7.5,Chelsea,75,4.62,73,8.49,71,3.71,70,3.78,68,0.70,67,3.97,67,3.05,66,3.98,65,4.37
D,146,James,5.8,5.8,Chelsea,72,5.06,70,7.92,68,3.90,67,3.61,66,0.59,65,4.06,64,2.43,63,4.03,63,4.63
G,147,Mendy,4.8,4.8,Chelsea,0,0.02,4,0.36,6,0.26,7,0.31,6,0.05,6,0.26,6,0.25,7,0.31,7,0.34
M,148,Gallagher,5.6,5.6,Chelsea,9,0.51,7,0.70,7,0.35,10,0.51,8,0.09,9,0.50,11,0.49,8,0.45,10,0.56
M,149,Gilmour,4.2,4.2,Brighton,0,0.00,24,2.10,25,1.15,26,1.39,27,0.01,24,1.12,24,2.05,24,1.32,22,1.04
F,150,Broja,5.2,5.2,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,151,Ampadu,4.4,4.4,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,152,Guaita,4.4,4.4,Crystal Palace,54,1.92,88,3.72,88,3.44,86,3.61,87,3.97,87,3.52,86,3.75,86,3.16,86,3.90
D,153,Tomkins,3.9,3.9,Crystal Palace,0,0.00,1,0.05,2,0.08,2,0.09,5,0.19,4,0.14,5,0.19,4,0.11,5,0.19
M,154,McArthur,4.8,4.8,Crystal Palace,7,0.28,9,0.40,10,0.42,11,0.50,13,0.59,14,0.57,14,0.62,15,0.60,13,0.65
F,155,Benteke,5.5,5.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,156,Ward,4.4,4.4,Crystal Palace,17,0.34,18,0.64,20,0.61,21,0.73,22,0.92,23,0.78,24,0.90,24,0.59,25,1.07
D,157,Clyne,4.5,4.5,Crystal Palace,79,1.47,74,2.75,75,2.33,73,2.62,71,3.02,70,2.36,69,2.68,69,1.70,68,2.99
M,158,Milivojevic,4.2,4.2,Crystal Palace,24,0.92,26,1.12,24,1.00,30,1.22,29,1.23,32,1.24,30,1.24,29,1.08,26,1.20
M,159,J.Ayew,5.3,5.3,Crystal Palace,64,2.19,60,2.76,60,2.44,60,2.59,59,2.69,59,2.36,58,2.60,60,2.22,61,3.04
M,160,Zaha,7.2,7.2,Crystal Palace,86,3.02,82,4.22,80,3.51,77,3.73,78,4.01,77,3.32,76,3.85,75,2.94,77,4.49
M,161,Schlupp,4.7,4.7,Crystal Palace,56,1.81,58,2.33,56,2.06,56,2.16,56,2.26,56,2.06,53,2.10,50,1.74,53,2.31
G,162,Butland,4.4,4.4,Man Utd,0,0.00,2,0.14,2,0.10,4,0.16,3,0.03,3,0.11,4,0.30,4,0.18,3,0.15
M,163,Hughes,4.8,4.8,Crystal Palace,16,0.64,20,0.92,25,1.03,24,1.03,27,1.14,23,0.97,26,1.11,24,0.94,26,1.16
M,164,Riedewald,4.3,4.3,Crystal Palace,1,0.07,2,0.10,3,0.15,4,0.19,4,0.21,4,0.21,4,0.20,5,0.23,5,0.26
D,165,Andersen,4.5,4.5,Crystal Palace,86,1.47,83,3.04,81,2.46,77,2.78,78,3.35,76,2.51,76,2.95,76,1.80,76,3.35
F,166,Edouard,5.0,5.0,Crystal Palace,40,1.64,42,2.21,43,1.96,44,2.13,44,2.22,44,1.93,44,2.19,44,1.85,43,2.38
D,167,Guéhi,4.4,4.4,Crystal Palace,85,1.45,83,2.91,80,2.34,80,2.73,76,3.12,76,2.41,75,2.76,76,1.72,78,3.26
F,168,Mateta,5.1,5.1,Crystal Palace,31,1.41,33,1.91,37,1.82,35,1.83,36,1.96,35,1.70,37,2.00,36,1.63,33,2.03
M,169,Eze,5.4,5.4,Crystal Palace,47,1.80,45,2.29,45,2.03,45,2.15,46,2.29,47,2.08,45,2.25,44,1.83,46,2.54
D,170,Mitchell,4.4,4.4,Crystal Palace,80,1.48,74,2.78,73,2.31,72,2.63,70,3.03,70,2.40,71,2.77,69,1.73,68,3.02
M,171,Olise,5.4,5.4,Crystal Palace,69,2.47,68,3.29,63,2.69,65,2.94,65,3.10,64,2.67,63,2.98,62,2.41,63,3.38
M,172,Rak-Sakyi,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,173,Ebiowei,4.2,4.2,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,174,Ferguson,3.9,3.9,Crystal Palace,2,0.06,9,0.34,9,0.30,11,0.40,12,0.50,14,0.46,15,0.56,13,0.34,14,0.59
G,175,Johnstone,4.4,4.4,Crystal Palace,0,0.00,0,0.01,1,0.04,3,0.11,3,0.12,2,0.10,4,0.16,4,0.14,4,0.16
G,176,Begović,3.9,3.9,Everton,1,0.05,2,0.08,2,0.07,2,0.10,3,0.14,3,0.13,4,0.16,5,0.19,4,0.14
